Metrics,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,+67 Quarters
Cash & Equivalents,13.34,12.56,9.47,15.63,15.79,1.88,7.77,3.96,5.71,4.67,5.28,5.78,7.53,5.59,3.65,4.92,4.41,7.84,0.26,9.37,0.23,13.59,13.6,13.5,1.22,0.39,0.33,8.26,0.4,0.37,0.15,0.31,0.16,0.1,0.1,0.38,0.16,0.09,0.17,0.16,Upgrade
Cash & Cash Equivalents,13.34,12.56,9.47,15.63,15.79,1.88,7.77,3.96,5.71,4.67,5.28,5.78,7.53,5.59,3.65,4.92,4.41,7.84,0.26,9.37,0.23,13.59,13.6,13.5,1.22,0.39,0.33,8.26,0.4,0.37,0.15,0.31,0.16,0.1,0.1,0.38,0.16,0.09,0.17,0.16,Upgrade
Cash Growth,-15.53%,568.70%,21.86%,294.81%,176.76%,-59.81%,47.32%,-31.54%,-24.21%,-16.39%,44.70%,17.57%,70.60%,-28.64%,1288.43%,-47.50%,1815.42%,-42.33%,-98.07%,-30.60%,-81.04%,3386.34%,3988.10%,63.42%,201.63%,6.44%,122.58%,2571.31%,145.29%,251.82%,53.70%,-17.86%,-0.00%,18.62%,-42.64%,134.50%,73.79%,-70.45%,8.65%,-65.64%,Upgrade
Receivables,0.14,0.11,0.44,1.2,3.79,4.03,3.59,3.32,3.81,4.16,3.99,4.02,4.4,4.74,4.27,3.93,4.15,4.55,5.59,6.01,6.05,6.26,6.26,6.01,6.14,6.27,5.76,5.51,5.9,6.11,5.51,5.17,5.79,5.96,5.1,5.16,5.83,5.97,5.56,5.74,Upgrade
"Property, Plant & Equipment",1.61,1.78,1.96,2.15,2.26,2.23,2.23,2.04,10.27,10.24,10.22,10.23,10.03,9.91,9.79,9.69,9.69,9.82,9.91,10.01,10.12,10.11,10.19,10.28,10.4,10.5,10.46,10.22,9.36,10.62,10.58,10.51,10.25,10.21,10.17,10.17,10.28,1.18,1.05,0.86,Upgrade
Total Assets,88.21,99.98,112.11,126.87,136.59,132.52,135.6,131.9,132.78,131.01,130.4,130.31,130.21,126.47,126.19,125.62,123.59,125.5,130.99,130.3,138.08,140.78,138.96,138.22,140.81,141.54,141.5,140.17,137.53,137,135.56,136.02,135.37,134.92,132.96,132.85,136.11,137.45,139.03,140.01,Upgrade
Deferred Revenue,0.08,1.74,6.78,14.33,22.77,20.98,19.28,18.19,18.63,18.13,18.11,17.81,18.39,17.73,16.53,15.96,16.16,16.82,18.05,18.77,19.47,19.88,19.4,19.37,19.4,19.27,18.21,18.08,18.51,18.32,17.27,16.61,16.47,16.15,15.13,15.26,16.01,16.21,15.9,16.03,Upgrade
Total Liabilities,70.3,79.42,90.49,99.19,104.37,97.57,99.34,96.87,95.69,76.01,76.67,75.23,72.73,69.57,69.97,69.7,67.7,68.73,74.15,70.35,75.12,74.91,72.2,69.32,72.49,71.26,71.38,69.83,66.74,65.48,64.12,64.24,63.55,63.14,61.46,61.96,65.93,66.88,68.67,69.61,Upgrade
Common Stock,3.8,3.8,3.8,3.78,3.78,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.77,3.76,3.76,3.75,3.74,3.74,3.74,3.74,3.74,3.73,3.73,3.72,3.71,3.71,3.7,3.7,3.69,3.69,Upgrade
Retained Earnings,14.11,19.15,18.94,22.95,26.97,29.48,30.89,28.62,30.7,48.64,49.08,50.12,52.51,52.29,52.57,53.24,53.71,54.37,54.21,56.41,59.19,62.1,62.99,65.14,64.54,66.49,66.34,66.63,66.99,67.73,67.64,68.04,68.09,68.06,67.79,67.19,66.48,66.85,66.6,66.59,Upgrade
Comprehensive Income,0.01,-2.39,-1.11,0.94,1.47,1.69,1.6,2.64,2.62,2.59,0.88,1.18,1.2,0.84,-0.12,-1.1,-1.59,-1.38,-1.14,-0.24,-0.01,-0,0,0.01,0.03,0.04,0.03,-0.03,0.06,0.05,0.06,0,0,0,-0,-0.01,-0,0.02,0.07,0.12,Upgrade
Shareholders' Equity,17.91,20.56,21.62,27.68,32.23,34.95,36.27,35.03,37.09,55,53.73,55.08,57.48,56.91,56.22,55.92,55.89,56.77,56.84,59.95,62.95,65.87,66.76,68.91,68.32,70.28,70.12,70.34,70.8,71.52,71.44,71.78,71.82,71.78,71.5,70.9,70.18,70.57,70.36,70.4,Upgrade
Total Liabilities and Equity,88.21,99.98,112.11,126.87,136.59,132.52,135.6,131.9,132.78,131.01,130.4,130.31,130.21,126.47,126.19,125.62,123.59,125.5,130.99,130.3,138.08,140.78,138.96,138.22,140.81,141.54,141.5,140.17,137.53,137,135.56,136.02,135.37,134.92,132.96,132.85,136.11,137.45,139.03,140.01,Upgrade
Net Cash / Debt,13.34,12.56,9.47,15.63,15.79,1.88,7.77,3.96,5.71,4.67,5.28,5.78,7.53,5.59,3.65,4.92,4.41,7.84,0.26,9.37,0.23,13.59,13.6,13.5,1.22,0.39,0.33,8.26,0.4,0.37,0.15,0.31,0.16,0.1,0.1,0.38,0.16,0.09,0.17,0.16,Upgrade
Net Cash / Debt Growth,-15.53%,568.70%,21.86%,294.81%,176.76%,-59.81%,47.32%,-31.54%,-24.21%,-16.39%,44.70%,17.57%,70.60%,-28.64%,1288.43%,-47.50%,1815.42%,-42.33%,-98.07%,-30.60%,-81.04%,3386.34%,3988.10%,63.42%,201.63%,6.44%,122.58%,2571.31%,145.29%,251.82%,53.70%,-17.86%,-0.00%,18.62%,-42.64%,134.50%,73.79%,-70.45%,8.65%,-65.64%,Upgrade
Net Cash Per Share,2.51,2.37,1.79,2.95,2.98,0.35,1.47,0.75,1.08,0.88,0.99,1.09,1.42,1.05,0.69,0.93,0.83,1.48,0.05,1.76,0.04,2.56,2.56,2.54,0.23,0.07,0.06,1.55,0.08,0.07,0.03,0.06,0.03,0.02,0.02,0.07,0.03,0.02,0.03,0.03,Upgrade
Book Value Per Share,3.38,3.88,4.08,5.22,6.08,6.59,6.84,6.60,6.99,10.37,10.13,10.38,10.83,10.72,10.59,10.54,10.53,10.70,10.71,11.29,11.86,12.41,12.58,12.98,12.87,13.24,13.21,13.21,13.27,13.40,13.38,13.44,13.45,13.44,13.39,13.27,13.14,13.21,13.17,13.20,Upgrade
