Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,57.23,33.74,40.51,80.78,56.23,34.89,32.74,70.1,69.48,21.82,86.35,98.94,43.89,49.43,74.11,63.14,62.98,19.16,17.72,21.32,21.94,12.7,14.13,27.76,15.78,45.11,16.56,31.33,9.93,11.53,11.2,35.13,26.43,21.96,27.99,30.97,30.89,19.79,39.11,42.77,Upgrade
Cash & Cash Equivalents,57.23,33.74,40.51,80.78,56.23,34.89,32.74,70.1,69.48,21.82,86.35,98.94,43.89,49.43,74.11,63.14,62.98,19.16,17.72,21.32,21.94,12.7,14.13,27.76,15.78,45.11,16.56,31.33,9.93,11.53,11.2,35.13,26.43,21.96,27.99,30.97,30.89,19.79,39.11,42.77,Upgrade
Cash Growth,1.78%,-3.29%,23.72%,15.25%,-19.07%,59.88%,-62.08%,-29.16%,58.32%,-55.86%,16.51%,56.70%,-30.31%,157.93%,318.29%,196.19%,187.04%,50.88%,25.41%,-23.20%,39.01%,-71.84%,-14.69%,-11.38%,59.03%,291.13%,47.92%,-10.82%,-62.44%,-47.49%,-60.00%,13.43%,-14.46%,10.99%,-28.42%,-27.59%,26.72%,-41.37%,100.35%,120.27%,Upgrade
"Property, Plant & Equipment",39.73,40.21,43.87,45.99,45.77,31.39,29.98,30.05,30.56,30.79,29.6,28.91,28.93,29.41,28.91,28.36,27.93,24.82,24.87,19.22,19.44,19.56,19.57,19.64,19.67,19.29,18.75,18.84,18.97,18.94,18.63,17.38,17.43,17.72,17.81,17.95,17.13,17.26,17.22,17.28,Upgrade
Goodwill and Intangibles,26.8,27.19,27.8,28.2,28.77,14.24,14.48,14.73,14.98,15.23,11.11,11.11,11.11,11.11,11.11,11.11,10.74,8.17,8.17,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.79,2.56,2.56,2.56,1.99,1.99,1.61,1.61,1.61,0,0,0,0,Upgrade
Total Assets,"2,098.59","2,070.34","2,052.99","2,101.49","2,097.85","1,620.74","1,609.92","1,603.51","1,556.72","1,496.29","1,481.02","1,474.03","1,349.93","1,328.72","1,330.47","1,309.35","1,268.35","1,096.16","1,073.07",958.95,938.51,927.26,916.35,921.24,899.18,913.63,900.89,909.39,867.36,864.89,842.19,813.32,793.86,775.04,781.71,776.33,723.6,693.45,693.44,697.01,Upgrade
Total Liabilities,"1,958.86","1,933.95","1,934.96","1,964.83","1,940.21","1,464.13","1,457.36","1,447.94","1,406.58","1,344.6","1,332.08","1,328.85","1,209.27","1,194.62","1,197.48","1,180.54","1,145.11",994.69,976.59,868.37,848.7,835.2,825.22,831.94,812.76,829.52,813.68,822.93,783.56,783.98,762.11,736.27,715.95,698.88,707.61,703.62,653.84,626.69,626.22,631.45,Upgrade
Total Debt,128.42,135.5,78.14,24.54,23.24,14.58,23.84,24.4,15.92,19.86,31.15,29.16,26.99,25.5,30.93,38.63,32.69,54.63,60.9,49.92,43.76,32.18,57.37,35.25,33.59,39.83,54.3,56.59,50.75,58,53.64,53.51,49.14,53.91,64.22,57.4,54.19,44.93,51.85,52.77,Upgrade
Debt Growth,452.50%,829.31%,227.71%,0.56%,46.03%,-26.58%,-23.44%,-16.32%,-41.03%,-22.11%,0.69%,-24.51%,-17.44%,-53.32%,-49.21%,-22.61%,-25.29%,69.75%,6.16%,41.62%,30.27%,-19.20%,5.66%,-37.71%,-33.82%,-31.34%,1.22%,5.76%,3.28%,7.60%,-16.48%,-6.79%,-9.32%,19.98%,23.86%,8.78%,6.32%,-9.24%,-10.12%,-10.66%,Upgrade
Common Stock,69.18,69.03,68.83,68.62,68.39,30.43,30.28,30.14,30.07,29.99,29.88,29.77,29.67,29.66,29.59,29.51,29.49,11.93,11.88,4.93,4.92,4.87,4.8,4.75,4.71,4.66,4.62,4.59,4.55,4.52,4.5,4.47,4.45,4.42,4.41,4.39,4.41,4.39,4.37,4.48,Upgrade
Retained Earnings,126.45,131.66,129.04,125.81,122.71,121.91,119.68,117.22,116.09,111.26,110.12,106.29,102.3,100.19,98.98,96.47,93.52,92.33,90.6,89.89,88.24,86.51,85.56,84.15,82.45,80.95,79.42,77.9,76.46,74.98,73.72,72.57,71.37,70.15,69.14,67.94,66.7,65.52,64.78,63.03,Upgrade
