Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+8 Quarters
Cash & Equivalents,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0.02,0.02,0.02,0,0.02,0.02,0.02,0.11,0,6.82,0.02,1.93,9.69,10.65,19.42,1.77,1.13,3.63,6.33,69.01,67.53,42.06,54.12,83.18,114.12,126.77,Upgrade
Cash & Cash Equivalents,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0.02,0.02,0.02,0,0.02,0.02,0.02,0.11,0,6.82,0.02,1.93,9.69,10.65,19.42,1.77,1.13,3.63,6.33,69.01,67.53,42.06,54.12,83.18,114.12,126.77,Upgrade
Cash Growth,-,-,-,-,-,-,-,-,-,-,4.35%,-,-0.01%,-,-4.17%,0.04%,0.02%,-,-,-99.71%,-0.04%,-94.31%,-,-35.96%,-99.90%,9.45%,758.39%,193.12%,206.93%,-97.44%,-98.33%,-91.36%,-88.31%,-17.03%,-40.82%,-66.82%,-59.90%,-39.21%,-31.66%,-23.27%,Upgrade
Receivables,0.18,0.01,1.18,9.48,13.65,11.49,9.68,8.23,6.93,5.73,4.96,3.99,3.17,2.51,1.77,1.79,6.01,2.31,3.84,3.4,2.22,1.79,1.46,1.17,0.99,0.82,0.65,0.57,1.33,3.44,5.7,3.41,3.12,2.73,18.64,2.44,2.14,1.85,1.62,1.4,Upgrade
Total Assets,35.62,40.2,47.81,58.87,95.98,102.68,106.17,114.17,118.72,107.83,100.46,106.02,84.22,130.93,157.04,162.26,207.59,212.18,246.91,199.18,184.56,176.77,140.2,140.73,150.66,150.31,159.93,166.47,188.05,176.67,178.56,193.09,196.52,263.44,284.07,256.11,257.03,266.94,225.4,213.83,Upgrade
Accounts Payable,9.49,9.23,8.99,8.69,8.27,7.74,7.18,6.67,6.08,5.48,5.07,4.52,4.03,3.48,5.06,4.72,11.99,11.98,17.67,7.92,4.8,2.59,0.79,0.86,1.59,1.22,4.76,0.89,20.28,0.92,1.04,3.83,4.3,53.29,13.94,8.18,7.95,9.6,1.13,1.05,Upgrade
Total Liabilities,9.75,9.59,9.37,9.07,8.57,7.92,7.4,6.83,6.3,5.69,5.25,4.7,4.38,3.84,5.17,4.85,18.81,20.56,34.58,13.13,4.99,2.78,0.91,0.98,1.84,1.4,4.85,0.92,20.48,1.09,1.26,4.1,4.64,53.71,14.64,8.44,8.15,10.04,1.21,1.66,Upgrade
Common Stock,176.78,176.78,176.78,176.78,176.78,176.78,176.78,176.78,176.78,176.78,176.78,176.78,176.78,178.78,178.78,178.78,178.78,178.78,180.36,180.78,180.78,180.78,184.71,184.71,184.71,184.71,188.54,189.51,190.55,188.18,184.99,184.99,184.99,204.99,217.81,217.81,217.81,217.81,217.16,217.16,Upgrade
Retained Earnings,-150.91,-146.17,-138.34,-126.98,-89.37,-82.02,-78.01,-69.43,-64.35,-74.64,-81.57,-75.46,-96.94,-51.69,-26.91,-21.36,10,12.84,31.97,5.27,-1.22,-6.79,-45.42,-44.96,-35.89,-35.79,-33.46,-23.96,-22.98,-12.6,-7.69,4.01,6.89,4.74,51.63,29.86,31.07,39.1,7.02,-4.99,Upgrade
Shareholders' Equity,25.87,30.61,38.43,49.8,87.4,94.75,98.77,107.34,112.43,102.14,95.21,101.32,79.84,127.09,151.87,157.41,188.78,191.62,212.33,186.05,179.56,173.99,139.29,139.75,148.82,148.91,155.08,165.55,167.56,175.58,177.3,189,191.88,209.73,269.43,247.67,248.88,256.9,224.19,212.17,Upgrade
Total Liabilities and Equity,35.62,40.2,47.81,58.87,95.98,102.68,106.17,114.17,118.72,107.83,100.46,106.02,84.22,130.93,157.04,162.26,207.59,212.18,246.91,199.18,184.56,176.77,140.2,140.73,150.66,150.31,159.93,166.47,188.05,176.67,178.56,193.09,196.52,263.44,284.07,256.11,257.03,266.94,225.4,213.83,Upgrade
Net Cash / Debt,0,0,0,0,0,0,0,0,0,0,0.02,0,0.02,0,0.02,0.02,0.02,0,0.02,0.02,0.02,0.11,0,6.82,0.02,1.93,9.69,10.65,19.42,1.77,1.13,3.63,6.33,69.01,67.53,42.06,54.12,83.18,114.12,126.77,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-,-,4.35%,-,-0.01%,-,-4.17%,0.04%,0.02%,-,-,-99.71%,-0.04%,-94.31%,-,-35.96%,-99.90%,9.45%,758.39%,193.12%,206.93%,-97.44%,-98.33%,-91.36%,-88.31%,-17.03%,-40.82%,-66.82%,-59.90%,-39.21%,-31.66%,-23.27%,Upgrade
Book Value Per Share,3.75,4.44,5.58,7.22,11.97,13.75,14.33,15.57,16.31,14.82,13.81,14.70,11.58,17.70,21.16,21.63,26.30,26.69,29.08,25.48,24.59,23.42,18.75,18.81,20.03,20.04,20.50,21.49,21.75,22.80,23.02,24.54,24.91,23.12,29.70,27.30,27.43,28.32,26.20,24.80,Upgrade
