Metrics,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Cash & Equivalents,0.29,1.46,2.08,0.4,0.58,1.06,1.45,3.1,0
Cash & Cash Equivalents,0.29,1.46,2.08,0.4,0.58,1.06,1.45,3.1,0
Cash Growth,-50.27%,38.39%,43.64%,-87.24%,-,-,-,-,-
Receivables,0.02,0.02,0.02,0.02,0,0,0,0,0
Other Current Assets,0.03,0.04,0,0,0.2,0.34,0.51,0.66,-
Total Current Assets,0.34,1.52,2.09,0.41,0.77,1.4,1.96,3.76,-
Long-Term Investments,52.82,51.87,51.56,203.28,203.28,203.27,203.27,203.26,-
Total Long-Term Assets,52.82,51.87,51.56,203.28,203.28,203.27,203.27,203.26,-
Total Assets,53.15,53.39,53.66,203.7,204.05,204.67,205.23,207.02,0.13
Accounts Payable,0.23,0.18,0.25,0.06,0.18,0.12,0.06,0.37,0
Current Debt,1.1,0.36,0.1,0,0,0,0,0.23,0.1
Other Current Liabilities,3.17,2.74,2.86,2.12,0.18,0.08,0.05,0.96,0
Total Current Liabilities,4.49,3.28,3.21,2.19,0.36,0.19,0.11,1.56,0.1
Other Long-Term Liabilities,14.27,13.33,14.15,11.23,11.72,13.68,13.91,17.81,0
Total Long-Term Liabilities,14.27,13.33,14.15,11.23,11.72,13.68,13.91,17.81,0
Total Liabilities,18.76,16.61,17.36,13.42,12.07,13.87,14.02,19.36,0.1
Total Debt,1.1,0.36,0.1,0,0,0,0,0.23,0.1
Common Stock,0,0,0.16,0.16,0,3.64,3.23,0,0.03
Retained Earnings,-18.12,-15,-14.69,-13.14,-11.29,1.36,1.77,-15.61,-0
Shareholders' Equity,-18.12,-15,-14.53,-12.99,-11.29,5,5,-15.61,0.02
Total Liabilities and Equity,0.65,1.62,2.83,0.43,0.79,18.87,19.02,3.76,0.13
Net Cash / Debt,-0.81,1.1,1.98,0.4,0.58,1.06,1.45,2.87,-0.1
Net Cash / Debt Growth,-,4.39%,36.77%,-86.22%,-,-,-,-,-
Net Cash Per Share,-0.09,0.12,0.09,0.02,0.02,0.04,0.06,1.16,-0.02
Working Capital,-4.16,-1.76,-1.12,-1.77,0.42,1.2,1.85,2.2,-
Book Value Per Share,-2.00,-1.66,-0.66,-0.65,-0.47,0.21,0.21,-6.33,0.01
