Metrics,2022-10-31,2022-04-30,2021-10-31,2021-04-30,2020-10-31,2020-04-30,2019-10-31,2019-04-30
Cash & Equivalents,12.54,8.31,15,25.37,6.45,2.68,3.93,4.3
Cash & Cash Equivalents,12.54,8.31,15,25.37,6.45,2.68,3.93,4.3
Cash Growth,94.52%,209.47%,281.45%,490.14%,-,-,-,-
Receivables,0.61,0.35,0.29,0,0,0,0,0
Total Current Assets,13.15,8.65,15.28,0,0,0,0,0
Long-Term Investments,145.77,158.67,149.67,100.38,56.89,49.03,64.15,64.87
Total Long-Term Assets,145.77,158.67,149.67,0,0,0,0,0
Total Assets,159.03,167.5,165.21,126.48,63.59,51.91,68.13,69.2
Accounts Payable,0,0,5.9,2.39,0,0,0.32,0
Total Current Liabilities,0,0,5.9,0,0,0,0,0
Total Long-Term Liabilities,0,0,5.9,0,0,0,0,0
Total Liabilities,64.82,64.23,57.11,49.89,22.12,21.82,22.28,21.72
Common Stock,0.01,0.01,0.01,0.01,0,0,0,0
Retained Earnings,-15.34,-0.52,11.74,-3.17,-11.83,-23.66,-5.09,-2.49
Shareholders' Equity,94.21,103.28,108.1,76.58,41.48,30.09,45.86,47.48
Total Liabilities and Equity,159.03,167.5,165.21,126.48,63.59,51.91,68.13,69.2
Net Cash / Debt,12.54,-,-,-,-,-,-,-
Net Cash Per Share,3.86,-,-,-,-,-,-,-
Working Capital,13.15,8.65,9.39,0,0,0,0,0
Book Value Per Share,29.03,-,-,-,-,-,-,-
