Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,155.9,74.32,30.76,21.65,76.12,115.72,134.94,194.42,193.02,149.43,155.61,117.09,72.01,49.98,84.17,38.99,54,23.54,23.56,25.39,21.23,83.75,85.03,72.96,62.84,63.31,66.08,22.69,53.26,52.14,64.79,57.9,45.23,35.45,51.14,62.06,43.81,43.06,71.54,42.07,Upgrade
Cash & Cash Equivalents,155.9,74.32,30.76,21.65,76.12,115.72,134.94,194.42,193.02,149.43,155.61,117.09,72.01,49.98,84.17,38.99,54,23.54,23.56,25.39,21.23,83.75,85.03,72.96,62.84,63.31,66.08,22.69,53.26,52.14,64.79,57.9,45.23,35.45,51.14,62.06,43.81,43.06,71.54,42.07,Upgrade
Cash Growth,104.81%,-35.78%,-77.21%,-88.86%,-60.57%,-22.56%,-13.28%,66.04%,168.05%,198.99%,84.87%,200.32%,33.34%,112.31%,257.30%,53.55%,154.42%,-71.89%,-72.30%,-65.20%,-66.22%,32.29%,28.68%,221.63%,17.98%,21.42%,2.00%,-60.82%,17.77%,47.08%,26.69%,-6.70%,3.23%,-17.68%,-28.51%,47.52%,-48.36%,-48.16%,-19.16%,-37.15%,Upgrade
"Property, Plant & Equipment",36.28,36.85,37.01,37.38,36.16,36.94,37.54,38.4,38.77,39.27,39.86,40.84,41.25,41.37,41.1,40.73,40.28,37.86,36.89,35.18,32.55,30.88,30.26,28.96,28.16,27.16,27.36,26.09,25.42,25.2,25.01,25.11,25.35,25.63,26,26.31,26.63,26.91,27.33,29.15,Upgrade
Goodwill and Intangibles,12.35,12.43,11.9,11.95,12,12.05,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,Upgrade
Total Assets,"1,937.44","1,848.17","1,803.64","1,752.46","1,760.22","1,729.84","1,708.56","1,763.81","1,781.83","1,733.41","1,685.91","1,639.64","1,461.51","1,442.03","1,440.96","1,405.63","1,416.9","1,383.76","1,347.91","1,323.32","1,319.41","1,336.47","1,352.32","1,325.69","1,319.43","1,318.19","1,338.19","1,307.42","1,325.3","1,323.46","1,320.32","1,343.07","1,341.49","1,332.3","1,331.92","1,327.58","1,355.48","1,334.05","1,342.09","1,329.21",Upgrade
Total Liabilities,"1,784.57","1,696.38","1,671.6","1,619.56","1,623.15","1,587.94","1,574.77","1,633.25","1,652.64","1,602.37","1,555.67","1,515.18","1,342.96","1,316.09","1,311.63","1,279.47","1,294.5","1,266.69","1,232.33","1,210.34","1,208.28","1,228.08","1,231.49","1,207.12","1,204.55","1,204.49","1,223.42","1,194.19","1,214.15","1,202.69","1,205.72","1,229.92","1,229.48","1,223.3","1,219.65","1,215.66","1,247.61","1,232.16","1,242.59","1,231.42",Upgrade
Total Debt,165.5,97.87,123.13,103.41,92.5,91.39,106.18,153.28,155.42,153.05,156.53,140.02,143.51,152.9,154.59,135.26,143.87,178.64,187.73,148.86,171.14,169.77,166.74,146.15,156.2,167.74,182.53,167.11,177.07,183.37,186.02,205.82,212.17,222.41,230.62,220.55,226.27,226.35,241.79,233.66,Upgrade
Debt Growth,78.92%,7.09%,15.96%,-32.53%,-40.49%,-40.29%,-32.17%,9.47%,8.30%,0.10%,1.26%,3.52%,-0.25%,-14.41%,-17.66%,-9.13%,-15.93%,5.22%,12.59%,1.85%,9.57%,1.21%,-8.65%,-12.54%,-11.79%,-8.52%,-1.87%,-18.81%,-16.54%,-17.55%,-19.34%,-6.68%,-6.23%,-1.74%,-4.62%,-5.61%,2.22%,1.96%,2.84%,-0.75%,Upgrade
Common Stock,24.6,24.48,24.31,24.17,23.78,23.73,23.59,23.49,30.32,30.22,30.05,29.94,29.83,32.43,32.31,32.2,32.1,31.99,31.89,31.78,31.68,31.62,41.57,41.52,41.48,42.24,42.19,42.15,42.1,52.05,52,51.96,51.91,51.86,51.82,51.78,51.75,51.72,51.68,51.64,Upgrade
Retained Earnings,167.23,166.34,160.57,154.64,150.21,145.49,138.93,135.54,132.07,129.69,126.04,121.99,120.33,119.48,117.52,113.95,111.99,109.48,107.73,105.61,103.23,101.36,98.23,96.45,94.36,92.92,89.84,88,86.75,87.67,79.84,78.57,78.07,77.38,75.85,75.18,74.75,74.38,73.44,72.05,Upgrade
Comprehensive Income,-38.96,-39.03,-52.83,-45.92,-36.91,-27.31,-28.73,-28.47,-33.2,-28.86,-25.85,-27.48,-31.6,-25.97,-20.49,-20,-21.69,-24.4,-24.04,-24.41,-23.77,-24.59,-18.97,-19.4,-20.96,-21.47,-17.26,-16.92,-17.7,-18.94,-17.25,-17.37,-17.97,-20.23,-15.4,-15.05,-18.61,-24.21,-25.62,-25.91,Upgrade
Shareholders' Equity,152.87,151.79,132.04,132.89,137.08,141.9,133.79,130.56,129.19,131.05,130.24,124.45,118.55,125.94,129.34,126.16,122.4,117.07,115.58,112.97,111.13,108.39,120.84,118.56,114.88,113.7,114.77,113.23,111.14,120.77,114.59,113.15,112,109,112.27,111.91,107.88,101.88,99.5,97.78,Upgrade
