Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,562.42,268.32,333.84,299.32,311.54,265.54,413.2,349.42,260.09,303.76,256.12,349.36,282.81,201.48,194.01,185.65,172.55,172.37,155.85,176.17,142.79,149.58,141.26,146.51,161.87,200.4,233.79,175.11,118.26,200.9,158.52,125.48,88.54,126.85,138.01,92.62,106.28,82.69,33.56,61.96,Upgrade
Cash & Cash Equivalents,562.42,268.32,333.84,299.32,311.54,265.54,413.2,349.42,260.09,303.76,256.12,349.36,282.81,201.48,194.01,185.65,172.55,172.37,155.85,176.17,142.79,149.58,141.26,146.51,161.87,200.4,233.79,175.11,118.26,200.9,158.52,125.48,88.54,126.85,138.01,92.62,106.28,82.69,33.56,61.96,Upgrade
Cash Growth,80.53%,1.05%,-19.20%,-14.34%,19.78%,-12.58%,61.33%,0.02%,-8.03%,50.76%,32.01%,88.18%,63.90%,16.89%,24.49%,5.38%,20.84%,15.23%,10.33%,20.25%,-11.79%,-25.36%,-39.58%,-16.34%,36.88%,-0.25%,47.48%,39.55%,33.56%,58.38%,14.86%,35.49%,-16.69%,53.40%,311.28%,49.48%,-8.97%,-22.09%,-67.14%,-27.68%,Upgrade
Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.76,2.98,0,Upgrade
"Property, Plant & Equipment",39.14,37.98,38.72,39.2,39.18,40.05,40.64,41.32,42.77,46.27,52.75,54.87,59.79,34.37,35.54,36.18,35.46,19.06,21,20.39,21.04,21.66,21.92,21.63,22.26,22.08,22.11,22.48,22.65,22.33,21.52,21.25,20.36,20.65,20.9,14.01,13.83,13.68,13.47,13.46,Upgrade
Goodwill and Intangibles,215.31,215.68,216.09,216.5,216.94,217.37,217.85,218.34,218.84,219.35,219.98,220.61,221.26,168.03,168.37,168.71,162.75,147.65,147.79,147.94,148.1,148.27,148.44,148.61,148.8,149,149.19,149.38,149.6,149.82,150.03,150.25,150.49,150.73,150.98,16.82,16.82,16.83,16.83,16.84,Upgrade
Total Assets,"9,960.47","9,644.95","9,478.25","8,841.51","8,334.3","8,129.48","7,949.51","7,710.08","7,449.64","7,547.34","7,449.56","7,617.18","7,279.33","6,174.03","6,161.27","6,109.07","6,048.98","5,462.09","5,368.64","5,275.37","5,158.37","5,108.44","4,844.76","4,681.28","4,460.82","4,426.35","4,327.8","4,262.91","4,091","4,015.91","3,838.25","3,660.06","3,505.89","3,448.57","3,356.26","1,665.81","1,676.16","1,673.08","1,644.42","1,605.7",Upgrade
Accounts Payable,73.93,87.3,24.86,40.58,58.41,38.75,34.21,32.11,34.97,26.18,24.56,25.4,31.87,29.67,31.47,24.88,23.81,27.52,26.55,34.01,21.17,23.1,23.51,23.95,19.26,20.23,23.44,26.65,22.31,21.67,23.65,22.93,23.38,26.04,19.14,11.76,11.31,11.34,13.81,12.36,Upgrade
Total Liabilities,"8,769.5","8,466.2","8,329.96","7,698.36","7,195.78","7,005.27","6,851.08","6,745.12","6,514","6,632.03","6,558.82","6,749.44","6,425.62","5,442.84","5,441.11","5,409.84","5,366.58","4,848.17","4,773.77","4,696.81","4,594.1","4,543.01","4,287.06","4,135.11","3,920.54","3,895.32","3,828.22","3,778.5","3,616.27","3,538.57","3,367.11","3,196.08","3,049.7","3,002.35","2,914.42","1,487.53","1,502.35","1,504.5","1,479.28","1,444.41",Upgrade
Total Debt,942.39,"1,022.27",994.59,"1,040.18",576.97,633.56,418.54,520.5,527.69,646.63,735.5,897.19,884.55,645.63,658.41,743.82,748.77,728.56,758.45,757.39,823.34,724.78,639.78,680.79,545.8,530.81,535.83,550.86,700.89,725.93,676.83,603.91,530.3,500.71,426.12,201.16,151.16,151.16,151.16,151.16,Upgrade
Debt Growth,63.33%,61.35%,137.63%,99.84%,9.34%,-2.02%,-43.10%,-41.99%,-40.34%,0.16%,11.71%,20.62%,18.13%,-11.38%,-13.19%,-1.79%,-9.06%,0.52%,18.55%,11.25%,50.85%,36.54%,19.40%,23.59%,-22.13%,-26.88%,-20.83%,-8.79%,32.17%,44.98%,58.84%,200.22%,250.83%,231.25%,181.91%,33.08%,-,-,-0.03%,-9.09%,Upgrade
