Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,43.3,46.01,33.1,46.25,49.16,53.23,36.93,44.71,42.72,44.66,48.74,59.96,83.11,51.8,46.1,39.15,49.67,53.12,53.34,46.32,63.96,54.01,73.29,59.96,68.8,81.57,71.66,59.37,53.63,76.07,58.33,62.45,40.84,52.46,44.74,47.73,48.51,75.95,51.14,47.18,Upgrade
Cash & Cash Equivalents,43.3,46.01,33.1,46.25,49.16,53.23,36.93,44.71,42.72,44.66,48.74,59.96,83.11,51.8,46.1,39.15,49.67,53.12,53.34,46.32,63.96,54.01,73.29,59.96,68.8,81.57,71.66,59.37,53.63,76.07,58.33,62.45,40.84,52.46,44.74,47.73,48.51,75.95,51.14,47.18,Upgrade
Cash Growth,-11.90%,-13.57%,-10.37%,3.46%,15.06%,19.20%,-24.23%,-25.43%,-48.59%,-13.79%,5.72%,53.15%,67.31%,-2.48%,-13.57%,-15.48%,-22.33%,-1.65%,-27.22%,-22.75%,-7.04%,-33.78%,2.27%,1.01%,28.29%,7.23%,22.86%,-4.95%,31.30%,45.01%,30.37%,30.84%,-15.81%,-30.94%,-12.51%,1.18%,-18.37%,6.74%,-22.97%,3.34%,Upgrade
Receivables,282.76,267.38,272.01,271.04,256.81,253.18,264.24,240.14,240.6,226.59,230.17,227.28,230.13,232.11,247,258.1,249.11,239.41,246.73,265.3,306.47,282.92,288.44,283.02,272.94,255.38,279.77,283.21,267.39,263.26,290.64,298.56,298.21,283.26,315.45,304.73,288.58,266.14,324.22,316.67,Upgrade
Other Current Assets,42.43,37.88,58.63,45.04,43.55,39.51,39.31,34.52,31.8,30.76,34.46,37.41,36.76,31.3,28.34,26.4,25.96,28.32,30.82,32.87,28.76,33.44,30.14,28.81,27.94,27.79,29.57,36.29,31.95,30.86,28.85,32.41,35.46,31.87,31.77,31.36,27.82,27.59,26.11,25.06,Upgrade
Total Current Assets,368.5,351.27,363.74,362.33,349.51,345.92,340.48,319.37,315.12,302,313.37,324.64,350,315.21,321.44,323.64,324.74,320.85,330.89,344.49,399.19,370.37,391.88,371.78,369.68,364.73,381.01,378.86,352.96,370.18,377.82,393.42,374.5,367.58,391.96,383.82,364.9,369.68,401.48,388.91,Upgrade
"Property, Plant & Equipment",122.28,121.14,124.77,130.25,128.01,133.09,134.91,140.54,144.74,145.72,142.12,137.43,139.65,133.78,125.65,133.76,136.17,34.3,35.13,36.18,41.87,41.66,32.68,28.33,27.24,29.61,29.29,32.31,35.14,38.05,41.13,41,41.84,40.86,41.91,42.67,42.92,45.68,42.22,42.53,Upgrade
Goodwill and Intangibles,251.39,247.64,247.67,286.42,285.86,289.9,234.73,216.09,216.72,208.73,191.5,194.9,201.36,222.17,240.03,245.57,250.39,254.12,261.65,265.9,283.31,283.89,304.88,303.21,301.86,259.64,265.7,273.26,273.84,280.47,330.97,331.49,337.92,283.32,285.41,284.07,283.59,287.64,286.09,290.08,Upgrade
Other Long-Term Assets,73.86,71.46,84.39,81.02,82.26,83.73,96.38,94.59,96.15,96.53,92.63,90.36,90.66,88.86,88.37,91.27,92.95,92.17,103.82,106.19,95.53,92.02,88.91,86.95,85.56,81.88,89.84,97.43,93.24,94.7,104.26,104.97,105.38,97.56,89.05,87.77,88.34,87.05,116.32,120.44,Upgrade
Total Long-Term Assets,447.53,440.24,456.83,497.7,496.12,506.72,466.02,451.22,457.61,450.98,426.25,422.7,431.68,444.8,454.05,470.6,479.5,380.59,400.6,408.27,420.71,417.57,426.47,418.49,414.66,371.13,384.83,403,402.23,413.23,476.36,477.46,485.13,421.74,416.37,414.51,414.86,420.38,444.63,453.05,Upgrade
Total Assets,816.03,791.51,820.57,860.03,845.63,852.64,806.5,770.59,772.73,752.98,739.62,747.34,781.67,760.01,775.49,794.24,804.25,701.44,731.49,752.77,819.9,787.94,818.35,790.27,784.34,735.86,765.83,781.86,755.19,783.41,854.19,870.88,859.63,789.32,808.33,798.34,779.76,790.06,846.11,841.95,Upgrade
Accounts Payable,46.78,50.85,42.18,44.74,43.14,48.47,38.66,40.79,39.72,41.54,33.59,31.45,33.34,34.38,31.18,31.97,34.95,37.83,33.88,40.94,41.98,49.3,49.67,50.52,50.58,51.99,47.63,44.99,39.13,44.62,45.85,49.72,48.6,48.6,47.66,38.07,41.96,50.94,46.46,47.72,Upgrade
Deferred Revenue,57.55,54.02,54.59,53.97,56.06,55.91,54.58,52.29,54.18,51.37,51.05,51.72,55.31,52.37,52.85,53.68,54.42,52.67,55.75,57.72,61.27,60.31,61.43,62.86,65.32,63.34,68.41,69.07,70.37,73.14,73.79,72.42,76.85,71.76,78.74,75.04,74.72,76.84,82.12,80.94,Upgrade
Current Debt,63.42,49.96,61.05,63.71,55.85,35.94,27.61,37.28,36.05,34.58,35,69.95,69.1,59.31,63.69,66.35,63.26,23.28,32.26,30.01,25.1,25.21,4,5.93,6.69,1.01,9.33,21.13,24.89,21.92,8.37,5.21,13.86,2.77,47.18,49.95,84.67,35.88,33.6,21.97,Upgrade
Other Current Liabilities,118.55,124.66,122.87,135.06,126.21,163.54,128.43,101.88,105.24,115.3,101.84,81.53,80.64,90.21,97.07,92.99,89.85,111.52,118.73,107.35,115.35,121.77,118.45,102.19,99.33,113.94,123.35,120.78,109.83,118.67,130.34,130.27,121.15,136.44,127.43,130.68,116.19,153.73,168.5,168.11,Upgrade
Total Current Liabilities,286.29,279.49,280.69,297.48,281.26,303.86,249.28,232.23,235.2,242.79,221.48,234.65,238.38,236.27,244.79,244.99,242.48,225.31,240.63,236.02,243.7,256.59,233.55,221.49,221.91,230.29,248.73,255.97,244.21,258.35,258.36,257.62,260.46,259.56,301.01,293.74,317.54,317.39,330.68,318.74,Upgrade
Long-Term Debt,295.34,296.44,306.24,304.32,286.97,252.72,228.35,210.35,209.22,204.99,216.65,248.76,282.79,235.47,234.13,253.61,265.55,167.13,180.68,195.12,242.2,200.46,246.08,241.2,237.27,187,205.25,216.94,214.26,225.37,250.52,249.45,231.77,154.05,141.2,141.37,101.57,101.77,151.93,151.94,Upgrade
Other Long-Term Liabilities,92.58,92.2,72.31,73.72,81.93,84.66,109.16,112.46,125.76,118.28,119.21,114.31,116.7,125.71,129.54,131.24,129.71,133.56,119.46,134.42,139.16,143.92,146.67,151.58,157.96,159.31,162.46,167.44,170.63,175.34,168.49,182.7,189.81,196.36,137.36,143.38,155.63,163.36,188.53,201.36,Upgrade
Total Long-Term Liabilities,387.91,388.64,378.54,378.04,368.9,337.39,337.51,322.81,334.98,323.26,335.86,363.06,399.49,361.18,363.67,384.85,395.26,300.69,300.14,329.54,381.37,344.38,392.75,392.78,395.24,346.31,367.71,384.39,384.89,400.71,419.01,432.15,421.58,350.41,278.56,284.76,257.2,265.13,340.46,353.3,Upgrade
Total Liabilities,674.2,668.13,659.24,675.52,650.16,641.24,586.79,555.04,570.18,566.06,557.34,597.72,637.87,597.45,608.46,629.84,637.74,526,540.77,565.56,625.07,600.97,626.31,614.27,617.15,576.6,616.44,640.36,629.1,659.06,677.37,689.77,682.04,609.97,579.57,578.49,574.73,582.53,671.15,672.03,Upgrade
Total Debt,358.76,346.4,367.29,368.03,342.82,288.67,255.96,247.62,245.27,239.57,251.64,318.71,351.89,294.78,297.82,319.96,328.81,190.41,212.95,225.13,267.31,225.67,250.08,247.13,243.96,188.01,214.58,238.07,239.14,247.28,258.89,254.65,245.63,156.81,188.38,191.32,186.24,137.65,185.53,173.9,Upgrade
Debt Growth,4.65%,20.00%,43.49%,48.63%,39.77%,20.49%,1.72%,-22.30%,-30.30%,-18.73%,-15.51%,-0.39%,7.02%,54.81%,39.86%,42.12%,23.01%,-15.63%,-14.85%,-8.90%,9.57%,20.03%,16.54%,3.80%,2.01%,-23.97%,-17.12%,-6.51%,-2.64%,57.69%,37.43%,33.10%,31.89%,13.92%,1.53%,10.02%,-9.20%,-17.28%,-17.67%,-24.75%,Upgrade
Common Stock,127.87,126.77,126.77,125.83,125.48,126.04,126.78,123.97,122.02,120.55,119.49,118.1,116.98,116.67,115.86,114.23,111.97,114.13,113.91,111.72,109.62,109.11,108.9,107.41,105.03,104.09,102.89,100.64,98.99,97.16,96.85,95.51,94.2,93.8,95.62,93.63,92.12,93.85,92.55,91.51,Upgrade
Retained Earnings,220.85,213.09,230.09,248.13,254.48,266.37,279.27,274.03,267.07,265.25,258.5,236.23,231.93,249.55,260.62,258.33,261.81,273.61,265.99,261.89,267.68,269.69,276.3,270.22,266.48,261.56,257.2,249.66,244.42,239.16,294.19,301.25,300.58,301.09,301.35,294.84,288.11,285.17,278.31,268.35,Upgrade
Comprehensive Income,-205.5,-215.32,-193.97,-188.57,-183.73,-180.44,-185.66,-182.24,-186.27,-198.86,-195,-208.84,-207.88,-206.91,-212.12,-211.63,-211.37,-216.45,-194.02,-191.57,-187.54,-196.48,-197.28,-206.03,-208.3,-211.77,-215.84,-213.82,-222.29,-222.63,-226.05,-227.69,-229.4,-221.96,-174.83,-175.44,-181.72,-179.21,-203.4,-197.6,Upgrade
Shareholders' Equity,143.21,124.54,162.88,185.39,196.23,211.97,220.4,215.76,202.82,186.94,183,145.5,141.03,159.32,164.36,160.92,162.41,171.29,185.88,182.04,189.77,182.32,187.92,171.61,163.21,153.88,144.25,136.48,121.11,113.69,165,169.08,165.38,172.94,222.14,213.02,198.5,199.81,167.46,162.26,Upgrade
Total Liabilities and Equity,817.41,792.67,822.12,860.91,846.39,853.21,807.19,770.8,773,753,740.33,743.21,778.9,756.76,772.82,790.76,800.15,697.28,726.65,747.6,814.84,783.29,814.23,785.88,780.35,730.48,760.69,776.84,750.21,772.75,842.36,858.84,847.42,782.9,801.71,791.52,773.24,782.33,838.6,834.29,Upgrade
