Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+19 Quarters
Cash & Equivalents,434.51,433.19,386.69,366.32,405.48,506.63,214.77,333.75,243.53,258.96,176.93,178.15,203,176.39,112.22,145.2,166.36,141.88,59.89,78.76,66.93,70.91,97.55,103.63,94.85,93.15,76.48,47.87,67.66,72.41,60.69,64.17,50.1,64.26,63.08,54.42,72.51,71.65,85.1,92.17,Upgrade
Cash & Cash Equivalents,434.51,433.19,386.69,366.32,405.48,506.63,214.77,333.75,243.53,258.96,176.93,178.15,203,176.39,112.22,145.2,166.36,141.88,59.89,78.76,66.93,70.91,97.55,103.63,94.85,93.15,76.48,47.87,67.66,72.41,60.69,64.17,50.1,64.26,63.08,54.42,72.51,71.65,85.1,92.17,Upgrade
Cash Growth,7.16%,-14.50%,80.05%,9.76%,66.50%,95.64%,21.39%,87.35%,19.96%,46.81%,57.67%,22.69%,22.03%,24.33%,87.36%,84.36%,148.57%,100.08%,-38.60%,-24.00%,-29.44%,-23.87%,27.55%,116.50%,40.19%,28.65%,26.01%,-25.40%,35.03%,12.68%,-3.78%,17.92%,-30.90%,-10.32%,-25.88%,-40.96%,-28.69%,-26.31%,39.83%,33.13%,Upgrade
"Property, Plant & Equipment",23.77,21.8,19.05,19.06,9.41,11.35,6.43,8.67,10.01,11.42,12.93,14.59,15.55,16.83,18.1,19.42,20.4,3.63,2.72,2.91,3.02,3.23,3.3,3.38,3.57,3.83,4.18,4.91,6.78,10.35,15.37,18.48,17.16,21.21,22.32,21.72,32.28,37.79,24.99,7.73,Upgrade
Total Assets,"2,375.3","2,387.81","2,252.33","2,116.45","1,921.64","1,943.86","1,482.94","1,419.85","1,199.5","1,207.21","1,040.58",944.25,971.88,936.27,791.95,710.36,636.23,582.61,461.01,458.74,432.91,425.61,429.07,399.65,371.12,362.55,335.83,300.31,279.32,280.73,271.02,271.93,249.77,268.36,302.4,299.25,337.93,352.24,356.94,351.43,Upgrade
Accounts Payable,42.01,44.33,43.49,46.97,50.91,42.29,38.63,38.66,41.15,41.73,33.99,34.17,36.2,41.62,73.61,86.31,108.84,105.77,107.25,109.67,114.71,115.74,114.88,112.4,91.03,86.77,76.31,60.54,57.62,51.72,44.69,40.4,36.35,39.97,32.73,36.37,41.6,48.63,43.13,34.73,Upgrade
Deferred Revenue,-18.21,-16.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40.62,-36.84,-36.1,0,-35.88,-31.35,-25.23,-23.64,-21.22,0,0,-16.72,0,0,0,0,0,0,0,0,0,0,Upgrade
Total Liabilities,"1,890.53","1,922.82","1,806.19","1,687.44","1,508.59","1,516.71","1,081.42","1,063.93",942.28,991.35,845.63,783.63,830.01,846.88,789.67,718.92,652.21,604.74,508.75,491.07,475.86,461.74,445.93,400.99,364.11,356.77,328.43,284.17,263.71,269.78,258.39,259.73,239.48,260.91,328.76,319.27,347.52,351.08,360.31,347.02,Upgrade
Total Debt,"1,779.68","1,817.8","1,708.09","1,592.77","1,414.59","1,426.66","1,004.77",988.07,867.56,923.69,789.95,737.69,786.82,799.48,710.07,630.11,543.07,498.72,401.49,376.95,351.69,336.87,319.99,276.86,256.88,254.23,234.31,201.14,183.81,195.75,193.09,197.74,182.4,200.01,237.33,225.11,248.8,247.2,254.48,251.26,Upgrade
Debt Growth,25.81%,27.42%,70.00%,61.20%,63.05%,54.45%,27.19%,33.94%,10.26%,15.54%,11.25%,17.07%,44.88%,60.31%,76.86%,67.16%,54.42%,48.04%,25.47%,36.15%,36.91%,32.50%,36.57%,37.65%,39.75%,29.87%,21.35%,1.72%,0.78%,-2.13%,-18.64%,-12.16%,-26.69%,-19.09%,-6.74%,-10.41%,-5.11%,-5.73%,-12.33%,-22.94%,Upgrade
