Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+69 Quarters
Cash & Equivalents,142.48,224.9,316.76,422.15,492.3,558.33,580.2,503.73,433.34,350.21,314.45,271.64,168.15,118.85,143.02,170.84,174.59,161.74,148.86,156.83,169.41,166.21,148.19,132.44,148.04,135.47,108.94,89.17,110.03,93.6,92.29,76.17,82.09,70.36,72.35,63.97,70.24,66.24,94.5,82.55,Upgrade
Cash & Cash Equivalents,142.48,224.9,316.76,422.15,492.3,558.33,580.2,503.73,433.34,350.21,314.45,271.64,168.15,118.85,143.02,170.84,174.59,161.74,148.86,156.83,169.41,166.21,148.19,132.44,148.04,135.47,108.94,89.17,110.03,93.6,92.29,76.17,82.09,70.36,72.35,63.97,70.24,66.24,94.5,82.55,Upgrade
Cash Growth,-71.06%,-59.72%,-45.41%,-16.19%,13.61%,59.43%,84.51%,85.44%,157.71%,194.67%,119.87%,59.01%,-3.69%,-26.52%,-3.93%,8.93%,3.06%,-2.69%,0.46%,18.41%,14.43%,22.69%,36.03%,48.52%,34.55%,44.73%,18.04%,17.07%,34.03%,33.04%,27.55%,19.08%,16.87%,6.22%,-23.43%,-22.51%,-18.13%,-22.84%,-2.25%,-11.23%,Upgrade
"Property, Plant & Equipment",23.59,23.62,23.88,24.21,24.01,24.31,24.65,24.88,25.2,25.27,25.62,25.78,25.83,25.41,22.83,23.09,22.85,22.88,18.95,18.52,18.05,18.31,18.42,18.47,18.01,17.82,16.16,16.22,16.36,16.59,16.85,17.08,17.42,17.57,17.68,17.87,17.79,17.91,17.76,18.04,Upgrade
Goodwill and Intangibles,15.94,16.01,16.08,16.16,16.24,16.32,16.4,16.49,16.58,16.67,16.76,16.86,16.96,17.06,17.16,19.65,19.72,19.33,5.65,7.63,7.56,7.52,7.48,7.43,7.36,7.36,7.22,7.17,7.14,7.13,7.13,7.12,7.13,7.2,7.33,7.49,7.67,7.88,8.04,8.13,Upgrade
Total Assets,"1,786.62","1,835.54","1,860.51","1,887.8","1,877.47","1,831.28","1,792.18","1,740.46","1,699.24","1,588.41","1,565.98","1,521.64","1,323.1","1,270.54","1,247.13","1,247.31","1,240.57","1,200.32","1,018.29","1,006.38","1,001.2",993.9,952.02,931.01,946.68,923.75,891.39,858.14,851.96,837.38,815.82,789.79,776.27,749.92,745.57,727.63,732.42,727.93,745.65,732.78,Upgrade
Total Liabilities,"1,558.96","1,612","1,641.94","1,673.48","1,665.2","1,620.9","1,585.28","1,536.97","1,500.7","1,395.08","1,378.35","1,338.84","1,145.09","1,094.89","1,076.07","1,081.04","1,078.23","1,043.41",893.63,885.49,883.36,879.78,841.02,822.39,841.85,824.12,794.55,763.69,759.7,746.33,726.63,702.5,690.85,665.65,662.79,646.3,652.39,648.85,655.96,643.54,Upgrade
Total Debt,1.94,2,2.07,2.14,2.21,7.29,7.36,7.43,12.5,12.57,12.63,12.7,12.76,2.82,0,0,0,0,0,0,0,0,0,0,30,30,30,45,45,45,45,45,45,45,45,45,45,45,45,45,Upgrade
Debt Growth,-12.44%,-72.53%,-71.93%,-71.27%,-82.32%,-42.02%,-41.73%,-41.46%,-2.04%,345.09%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-33.33%,-33.33%,-33.33%,-,-,-,-,-,-,-,-,-,-1.21%,-1.37%,-1.86%,-1.80%,Upgrade
Common Stock,37.98,38.88,38.75,39.59,40.99,42.44,42.67,42.62,42.95,42.48,42.4,42.35,42.26,43.25,43.03,43.4,43.35,42.88,14.26,13.96,13.63,13.21,12.89,12.76,12.46,9.59,9.3,9.09,8.91,9.54,9.37,9.96,9.83,9.72,9.58,9.45,9.34,9.23,21.05,20.92,Upgrade
Retained Earnings,190.18,185.41,180.54,175.3,171.39,167.9,164.17,160.74,155.47,150.8,145.17,140.48,135.93,132.55,127.99,122.9,119.03,114.17,110.53,107.07,104.35,101.04,98.24,96.02,92.55,90.23,87.71,85.64,83.64,81.82,80.13,77.67,75.94,74.91,73.53,72.24,71.09,70.21,69,68.67,Upgrade
Comprehensive Income,-0.5,-0.74,-0.72,-0.57,-0.11,0.04,0.06,0.13,0.12,0.04,0.06,-0.02,-0.18,-0.15,0.05,-0.03,-0.05,-0.15,-0.13,-0.13,-0.13,-0.14,-0.12,-0.16,-0.18,-0.19,-0.18,-0.27,-0.29,-0.32,-0.31,-0.34,-0.35,-0.36,-0.34,-0.36,-0.41,-0.35,-0.36,-0.35,Upgrade
