Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+57 Quarters
Cash & Equivalents,63.04,29.09,134.04,109.13,97.4,96.88,167.39,170.06,222.95,69.35,131.78,264.8,58.96,15.66,18.69,19.19,15.31,17.49,16.94,17.97,36.31,15.83,41.88,14.88,29.12,25.84,31.44,27.85,41.09,12.28,25.69,21.74,18.98,25.85,19.69,14.44,32.1,13.22,35.89,15.27,Upgrade
Cash & Cash Equivalents,63.04,29.09,134.04,109.13,97.4,96.88,167.39,170.06,222.95,69.35,131.78,264.8,58.96,15.66,18.69,19.19,15.31,17.49,16.94,17.97,36.31,15.83,41.88,14.88,29.12,25.84,31.44,27.85,41.09,12.28,25.69,21.74,18.98,25.85,19.69,14.44,32.1,13.22,35.89,15.27,Upgrade
Cash Growth,-35.28%,-69.97%,-19.92%,-35.83%,-56.31%,39.70%,27.02%,-35.78%,278.14%,342.74%,605.19%,1279.87%,285.11%,-10.42%,10.29%,6.78%,-57.83%,10.49%,-59.54%,20.80%,24.69%,-38.76%,33.21%,-46.59%,-29.14%,110.50%,22.38%,28.14%,116.46%,-52.51%,30.51%,50.54%,-40.86%,95.57%,-45.14%,-5.42%,54.84%,-39.49%,-21.34%,-33.02%,Upgrade
"Property, Plant & Equipment",40.96,41.04,40.93,40.87,41.53,39.62,38.75,34.77,34.53,34.99,35.88,35.98,27.65,27.86,23.96,22.73,22.62,19.25,16.2,16.19,16.35,16.58,16.9,16.83,17.03,17.16,16.5,16.46,16.52,16.72,16.88,17.03,14.93,14.85,14.59,14.34,14.41,13.6,13.71,13.8,Upgrade
Goodwill and Intangibles,21.07,21.17,21.26,21.36,21.46,21.57,21.68,8.61,8.7,8.79,8.88,8.97,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Total Assets,"2,443.02","2,378.37","2,435.77","2,414.94","2,420.77","2,419.1","2,411.8","1,949.23","1,913.09","1,699.51","1,711.04","1,801.53","1,062.5","1,009.93","1,011.42",997.04,964.22,981.1,949.85,922.6,897.42,863.64,878.27,855.47,852.69,792.94,770.42,756.48,763.38,729.36,729.21,718.56,702.51,676.49,673.89,650.31,654.43,623.83,640.29,615.18,Upgrade
Total Liabilities,"2,267.13","2,215.42","2,289.28","2,252.32","2,245.53","2,207.38","2,206.23","1,777.05","1,749.51","1,532.84","1,549.43","1,644.37",950.36,903.09,906.64,895.61,866.48,887.55,859.8,833.75,809.92,776.25,791.98,771.33,770.49,712.31,688.86,676.08,685.07,653.01,653.58,644.86,628.99,604.27,602.83,580.38,586.58,557.77,578.5,555.27,Upgrade
Total Debt,106.86,31.03,18.37,18.45,21.44,21.57,26.83,7.74,7.83,12.94,13.03,165.85,21.78,59.68,45.71,48.91,32.46,108.41,71.97,48.26,27.35,39.71,36.62,58.16,31.7,4.22,11,7.26,12.77,28.2,6.74,34.26,23.77,13.97,27.23,37.87,28.33,24.64,30.2,32.2,Upgrade
Debt Growth,398.52%,43.86%,-31.51%,138.36%,173.63%,66.73%,105.84%,-95.33%,-64.04%,-78.33%,-71.49%,239.08%,-32.89%,-44.95%,-36.49%,1.36%,18.69%,173.02%,96.52%,-17.03%,-13.73%,840.23%,233.07%,701.31%,148.33%,-85.03%,63.07%,-78.82%,-46.30%,101.90%,-75.23%,-9.53%,-16.08%,-43.31%,-9.84%,17.62%,-4.28%,2.44%,0.43%,33.57%,Upgrade
Common Stock,115.41,114.35,114.1,114.69,114.67,114.11,113.86,78.47,78.22,77.68,77.42,77.16,31.34,30.85,30.63,30.42,30.2,29.72,29.52,29.02,28.82,28.36,28.2,27.57,27.49,27.16,27.07,26.99,26.91,26.7,26.55,26.51,26.46,26.27,25.99,25.95,25.7,25.3,24.81,24.45,Upgrade
Retained Earnings,123.42,119.75,114.66,108.85,103.07,97.44,91.53,88.38,84.2,80.04,76.37,72.8,73.95,72.39,70.72,68.65,66.64,64.94,63.08,61.12,59.26,57.22,56.16,54.72,53.31,52.1,51.03,49.71,48.5,47.46,46.55,45.28,44.16,43.2,42.42,41.39,40.37,39.52,37.64,36.73,Upgrade
Comprehensive Income,-62.94,-71.15,-82.27,-60.92,-42.5,0.18,0.17,5.33,1.16,8.95,7.82,7.2,6.85,3.6,3.44,2.35,0.9,-1.1,-2.54,-1.28,-0.58,1.8,1.92,1.85,1.4,1.38,3.46,3.7,2.9,2.19,2.53,1.91,2.9,2.74,2.65,2.59,1.77,1.24,-0.65,-1.28,Upgrade
Shareholders' Equity,175.89,162.95,146.49,162.62,175.24,211.73,205.57,172.19,163.58,166.67,161.61,157.16,112.14,106.84,104.79,101.43,97.74,93.56,90.05,88.85,87.5,87.38,86.28,84.14,82.19,80.63,81.56,80.4,78.31,76.35,75.63,73.7,73.52,72.22,71.06,69.93,67.85,66.06,61.8,59.9,Upgrade
Total Liabilities and Equity,"2,443.02","2,378.37","2,435.77","2,414.94","2,420.77","2,419.1","2,411.8","1,949.23","1,913.09","1,699.51","1,711.04","1,801.53","1,062.5","1,009.93","1,011.42",997.04,964.22,981.1,949.85,922.6,897.42,863.64,878.27,855.47,852.69,792.94,770.42,756.48,763.38,729.36,729.21,718.56,702.51,676.49,673.89,650.31,654.43,623.83,640.29,615.18,Upgrade
Net Cash / Debt,-43.83,-1.94,115.67,90.68,75.97,75.31,140.56,162.32,215.12,56.41,118.75,98.95,37.18,-44.02,-27.02,-29.72,-17.15,-90.92,-55.03,-30.29,8.96,-23.88,5.26,-43.28,-2.58,21.62,20.44,20.6,28.33,-15.93,18.95,-12.53,-4.79,11.88,-7.54,-23.43,3.77,-11.42,5.69,-16.93,Upgrade
Net Cash / Debt Growth,-,-,-17.71%,-44.14%,-64.69%,33.50%,18.37%,64.04%,478.65%,-,-,-,-,-,-,-,-,-,-,-,-,-,-74.29%,-,-,-,7.90%,-,-,-,-,-,-,-,-,-,-,-,-63.43%,-,Upgrade
Book Value Per Share,31.11,28.94,26.01,28.74,30.97,37.50,36.42,34.47,32.75,33.48,32.47,41.37,29.53,28.25,27.71,26.82,25.85,24.89,24.00,23.68,23.32,23.43,23.28,22.71,22.20,21.91,22.16,21.85,21.28,20.86,20.67,20.14,20.09,19.90,19.58,19.33,18.84,18.57,17.48,17.05,Upgrade
