Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Cash & Equivalents,0.96,0.51,0.71,0.88,0.98,0.33,-,0.5
Short-Term Investments,8.97,128.43,127.88,127.76,0,0,-,0
Cash & Cash Equivalents,9.93,128.94,128.58,128.64,0.98,0.33,0,0.5
Cash Growth,915.89%,39408.14%,-,25624.15%,-,-,-,-
Other Current Assets,0.08,0.18,0.24,0.32,0.38,0.08,-,0.04
Total Current Assets,10.01,129.12,128.82,128.95,1.35,0.4,-,0.54
Long-Term Investments,0,0,0,0,127.77,0,-,0
Total Long-Term Assets,0,0,0,0,127.77,0,-,0
Total Assets,10.01,129.12,128.82,128.95,129.12,0.4,-,0.54
Accounts Payable,0,0,0,0,0,0,-,0
Current Debt,1.77,0.5,0.5,0.5,0.5,0,-,0
Other Current Liabilities,0.6,0.53,0.06,0.04,0.02,0,-,0.04
Total Current Liabilities,2.37,1.03,0.56,0.54,0.52,0,-,0.04
Long-Term Debt,0,0,0,0,0,0.5,-,0.5
Other Long-Term Liabilities,4.43,4.43,4.43,4.43,4.43,0.01,-,0.01
Total Long-Term Liabilities,4.43,4.43,4.43,4.43,4.43,0.51,-,0.51
Total Liabilities,6.8,5.45,4.99,4.96,4.95,0.51,-,0.55
Total Debt,1.77,0.5,0.5,0.5,0.5,0.5,-,0.5
Debt Growth,253.00%,-,-,-,-,-,-,-
Common Stock,0,0,0,0,0,0.05,-,0.05
Retained Earnings,-5.75,-4.56,-3.93,-3.78,-3.59,-0.15,-,-0.06
Shareholders' Equity,-5.75,-4.56,-3.93,-3.78,-3.59,-0.1,-,-0.01
Total Liabilities and Equity,1.04,0.89,1.06,1.19,1.36,0.4,-,0.54
Net Cash / Debt,8.16,128.44,128.08,128.14,0.48,-0.17,0,0
Net Cash / Debt Growth,1610.45%,-,-,191250595.52%,-,-,-,-
Net Cash Per Share,2.83,7.82,7.79,14.66,0.15,-0.05,-,0.00
Working Capital,7.64,128.1,128.26,128.42,0.83,0.4,-,0.5
Book Value Per Share,-2.00,-0.28,-0.24,-0.43,-1.14,-0.03,-,-0.00
