Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+94 Quarters
Cash & Equivalents,216.57,164.32,166.95,172.08,225.81,166.21,192.45,"1,010.49",464.43,109.36,203.27,143.66,88.78,86.34,68.36,56.91,152.85,137.62,205.72,157.4,222.07,128.22,150.82,163.28,147.44,112.2,126.25,151.16,91.45,66.36,86.21,89.85,105.07,83.27,83.53,82.26,74.36,63.43,77.35,65.93,Upgrade
Short-Term Investments,53.79,53.7,53.93,54.91,55.72,57.32,58.54,59.74,60.86,62.15,67.58,64.92,66.32,72.9,74.26,75.77,76.94,78.13,79.16,87.69,89.74,92.34,94.51,96.69,98.87,90.53,94.58,100.57,90.49,104.34,101.34,101.91,105.52,107.84,110.35,113.88,112.73,114.72,118.21,121.6,Upgrade
Cash & Cash Equivalents,270.36,218.01,220.88,226.99,281.53,223.53,250.99,"1,070.23",525.29,171.51,270.85,208.58,155.09,159.24,142.62,132.68,229.79,215.75,284.87,245.09,311.81,220.56,245.32,259.98,246.31,202.73,220.83,251.73,181.94,170.7,187.56,191.76,210.6,191.11,193.88,196.14,187.1,178.14,195.56,187.53,Upgrade
Cash Growth,-3.97%,-2.47%,-12.00%,-78.79%,-46.40%,30.33%,-7.33%,413.11%,238.69%,7.71%,89.91%,57.20%,-32.51%,-26.19%,-49.94%,-45.86%,-26.30%,-2.18%,16.12%,-5.73%,26.59%,8.80%,11.09%,3.28%,35.38%,18.76%,17.74%,31.27%,-13.61%,-10.68%,-3.26%,-2.23%,12.56%,7.28%,-0.86%,4.59%,-30.99%,-31.74%,-3.09%,-26.17%,Upgrade
Other Current Assets,0,0,0,0,0,0,-250.99,"-1,070.23",-525.29,-171.51,-270.85,-208.58,-155.09,-159.24,-142.62,-132.68,-229.79,-215.75,-284.87,-245.09,-311.81,-220.56,-245.32,-259.98,-246.31,-202.73,-220.83,-251.73,-181.94,-170.7,-187.56,-191.76,-210.6,-191.11,-193.88,-196.14,-187.1,-178.14,-195.56,-187.53,Upgrade
Total Current Assets,270.36,218.01,220.88,226.99,281.53,223.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
"Property, Plant & Equipment",26.97,27.33,9.1,9.61,9.49,9.98,10.55,11.27,11.91,12.54,9.37,9.67,9.81,10.39,10.78,5.58,5.79,6.11,6.31,6.59,6.76,7.06,7.27,6.94,7,7.18,7.45,7.8,8.1,8.46,8.46,8.25,8.1,8.49,8.78,9.14,9.21,9.62,9.83,10.08,Upgrade
Long-Term Investments,60.59,60.36,60.54,61.71,62.68,64.52,65.77,66.97,68.06,69.42,74.85,72.16,73.48,79.93,81.28,82.71,83.76,84.84,85.78,87.69,89.74,92.34,94.51,96.69,98.87,90.53,94.58,100.57,90.49,104.34,101.34,101.91,105.52,107.84,110.35,113.88,112.73,114.72,118.21,121.6,Upgrade
Intangible Assets,1.65,1.86,1.14,1.29,1.7,1.65,1.91,2.06,2.15,2.04,2.32,2.11,2.12,2.64,2.94,3.29,3.49,3.58,3.77,3.84,3.97,4.09,4.15,4.15,1.41,1.51,1.62,1.73,1.84,1.95,2.08,2.21,2.34,2.47,2.63,2.8,2.96,3.12,3.33,3.54,Upgrade
Total Long-Term Assets,89.21,89.56,70.78,72.6,73.87,76.14,78.23,80.3,82.12,84,86.54,83.94,85.41,92.96,95,91.58,93.03,94.54,95.86,98.12,100.48,103.49,105.93,107.78,107.28,99.23,103.66,110.11,100.43,114.75,111.88,112.37,115.96,118.8,121.76,125.81,124.91,127.47,131.37,135.22,Upgrade
Total Assets,"2,866.48","2,809.42","1,742.94","1,582.76","1,566.12","1,459.96","1,382.55","2,174.4","1,714.72","1,234.09","1,256.78","1,257.64","1,231.46","1,207.42","1,123.05","1,153.86","1,231.4","1,194.13","1,213.72","1,157.74","1,166.14","1,034.45","1,049.64","1,076.87","1,027.05","1,012.66",985.57,986.15,922.69,894.1,858.25,850.83,832.93,810.04,782.29,761.93,750.89,732.63,724.96,670.64,Upgrade
Current Debt,132,0,0,0,0,0,0,0,0,0,0,12.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,2.43,2.48,2.35,2.86,2.78,3.8,2.98,2.59,2.47,1.97,0.63,Upgrade
Total Current Liabilities,132,0,0,0,0,0,0,0,0,0,0,12.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,2.43,2.48,2.35,2.86,2.78,3.8,2.98,2.59,2.47,1.97,0.63,Upgrade
Long-Term Debt,277.32,280.9,139.04,19.45,19.86,20.27,20.67,36.11,144.6,36.79,34.16,46.88,34.76,80.08,35.4,30.15,39.61,39.59,39.58,39.56,39.55,39.53,44.52,44.5,44.5,44.5,54.51,54.53,40.06,40.11,40.15,40.18,40.21,45.24,52.77,52.82,52.88,52.93,52.99,38.05,Upgrade
Other Long-Term Liabilities,-145.32,-280.9,-139.04,-19.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Total Long-Term Liabilities,132,0,0,0,19.86,20.27,20.67,36.11,144.6,36.79,34.16,46.88,34.76,80.08,35.4,30.15,39.61,39.59,39.58,39.56,39.55,39.53,44.52,44.5,44.5,44.5,54.51,54.53,40.06,40.11,40.15,40.18,40.21,45.24,52.77,52.82,52.88,52.93,52.99,38.05,Upgrade
Total Liabilities,"2,582.61","2,545.99","1,490.78","1,334.44","1,318.65","1,220.72","1,143.04","1,942.01","1,497.86","1,052.13","1,084.23","1,092.9","1,071.93","1,044.02",964.95,"1,000.28","1,078.21","1,045.64","1,070.33","1,019.31","1,032.36",904.44,922.93,954.08,908.37,897.72,874.02,869.56,808.16,779.49,744.55,737.99,720.44,699.11,669.05,649.87,636.89,618.24,611.11,556.84,Upgrade
Total Debt,409.32,280.9,139.04,19.45,19.86,20.27,20.67,36.11,144.6,36.79,34.16,59.32,34.76,80.08,35.4,30.15,39.61,39.59,39.58,39.56,39.55,39.53,44.52,44.5,44.5,44.5,54.51,54.53,42.82,42.53,42.62,42.53,43.07,48.01,56.57,55.81,55.46,55.4,54.96,38.67,Upgrade
Debt Growth,1960.82%,1286.08%,572.73%,-46.14%,-86.26%,-44.92%,-39.49%,-39.12%,316.00%,-54.06%,-3.50%,96.72%,-12.25%,102.25%,-10.57%,-23.79%,0.16%,0.16%,-11.09%,-11.10%,-11.13%,-11.16%,-18.32%,-18.39%,3.93%,4.62%,27.87%,28.22%,-0.59%,-11.42%,-24.66%,-23.79%,-22.34%,-13.34%,2.93%,44.31%,21.93%,1.10%,2.10%,-29.27%,Upgrade
Common Stock,7.67,7.51,7.48,7.44,7.73,7.82,8.17,8.15,8.35,8.35,8.19,8.2,8.63,9.05,9.04,9.04,9.04,9.05,9.05,8.94,8.93,8.94,8.89,8.83,8.82,8.83,8.83,9.32,9.33,9.52,9.59,9.59,9.82,9.85,10.25,10.14,10.43,10.43,10.43,10.45,Upgrade
Retained Earnings,234.86,222.42,211.19,202.98,192.76,182.25,170.93,161.13,139.84,105.77,97.67,89.96,78.82,77.04,72.27,67.58,68.27,63.54,58.5,54.24,49.98,45.86,42.64,38.14,34.2,30.83,27.82,26.16,24.06,22.34,20.69,19.03,16.97,15.31,13.84,12.29,11.86,12.36,11.9,12.52,Upgrade
Comprehensive Income,-0.63,-0.92,-1.03,-0.85,-1.18,-1.27,-1.23,-1.31,-1.06,-1.65,-1.77,-1.72,-1.63,-1.07,-1.44,-1.14,-1.86,-1.55,-1.23,-1.76,-2.05,-1.6,-1.53,-1.63,-1.59,-1.77,-1.86,-1.91,-1.84,-1.77,-1.52,-1.29,-1.65,-1.64,-1.65,-1.28,-1.65,-1.64,-1.57,-1.91,Upgrade
