Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-06
Cash & Equivalents,1.01,1.11,1.3,1.31,1.55,1.6,1.65,0.09,0
Cash & Cash Equivalents,1.01,1.11,1.3,1.31,1.55,1.6,1.65,0.09,0
Cash Growth,-34.91%,-30.55%,-21.40%,1398.93%,-,-,-,-,-
Other Current Assets,0.2,0.29,0.37,0.44,0.38,0.39,0.72,-,-
Total Current Assets,1.21,1.4,1.66,1.75,1.93,1.98,2.37,-,-
Long-Term Investments,220.29,217.98,216.16,215.19,214.9,214.88,214.87,-,-
Other Long-Term Assets,0,0,0,0.05,0.14,0.23,0,-,-
Total Long-Term Assets,220.29,217.98,216.16,215.23,215.04,215.11,214.87,-,-
Total Assets,221.5,219.37,217.82,216.99,216.97,217.09,217.24,0.51,0.09
Accounts Payable,0.59,0.45,0.44,0.31,0.3,0.13,0.08,0,0
Current Debt,0,0,0,0,0,0,0,0.17,0
Other Current Liabilities,0,0,0,0,7.52,0,0,0.34,0.08
Total Current Liabilities,0.59,0.45,0.44,0.31,7.82,0.13,0.08,0.51,0.08
Other Long-Term Liabilities,7.52,7.52,7.52,7.52,0,7.52,7.52,0,0
Total Long-Term Liabilities,7.52,7.52,7.52,7.52,0,7.52,7.52,0,0
Total Liabilities,8.11,7.97,7.96,7.83,7.82,7.65,7.6,0.51,0.08
Total Debt,0,0,0,0,0,0,0,0.17,0
Common Stock,0,0,0,0,0,0,0,0.03,0.03
Retained Earnings,-6.9,-6.57,-6.3,-6.04,-5.72,-5.43,-5.23,-0.02,-0.01
Shareholders' Equity,-6.9,-6.57,-6.3,-6.04,-5.72,-5.43,-5.23,0.01,0.01
Total Liabilities and Equity,1.21,1.4,1.66,1.8,2.1,2.22,2.37,0.51,0.09
Net Cash / Debt,1.01,1.11,1.3,1.31,1.55,1.6,1.65,-0.08,0
Net Cash / Debt Growth,-34.91%,-30.55%,-21.40%,-,-,-,-,-,-
Net Cash Per Share,0.04,0.04,0.05,0.05,0.06,0.11,0.12,-0.02,-
Working Capital,0.62,0.95,1.22,1.44,-5.89,1.85,2.29,-,-
Book Value Per Share,-0.26,-0.24,-0.23,-0.23,-0.21,-0.38,-0.37,0.00,-
