Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Cash & Equivalents,0.04,0.12,0.15,0.1,0.22,0.48,1.28,1.35,0
Cash & Cash Equivalents,0.04,0.12,0.15,0.1,0.22,0.48,1.28,1.35,0
Cash Growth,-83.10%,-75.50%,-88.48%,-92.70%,-,-,-,-,-
Other Current Assets,0.03,0.16,0.28,0.34,0.4,0.54,0.65,0.76,0
Total Current Assets,0.07,0.28,0.43,0.44,0.63,1.02,1.93,2.1,0
Long-Term Investments,314.52,311.89,310.28,310.05,310.04,310.04,310.03,310.02,0
Other Long-Term Assets,0,0,0,0,0.03,0,0,0,0.23
Total Long-Term Assets,314.52,311.89,310.28,310.05,310.07,310.04,310.03,310.02,0.23
Total Assets,314.59,312.17,310.71,310.49,310.7,311.06,311.97,312.12,0.23
Accounts Payable,0.97,0,0,0,0.71,0,0,0,0
Current Debt,0.26,0.26,0.23,0,0,0,0.7,0.7,0
Other Current Liabilities,0,0.94,0.85,0.72,0,0.8,0.11,0.04,0.2
Total Current Liabilities,1.23,1.2,1.07,0.72,0.71,0.8,0.81,0.74,0.21
Other Long-Term Liabilities,11.32,11.57,13.08,16.09,20.83,21.56,25.14,20.98,0
Total Long-Term Liabilities,11.32,11.57,13.08,16.09,20.83,21.56,25.14,20.98,0
Total Liabilities,12.56,12.77,14.16,16.81,21.54,22.36,25.95,21.71,0.21
Total Debt,0.26,0.26,0.23,0,0,0,0.7,0.7,0
Debt Growth,-,-,-67.44%,-,-,-,-,-,-
Common Stock,0,0,0,0,0,0,0,-11.98,0.03
Retained Earnings,-12.49,-12.49,-13.73,-16.33,-20.85,-21.3,5,16.98,-0
Shareholders' Equity,-12.49,-12.49,-13.73,-16.33,-20.84,-21.3,5,5,0.02
Total Liabilities and Equity,0.07,0.28,0.43,0.49,0.7,1.06,30.95,26.71,0.23
Net Cash / Debt,-0.22,-0.14,-0.08,0.1,0.22,0.48,0.58,0.65,-0
Net Cash / Debt Growth,-,-,-,-84.79%,-,-,-,-,-
Net Cash Per Share,-0.01,-0.00,-0.00,0.00,0.01,0.01,0.02,0.02,-0.00
Working Capital,-1.16,-0.92,-0.65,-0.29,-0.08,0.22,1.12,1.36,-0.21
Book Value Per Share,-0.32,-0.32,-0.35,-0.42,-0.54,-0.55,0.13,0.17,0.00
