Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+70 Quarters
Cash & Equivalents,366.57,332.91,249.76,419.26,489.9,304.96,185.91,190.95,192.77,296.68,388.81,371.39,369.53,169.06,171.75,225.18,262.51,155.04,267,191.89,177.49,99.85,250.7,127.91,427.07,155.41,274.74,300.97,249.9,181.12,384.54,215.77,232.62,215.09,261.13,359.8,314.33,350.13,518.42,631.8,Upgrade
Cash & Cash Equivalents,366.57,332.91,249.76,419.26,489.9,304.96,185.91,190.95,192.77,296.68,388.81,371.39,369.53,169.06,171.75,225.18,262.51,155.04,267,191.89,177.49,99.85,250.7,127.91,427.07,155.41,274.74,300.97,249.9,181.12,384.54,215.77,232.62,215.09,261.13,359.8,314.33,350.13,518.42,631.8,Upgrade
Cash Growth,-25.17%,9.17%,34.34%,119.56%,154.14%,2.79%,-52.18%,-48.58%,-47.83%,75.49%,126.38%,64.93%,40.77%,9.04%,-35.67%,17.35%,47.90%,55.27%,6.50%,50.03%,-58.44%,-35.75%,-8.75%,-57.50%,70.90%,-14.20%,-28.55%,39.49%,7.43%,-15.79%,47.26%,-40.03%,-25.99%,-38.57%,-49.63%,-43.05%,-80.78%,-65.93%,-29.02%,12.19%,Upgrade
Receivables,57.52,76.08,57.87,57.86,57.54,92.82,56.91,57.34,55.71,56.71,55.03,55.38,55.13,57.11,53.38,74.4,54.67,58.04,54.75,59.51,56.42,57.92,58.58,57.5,57.04,57.36,52.05,51.38,51.04,51.79,56.04,258.93,230.31,202.99,179.96,100.71,101.44,111.34,79.64,76.75,Upgrade
"Property, Plant & Equipment",40.58,41.42,44.21,45.07,45.18,45.61,45.3,45.48,46.02,47.14,47.55,47.74,49.01,50.12,50.54,51.61,50.39,51.73,50.06,49.46,48.38,44.94,43.16,42.21,38.31,36.09,32.01,30.8,31.05,30.1,29.27,28.93,28.57,28.69,28.58,28.34,28.65,26.19,26.41,26.57,Upgrade
Total Assets,"6,352.29","6,213.79","6,154.12","6,599.61","6,844.8","7,325.01","7,511.31","7,575.73","7,407.02","7,354.53","7,149.51","6,574.59","6,155.29","6,229.57","6,146.75","6,055.54","5,870.1","5,677.8","5,657.11","5,592.02","5,616.34","5,619.5","5,675.87","5,600.17","5,903.89","5,734.53","5,873.05","5,744.79","5,773.4","5,868.34","6,008.15","5,246.78","5,282.73","5,266.43","5,339.38","5,379.14","5,465","5,601.39","5,857.54","6,043.51",Upgrade
Deferred Revenue,183.47,195.29,207.94,217.74,229.12,241.69,256.52,263.75,273.55,287.1,315.07,343.23,365.41,380.3,392.56,401,404.5,409.99,407.61,406.16,397.69,392.93,370.82,352.01,337.32,329.74,321.33,308.42,289.88,279.97,265.12,244.29,223.05,203.41,185.99,168.2,160.1,154.48,149.37,142.42,Upgrade
Total Liabilities,"1,574.64","1,571.05","1,614.06","2,026.59","2,234.45","2,463.63","2,633.89","2,661.02","2,674.72","2,655.54","2,635.89","2,191.23","1,913.46","1,920.34","1,987.13","2,019.87","2,053.91","2,095.91","2,167.58","2,278.14","2,384.94","2,464.97","2,545.72","2,605.11","3,256.36","3,185.69","3,289.97","3,233.11","3,430","3,632.2","3,859.63","4,008.5","4,097.17","4,229.53","4,354.87","4,447.53","4,624.28","4,856.85","5,154.49","5,362.85",Upgrade
Total Debt,663.18,662.81,662.65,917.91,935.28,"1,146.71","1,244.79","1,244.26","1,243.73","1,243.19","1,242.65",833.32,833.03,832.74,832.45,832.16,831.87,831.59,831.3,831.01,830.72,830.43,830.14,829.86,"1,329.42","1,178.74","1,178.03","1,048.2","1,097.5","1,211.82","1,296.48","1,296.46","1,296.45","1,296.44","1,296.43","1,296.42","1,296.41","1,317.3","1,317.28","1,317.26",Upgrade
Debt Growth,-29.09%,-42.20%,-46.77%,-26.23%,-24.80%,-7.76%,0.17%,49.31%,49.30%,49.29%,49.28%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,0.14%,-37.51%,-29.55%,-29.53%,-20.83%,21.13%,-2.73%,-9.14%,-19.15%,-15.35%,-6.53%,0.00%,0.00%,0.00%,-1.58%,-1.58%,-1.58%,-2.85%,59.77%,61.62%,63.42%,Upgrade
