Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Cash & Equivalents,0.12,0.21,0.57,0.83,0.99,1.12,1.51,1.96,0
Cash & Cash Equivalents,0.12,0.21,0.57,0.83,0.99,1.12,1.51,1.96,0
Cash Growth,-87.35%,-81.22%,-62.44%,-57.59%,-,-,-,-,-
Receivables,0,0,0,0,0,0,0,0,0
Other Current Assets,0.44,0.26,0.38,0.46,0.5,0.73,0.85,0.98,0
Total Current Assets,0.57,0.47,0.94,1.29,1.48,1.85,2.36,2.94,0
Long-Term Investments,404.1,402.06,400.15,400.07,400.03,400.03,400.02,400.01,0
Other Long-Term Assets,0,0,0,0,0.09,0,0,0,0.03
Total Long-Term Assets,404.1,402.06,400.15,400.07,400.12,400.03,400.02,400.01,0.03
Total Assets,404.67,402.53,401.1,401.37,401.6,401.88,402.39,402.95,0.03
Accounts Payable,0.02,0.04,0.04,0.04,0.04,0.07,1.52,0.42,0
Other Current Liabilities,1.42,1.44,1.39,1.42,6.29,4.18,0,0.44,0
Total Current Liabilities,1.43,1.48,1.43,1.46,6.33,4.25,1.52,0.86,0
Other Long-Term Liabilities,14.73,15.38,16.12,21.1,40.65,46.05,42.51,45.73,0
Total Long-Term Liabilities,14.73,15.38,16.12,21.1,40.65,46.05,42.51,45.73,0
Total Liabilities,16.16,16.86,17.55,22.56,46.97,50.3,44.04,46.59,0
Common Stock,0,0,0,0,0,0,0,0,0.03
Retained Earnings,-15.51,-15.75,-16.45,-21.2,-45.37,-48.42,-41.65,-43.64,0
Shareholders' Equity,-15.51,-15.75,-16.45,-21.2,-45.37,-48.42,-41.65,-43.64,0.03
Total Liabilities and Equity,0.65,1.11,1.1,1.37,1.6,1.88,2.39,2.95,0.03
Net Cash / Debt,0.12,0.21,0.57,0.83,0.99,1.12,1.51,1.96,0
Net Cash / Debt Growth,-87.35%,-81.22%,-62.44%,-57.59%,-,-,-,-,-
Net Cash Per Share,0.00,0.00,0.01,0.02,0.02,0.02,0.03,0.10,-
Working Capital,-0.86,-1.01,-0.48,-0.17,-4.84,-2.39,0.84,2.08,0
Book Value Per Share,-0.31,-0.32,-0.33,-0.42,-0.91,-0.97,-0.83,-2.16,0.00
