Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+14 Quarters
Cash & Equivalents,119.1,132.1,132.7,109.74,110.4,140.71,127.92,167.64,62.3,73.43,63.56,50.26,68.43,74.97,88.58,79.61,78.94,77.78,77.13,70.74,105.65,54.19,70.22,88.61,79.64,92.72,178.13,174.91,159.76,210.07,211.99,189.27,151.7,165.28,151.29,128.85,104.78,104.32,87.11,70.73,Upgrade
Short-Term Investments,130.18,126.24,125.11,128.85,133.85,127.17,119.39,58.81,34.77,34.9,32.57,13.11,20.26,17.32,3.38,9.1,6.42,8.87,4.43,3.72,5.59,67.29,71.41,52.74,61.61,62.9,1.99,3.09,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Cash & Cash Equivalents,249.28,258.34,257.81,238.59,244.24,267.88,247.31,226.44,97.07,108.32,96.14,63.37,88.69,92.29,91.95,88.71,85.36,86.66,81.55,74.46,111.24,121.49,141.63,141.36,141.25,155.62,180.12,178,159.76,210.07,211.99,189.27,151.7,165.28,151.29,128.85,104.78,104.32,87.11,70.73,Upgrade
Cash Growth,2.06%,-3.56%,4.24%,5.36%,151.61%,147.30%,157.26%,257.36%,9.45%,17.37%,4.55%,-28.57%,3.90%,6.50%,12.75%,19.13%,-23.26%,-28.67%,-42.42%,-47.32%,-21.25%,-21.94%,-21.37%,-20.59%,-11.59%,-25.92%,-15.03%,-5.95%,5.31%,27.10%,40.13%,46.90%,44.78%,58.45%,73.67%,82.16%,100.36%,152.91%,119.97%,79.98%,Upgrade
Receivables,35.5,31.9,26.53,35.41,36.64,53.79,53.96,57.23,52.56,56.47,51.67,48.74,47.16,58.94,54.37,55.32,89.05,60.71,89.3,80.26,39.9,40.06,19.73,19.4,19.23,17.67,17.28,17.94,20.7,27.58,25.51,28.65,24.6,18.18,16.27,15.73,17.82,17.59,16.25,12.46,Upgrade
Other Current Assets,7.97,3.72,5.15,7.79,5.3,-17.7,-15.64,-14.86,-17.67,-22.93,-19.79,-17.33,-20.04,-28.17,-23.55,-22.43,-54.94,-29.09,-57.97,-46.19,-12.41,-7.21,4.33,5.19,3.75,3.9,4.14,4.66,3.65,2.9,13.26,10.1,4.65,1.71,2.21,2.71,1.93,1.32,1.98,2.02,Upgrade
Total Current Assets,292.74,293.96,289.48,281.79,286.18,303.97,285.64,268.8,131.96,141.86,128.01,94.77,115.81,123.06,122.76,121.59,119.47,118.28,112.89,108.53,138.72,154.33,165.7,165.94,164.23,177.19,201.55,200.6,184.11,240.55,250.76,228.03,180.95,185.17,169.76,147.29,124.52,123.23,105.34,85.21,Upgrade
"Property, Plant & Equipment",1.67,1.99,2.3,2.68,0.98,1.08,1.18,23.46,23.27,23.91,24.44,25.07,25.59,26.29,26.9,27.6,28.31,9.12,9.72,10.03,10.39,10.69,11,11.32,11.64,11.75,11.79,12.06,12.05,11.97,11.28,10.27,10.15,10.36,10.26,9.63,9.59,6.25,1.35,0.44,Upgrade
Long-Term Investments,27.16,35.98,26.61,26.29,21.23,14.55,14.57,14.61,14.26,8.56,8.61,11.77,30.56,56.23,78.24,79.7,48.24,76.98,55.39,55.42,55.45,55.49,52.24,50.06,39.21,38.5,14.24,15.62,22.58,23.69,23.65,21.25,21.63,13.99,12.22,12.15,11.84,11.75,11.6,11.38,Upgrade
Goodwill and Intangibles,689.82,689.42,689.06,687.83,687.1,687.1,687.1,687.1,687.1,687.1,687.1,687.1,687.1,689.15,689.12,689.15,689.11,689.07,699.13,699.08,13.83,13.88,11.75,11.75,11.75,11.75,13.43,13.43,13.43,1.68,1.68,1.68,1.68,1.68,1.68,1.68,0,0,0,0,Upgrade
