Metrics,2022-10-31,2022-04-30,2021-10-31,2021-04-30,2020-10-31,2020-04-30,2019-10-31,2018-10-31
Cash & Equivalents,0.7,29.81,30.84,18.97,6.92,6.47,6.97,7.63
Short-Term Investments,33.68,7.5,0,0,0,0,0,0
Cash & Cash Equivalents,34.37,37.31,30.84,18.97,6.92,6.47,6.97,7.63
Cash Growth,396.50%,476.88%,342.74%,148.71%,-,-,-,-
Receivables,0.05,0.1,0.32,0.36,1.25,0.28,0.17,0.71
Other Current Assets,0.43,0.43,0.47,0.37,1.39,1.26,0.95,0.12
Total Current Assets,34.86,37.84,31.63,19.7,9.56,8,8.09,8.45
"Property, Plant & Equipment",0.15,0.5,0.77,0.28,0.33,0.22,0.14,0.02
Long-Term Investments,0,0,7.5,0,0,0,0,0.23
Goodwill and Intangibles,0,0.13,0.15,0.16,0.16,0.16,0.17,0.02
Other Long-Term Assets,0.02,0.09,0.3,0.01,0.01,0.01,0.01,0.02
Total Long-Term Assets,0.17,0.72,8.72,0.44,0.5,0.38,0.32,0.29
Total Assets,35.03,38.56,40.35,20.14,10.06,8.39,8.41,8.74
Accounts Payable,0.13,0,0,0.05,0.24,0.27,0.21,0.38
Current Debt,0.09,0.34,0.42,0.24,0.19,0.12,0.08,0.37
Other Current Liabilities,1.28,0.98,0.69,1.32,0.86,0.58,0.51,0.52
Total Current Liabilities,1.49,1.33,1.12,1.61,1.29,0.97,0.79,1.27
Long-Term Debt,0.05,0.11,0.24,0.09,0.13,0.09,0.04,0
Total Long-Term Liabilities,0.05,0.11,0.24,0.09,0.13,0.09,0.04,0
Total Liabilities,1.55,1.43,1.36,1.7,1.42,1.06,0.83,1.27
Total Debt,0.15,0.45,0.66,0.33,0.32,0.21,0.12,0.37
Debt Growth,-54.80%,110.63%,461.54%,-10.30%,-,-,-,-
Common Stock,42.9,42.58,39.99,17.79,7.87,7.83,7.82,7.73
Retained Earnings,-5.8,-4.59,-1.09,0.48,0.88,0.06,0.3,0.22
Comprehensive Income,-3.62,-0.85,0.1,0.18,-0.12,-0.56,-0.54,-0.47
Shareholders' Equity,33.48,37.13,38.99,18.45,8.64,7.32,7.58,7.47
Total Liabilities and Equity,35.03,38.56,40.35,20.14,10.06,8.39,8.41,8.74
Net Cash / Debt,34.23,36.86,30.18,18.64,6.6,6.25,6.85,7.25
Net Cash / Debt Growth,418.50%,489.40%,340.69%,156.90%,-,-,-,-
Working Capital,33.36,36.52,30.51,18.1,8.27,7.03,7.3,7.19
Book Value Per Share,12.91,15.10,22.64,14.06,8.64,7.32,7.58,7.47
