Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+2 Quarters
Cash & Equivalents,304,61,37,39,116,23,22,32,41,35,49,34,91,81,67.68,46.01,25.09,83,53.53,45.45,39.62,624.68,144.81,59.25,123.78,95.9,26.7,28.51,34.78,41.57,32.99,39.91,32.86,81.61,50.67,82.17,40.25,94.87,51.6,43.51,Upgrade
Cash & Cash Equivalents,304,61,37,39,116,23,22,32,41,35,49,34,91,81,67.68,46.01,25.09,83,53.53,45.45,39.62,624.68,144.81,59.25,123.78,95.9,26.7,28.51,34.78,41.57,32.99,39.91,32.86,81.61,50.67,82.17,40.25,94.87,51.6,43.51,Upgrade
Cash Growth,162.07%,165.22%,68.18%,21.88%,182.93%,-34.29%,-55.10%,-5.88%,-54.95%,-56.79%,-27.60%,-26.11%,262.64%,-2.41%,26.44%,1.24%,-36.66%,-86.71%,-63.04%,-23.30%,-67.99%,551.40%,442.46%,107.87%,255.84%,130.71%,-19.09%,-28.58%,5.86%,-49.07%,-34.88%,-51.43%,-18.36%,-13.97%,-1.80%,88.86%,-27.33%,105.67%,-,-,Upgrade
Receivables,402,384,348,366,365,378,357,375,389,403,409,428,403,442,414.74,441.53,487.4,495,563.57,636.47,583.08,597.49,670.44,656.39,655.49,663.43,804.63,743.81,792.27,875.61,905.2,939.81,960.78,"1,024.27","1,300.47","1,387.47","1,454.56","1,467.47","1,455.35","1,467.12",Upgrade
Goodwill and Intangibles,382,387,364,376,396,408,364,377,391,455,383,392,406,427,433.52,454.83,689.26,719,755.73,786.21,833.04,846.97,877.97,912.17,931.16,962.08,"1,022.87","1,075.61","1,149.97","1,212.11","1,279.45","1,853.94","1,861.81","1,925.43","1,989.52","2,063.9","2,084.58","2,188.62","2,294.97","2,298.14",Upgrade
Total Assets,"8,219","7,973","9,412","10,061","11,531","12,303","12,228","12,907","12,840","13,220","12,812","12,761","12,777","13,320","13,451.1","14,713.07","15,022.9","14,589","15,093.46","21,535.22","22,847.97","23,192.37","23,292.58","23,005.44","22,763.56","22,635.7","24,015.63","23,199.11","23,718.59","23,728.07","24,266.92","25,513.64","25,386.61","25,159.86","26,590.79","27,723.35","27,114.25","27,092.48","28,633.64","27,475.37",Upgrade
Accounts Payable,38,39,33,44,40,33,33,33,24,27,27,27,28,29,29.95,30.8,31.75,33,65.6,52.15,45.3,39.81,94.08,45.79,56.18,43.61,245.49,100.42,64.1,138.18,145.35,63.5,93.83,61.2,88.37,80.1,149.59,75.62,168.17,132.34,Upgrade
Deferred Revenue,395,377,359,385,393,395,402,421,438,456,468,492,507,518,527.77,556.91,591.4,630,669.82,721.69,762.24,783.16,817.54,893.46,924.69,967.26,"1,048.75","1,122.95","1,192.8","1,280.28","1,428.23","1,528.27","1,583.62","1,673.79","1,953.39","2,070.31","2,167.76","2,255.68","2,303.63","2,372.81",Upgrade
Total Liabilities,"6,892","6,647","8,324","9,198","10,538","11,187","11,088","11,764","11,697","12,074","11,718","11,632","11,716","11,783","11,822.44","13,160.15","13,357.01","12,956","13,294.66","19,471.3","20,738.8","21,547.12","21,520.45","21,067.23","20,874.64","20,657.68","21,839.26","21,136.27","21,706.96","21,769.72","22,637.88","23,466.43","23,548.89","23,486.13","25,340.1","26,499.82","25,885.44","26,114.06","27,746.89","26,913.3",Upgrade
Total Debt,"3,557","3,746","4,953","5,529","6,366","6,446","6,470","7,105","7,088","7,232","6,906","6,874","7,023","7,376","7,308.1","8,594.7","8,666.49","8,198","8,523.63","14,251.14","15,227.86","13,152.24","13,217.72","12,890.83","12,579.58","12,270.34","13,040.25","12,557.81","13,113.85","13,452.91","13,914.02","14,573.54","14,320.9","13,853.19","14,378.48","15,431.86","14,850.72","15,054.93","16,221.61","15,214.43",Upgrade
