Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-15
Cash & Equivalents,0.94,1.18,1.23,1.24,1.79,0.01,0.1,0
Cash & Cash Equivalents,0.94,1.18,1.23,1.24,1.79,0.01,0.1,0
Cash Growth,-47.63%,9717.26%,1184.47%,-,-,-,-,-
Other Current Assets,0.34,0.42,0.42,0.42,0.42,-,0,-
Total Current Assets,1.28,1.6,1.65,1.66,2.21,-,0.1,-
Long-Term Investments,215.52,213.69,212.73,212.43,212.41,-,0,-
Other Long-Term Assets,0,0.02,0.12,0.23,0.33,-,0.77,-
Total Long-Term Assets,215.52,213.71,212.85,212.65,212.74,-,0.77,-
Total Assets,216.8,215.3,214.5,214.31,214.95,0.83,0.87,0.09
Accounts Payable,0.98,0.12,0.12,0.07,1.25,0.03,0.03,0
Current Debt,0,0,0,0,0,0.2,0.2,0
Other Current Liabilities,0,0,0,0,-0.68,0.6,0.63,0.07
Total Current Liabilities,0.98,0.12,0.12,0.07,0.57,0.82,0.85,0.07
Long-Term Debt,0.27,0.22,0.16,0.12,0.06,0,0,0
Other Long-Term Liabilities,8.39,8.51,10.41,12.56,16.45,0,0,0
Total Long-Term Liabilities,8.65,8.72,10.57,12.68,16.51,0,0,0
Total Liabilities,9.63,8.84,10.69,12.75,17.08,0.82,0.85,0.07
Total Debt,0.27,0.22,0.16,0.12,0.06,0.2,0.2,0
Debt Growth,345.83%,10.26%,-16.67%,-,-,-,-,-
Common Stock,0,0,0,0,0,0.03,0.03,0.03
Retained Earnings,-8.36,-7.23,-8.92,-10.84,-14.53,-0.01,-0.01,-0.01
Shareholders' Equity,-8.36,-7.23,-8.92,-10.84,-14.53,0.02,0.02,0.02
Total Liabilities and Equity,1.28,1.61,1.77,1.91,2.54,0.83,0.87,0.09
Net Cash / Debt,0.67,0.96,1.07,1.12,1.73,-0.18,-0.1,0
Net Cash / Debt Growth,-61.29%,-,-,-,-,-,-,-
Net Cash Per Share,0.03,0.04,0.04,0.04,0.20,-0.04,-0.02,-
Working Capital,0.3,1.48,1.53,1.59,1.64,-,-0.76,-
Book Value Per Share,-0.32,-0.27,-0.34,-0.41,-1.68,0.00,0.00,-
