Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+22 Quarters
Cash & Equivalents,41.36,46.62,72.5,61.47,71.89,66.09,50.96,73.76,131.15,135.83,189.9,137.45,177.96,107.28,72.93,464.16,131.86,330.99,264.57,226.78,161.04,149.38,314.28,437.3,193.23,149.54,434.02,505.79,230.74,332.5,433.06,309.13,641.19,392.5,273.23,291.56,223.25,217.19,401.24,185.59,Upgrade
Cash & Cash Equivalents,41.36,46.62,72.5,61.47,71.89,66.09,50.96,73.76,131.15,135.83,189.9,137.45,177.96,107.28,72.93,464.16,131.86,330.99,264.57,226.78,161.04,149.38,314.28,437.3,193.23,149.54,434.02,505.79,230.74,332.5,433.06,309.13,641.19,392.5,273.23,291.56,223.25,217.19,401.24,185.59,Upgrade
Cash Growth,-42.46%,-29.45%,42.26%,-16.66%,-45.19%,-51.34%,-73.16%,-46.34%,-26.30%,26.61%,160.39%,-70.39%,34.97%,-67.59%,-72.44%,104.68%,-18.12%,121.58%,-15.81%,-48.14%,-16.66%,-0.11%,-27.59%,-13.54%,-16.26%,-55.03%,0.22%,63.62%,-64.01%,-15.29%,58.50%,6.02%,187.21%,80.71%,-31.90%,57.10%,-3.40%,1.55%,120.22%,29.47%,Upgrade
Receivables,381.82,452.12,528.96,642.32,653.61,655.92,661.86,646.85,651.37,660.58,659,728.89,710.64,696.62,725.07,748.9,724.95,95.04,161.44,577.45,662.72,72.49,620.1,587.44,724.33,510.1,535.02,644.87,681.82,448.57,585.8,691.61,715.5,588.87,598.57,802.1,790.44,644.18,747.02,878.89,Upgrade
Goodwill and Intangibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.66,75.12,0,76.12,76.65,77.18,77.72,80.14,80.73,81.39,81.92,87.34,88.05,86.63,87.34,88.16,88.98,89.79,90.61,91.56,92.5,Upgrade
Total Assets,"1,756.08","1,846.87","1,989.61","2,156.19","2,215.97","2,322.61","2,455.02","2,606.77","2,702.56","2,948.46","3,054.7","3,213.44","3,321.76","3,568.2","3,791.96","4,598.56","4,563.36","5,287.46","6,536.5","6,718.19","6,757.31","6,644.19","6,839.1","6,791.23","6,556.96","6,252.3","6,467.96","6,271","6,119.67","5,703.58","5,756.51","5,664.08","5,507.34","5,164.09","5,059.79","5,020.81","4,868.56","4,713.38","4,449.67","4,405.85",Upgrade
Accounts Payable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Deferred Revenue,58.79,67.08,73.76,81.13,88.88,100.13,110.07,118.56,128.84,144.27,161.45,182.12,197.09,220.27,261.13,322.17,455.18,"1,200.42","1,298.93","1,603.88","1,629.87","1,230.88","1,601.07","1,644.7","1,670.88","1,475.51","1,571.44","1,583.48","1,571.35","1,354.57","1,439.64","1,483.88","1,437.49","1,207.76","1,231.42","1,224.83","1,218.52","1,034.75","1,089.22","1,129.8",Upgrade
Total Liabilities,"1,485.29","1,562.29","1,662.22","1,808.26","1,848.31","1,938.35","2,071.84","2,202.56","2,275.95","2,420.64","2,516.62","2,682.7","2,836.76","3,060.48","3,258.8","4,007.98","3,979.07","4,732.54","5,763.34","5,611.89","5,598.87","5,411.56","5,417.71","5,290.48","5,186.86","4,891.15","4,911.6","4,740.11","4,659.4","4,354.48","4,534.72","4,438.36","4,229.76","3,922.93","3,845.7","3,797.4","3,717.92","3,589.08","3,475.72","3,449.09",Upgrade
Total Debt,254.62,255.57,255.52,255.46,255.4,255.35,255.29,255.24,255.18,255.13,255.07,255.02,254.96,254.91,254.85,254.8,254.75,254.69,254.64,254.59,254.53,254.48,254.43,254.38,351.49,351.41,351.33,351.25,350.03,349.93,360,360,360,360,360,360,360,486.38,333.86,333.85,Upgrade
Debt Growth,-0.31%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.09%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,0.08%,-27.58%,-27.58%,-27.58%,-27.58%,0.42%,0.42%,-2.41%,-2.43%,-2.77%,-2.80%,-,-,-,-25.98%,7.83%,7.83%,7.84%,45.70%,0.02%,0.02%,Upgrade
Common Stock,769.26,768.68,858.06,857.82,889.15,894.77,902.55,915.87,961.56,"1,119.8","1,187.69","1,187.26","1,186.22","1,185.68","1,185.49","1,185.36","1,185.04","1,183.78","1,183.58","1,184.36","1,184.1","1,183.35","1,193.44","1,207.02","1,061","1,060.14","1,058.08","1,057.21","1,056.54","1,055.4",895.26,893.84,891.7,890.32,889.31,887.68,887.07,886.46,726.11,724.89,Upgrade
Retained Earnings,-459.7,-442.86,-479.11,-470.95,-496.7,-498.3,-514.51,-517.38,-544.2,-615.84,-663.56,-665.72,-674.93,-695.79,-674.27,-615.94,-600.53,-563.89,-294.66,18.34,36.73,35.47,181.51,257.81,293.16,285.66,373.34,353.58,333.04,316.18,301.8,288.88,277.94,255.08,237.06,217.3,199.51,211.6,198.8,183.44,Upgrade
Comprehensive Income,-38.76,-41.23,-51.55,-38.94,-24.78,-12.22,-4.86,5.72,9.25,23.86,13.96,9.2,-26.29,17.84,21.94,21.15,-0.22,-65.62,-116.37,-96.96,-62.92,13.35,46.08,35.58,15.59,15,123.88,118.93,69.47,-23.77,23.01,40.93,107.5,95.29,87.24,117.95,63.58,25.78,48.62,48.04,Upgrade
Shareholders' Equity,270.79,284.58,327.39,347.93,367.67,384.26,383.17,404.21,426.61,527.82,538.09,530.74,485,507.72,533.16,590.57,584.29,554.28,772.55,"1,105.74","1,157.91","1,232.17","1,421.03","1,500.4","1,369.76","1,360.8","1,555.3","1,529.71","1,459.04","1,347.82","1,220.07","1,223.65","1,277.14","1,240.69","1,213.62","1,222.93","1,150.16","1,123.84",973.52,956.37,Upgrade
Total Liabilities and Equity,"1,756.08","1,846.87","1,989.61","2,156.19","2,215.97","2,322.61","2,455.02","2,606.77","2,702.56","2,948.46","3,054.7","3,213.44","3,321.76","3,568.2","3,791.96","4,598.56","4,563.36","5,286.82","6,535.89","6,717.64","6,756.78","6,643.74","6,838.74","6,790.88","6,556.62","6,251.94","6,466.9","6,269.83","6,118.44","5,702.3","5,754.79","5,662.01","5,506.89","5,163.62","5,059.32","5,020.32","4,868.08","4,712.93","4,449.24","4,405.45",Upgrade
Net Cash / Debt,-213.26,-208.95,-183.02,-193.99,-183.52,-189.26,-204.33,-181.48,-124.03,-119.3,-65.18,-117.56,-77,-147.63,-181.93,209.36,-122.89,76.3,9.93,-27.81,-93.5,-105.11,59.85,182.92,-158.25,-201.87,82.69,154.54,-119.29,-17.43,73.06,-50.88,281.19,32.5,-86.77,-68.44,-136.75,-269.19,67.38,-148.26,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-83.40%,-,-,-,-27.63%,18.36%,-,-,13.19%,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-2.10,-2.38,-2.10,-2.23,-2.12,-2.19,-2.36,-2.10,-1.46,-1.41,-0.77,-1.39,-0.92,-1.78,-2.19,2.52,-1.48,0.92,0.12,-0.33,-1.12,-1.25,0.70,2.11,-1.81,-2.57,0.96,1.80,-1.39,-,-,-,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,2.67,3.25,3.76,4.00,4.25,4.44,4.43,4.69,5.01,6.22,6.35,6.28,5.83,6.11,6.42,7.11,7.04,6.68,9.30,13.30,13.94,14.68,16.55,17.33,15.86,15.78,20.47,20.67,19.75,18.34,16.58,16.66,17.47,17.03,16.65,16.79,15.84,15.50,13.42,13.20,Upgrade
