Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31
Cash & Equivalents,0.36,0.18,0.44,0.34,0.42,0.66,0.01,0.06
Cash & Cash Equivalents,0.36,0.18,0.44,0.34,0.42,0.66,0.01,0.06
Cash Growth,-13.45%,-73.00%,3099.93%,448.79%,-,-,-,-
Other Current Assets,0.01,0.06,0.16,0.23,0.34,0.26,-,-
Total Current Assets,0.37,0.24,0.6,0.57,0.76,0.92,-,-
Long-Term Investments,153.63,150.84,150.11,150.02,150,150,-,-
Other Long-Term Assets,0,0,0,0,0,0.2,-,-
Total Long-Term Assets,153.63,150.84,150.11,150.02,150,150.2,-,-
Total Assets,154,151.08,150.71,150.59,150.76,151.12,0.22,0.14
Accounts Payable,3.16,3.14,2.88,1.84,1.79,0.09,0,0
Current Debt,2.2,0.25,0.48,0,0,0,0.13,0.11
Other Current Liabilities,0.61,0.3,0.1,0.19,0.07,0.12,0.06,0.01
Total Current Liabilities,5.97,3.68,3.46,2.03,1.86,0.21,0.19,0.11
Other Long-Term Liabilities,153.03,150.55,150,150,150,150,0,0
Total Long-Term Liabilities,153.03,150.55,150,150,150,150,0,0
Total Liabilities,159,154.23,153.46,152.03,151.86,150.21,0.19,0.11
Total Debt,2.2,0.25,0.48,0,0,0,0.13,0.11
Debt Growth,-,-,264.96%,-,-,-,-,-
Common Stock,0.97,0.94,1.46,1.44,1.41,1.38,0.03,0.03
Retained Earnings,-5.96,-4.09,-4.21,-2.88,-2.51,-0.47,-0,-0
Shareholders' Equity,-4.99,-3.15,-2.75,-1.44,-1.1,0.91,0.02,0.02
Total Liabilities and Equity,154,151.08,150.71,150.59,150.76,151.12,0.22,0.14
Net Cash / Debt,-1.84,-0.07,-0.04,0.34,0.42,0.66,-0.12,-0.04
Net Cash Per Share,-0.09,-0.00,-0.00,0.02,0.02,0.11,-0.03,-0.01
Working Capital,-5.6,-3.45,-2.86,-1.46,-1.1,0.71,-,-
Book Value Per Share,-0.24,-0.15,-0.13,-0.07,-0.05,0.15,0.01,0.01
