Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2021-01-19
Cash & Equivalents,0,0,0.11,0.02,0.2,0.63,0.79,1.55,0.03
Cash & Cash Equivalents,0,0,0.11,0.02,0.2,0.63,0.79,1.55,0.03
Cash Growth,-,-,-86.11%,-98.53%,708.98%,-,-,-,-
Receivables,0,0,0,0,0,0,0,0.03,0
Other Current Assets,0.11,0.3,0.48,0.66,0.66,0.66,0.66,0.67,-
Total Current Assets,0.11,0.3,0.59,0.68,0.87,1.3,1.45,2.24,-
Long-Term Investments,350.07,347.1,345.54,345.05,345.02,345.01,345.01,345,-
Other Long-Term Assets,0,0,0,0,0.11,0.36,0.52,0.61,-
Total Long-Term Assets,350.07,347.1,345.54,345.05,345.13,345.37,345.53,345.61,-
Total Assets,350.19,347.39,346.12,345.73,346,346.66,346.98,347.85,0.2
Accounts Payable,1.22,0.49,0.49,0.25,0.19,0.03,0.13,0.12,0
Other Current Liabilities,5.45,4.79,4.19,4.08,4.02,2.55,1.87,0.59,0.2
Total Current Liabilities,6.67,5.28,4.68,4.33,4.21,2.58,2,0.71,0.2
Other Long-Term Liabilities,1.21,1.21,12.08,12.08,12.23,12.63,14.38,15.23,0
Total Long-Term Liabilities,1.21,1.21,12.08,12.08,12.23,12.63,14.38,15.23,0
Total Liabilities,7.88,6.49,16.75,16.4,16.43,15.21,16.38,15.93,0.2
Common Stock,0,0,0,0,0,0,0,0,0.03
Retained Earnings,-7.77,-6.2,-16.17,-15.72,-15.45,-13.55,-14.4,-13.08,-0.03
Shareholders' Equity,-7.77,-6.19,-16.17,-15.72,-15.45,-13.55,-14.4,-13.08,0
Total Liabilities and Equity,0.11,0.3,0.59,0.68,0.98,1.65,1.98,2.85,0.2
Net Cash / Debt,0,0,0.11,0.02,0.2,0.63,0.79,1.55,0.03
Net Cash / Debt Growth,-,-,-86.11%,-98.53%,708.98%,-,-,-,-
Net Cash Per Share,-,-,0.00,0.00,0.01,0.02,0.02,0.09,0.01
Working Capital,-6.56,-4.99,-4.09,-3.65,-3.34,-1.28,-0.55,1.53,-
Book Value Per Share,-0.19,-0.15,-0.40,-0.39,-0.39,-0.34,-0.36,-0.80,-
