Metrics,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,+64 Quarters
Cash & Equivalents,"1,033.45",895.82,"1,140.45","1,605.81","2,053.83","1,782.5","1,424.25","2,216.34","2,393.66","1,934.1","1,646.07","1,347.73","1,495.76","1,029.95",738.57,607.7,290.67,387.77,585.35,632.87,440.39,"1,057.31",824.05,928.77,866.36,969.52,806.53,622.76,90.99,281.62,514.89,428.78,150.2,112.08,110.69,188.35,195.98,124.46,60.89,162.58,Upgrade
Short-Term Investments,"3,491.61","3,530.56","3,709.89","3,728.28","3,916.73","3,846.5","4,693.4","4,162.48","3,405.35","3,468.24","3,299.94","2,816.56","2,277.39","2,414.72","2,548.49","2,769.6","2,862.34","2,669.88","2,608.44","2,603.6","2,622.8","1,975.1","2,101.75","1,470.57","1,471.61","1,341.89",824.4,627.95,602.35,796.37,782.28,784.28,839.32,859.88,892.13,687.66,669.38,671.39,490.75,487.65,Upgrade
Cash & Cash Equivalents,"4,525.07","4,426.38","4,850.34","5,334.1","5,970.56","5,629","6,117.65","6,378.82","5,799.01","5,402.34","4,946.01","4,164.29","3,773.15","3,444.67","3,287.06","3,377.3","3,153.01","3,057.64","3,193.79","3,236.47","3,063.18","3,032.41","2,925.8","2,399.33","2,337.97","2,311.42","1,630.93","1,250.71",693.34,"1,078","1,297.17","1,213.06",989.52,971.96,"1,002.82",876.01,865.36,795.85,551.64,650.22,Upgrade
Cash Growth,-24.21%,-21.36%,-20.72%,-16.38%,2.96%,4.20%,23.69%,53.18%,53.69%,56.83%,50.47%,23.30%,19.67%,12.66%,2.92%,4.35%,2.93%,0.83%,9.16%,34.89%,31.02%,31.19%,79.40%,91.84%,237.21%,114.42%,25.73%,3.10%,-29.93%,10.91%,29.35%,38.47%,14.35%,22.13%,81.79%,34.72%,23.23%,528.43%,731.32%,352.29%,Upgrade
Receivables,125.13,97.56,82.76,83.11,83.03,84.36,93.69,94.27,88.08,85.86,82.73,82.83,75.21,76.22,81,85.55,81.97,76.09,71.83,69.13,64.61,48.95,39.18,37.53,51.92,33.02,35.26,33.33,25.5,28.1,26.35,25.18,20.19,20.97,21.14,15.49,14.36,15.23,13.84,12.79,Upgrade
Other Current Assets,0,0,0,0,"15,180.23","15,213.51","14,299.89","15,238.17","16,455.86","16,515.55","16,639.88","16,097.02","16,033.9","16,092.16","15,691.8","15,432.86","15,027.06","15,044.8","15,102.57","14,892.08","14,296.21","14,482.28","13,765.99","14,019.79","13,803.6","13,540.11","9,333.62","9,064.72","8,109.7","6,973.56","6,168.41","5,843.31","4,538.3","4,352.56","4,008.19","3,173.77","2,973.34","2,958.9","2,750.88","2,562.45",Upgrade
Total Current Assets,"4,650.2","4,523.95","4,933.09","5,417.21","21,233.82","20,926.86","20,511.23","21,711.25","22,342.95","22,003.75","21,668.63","20,344.14","19,882.26","19,613.05","19,059.86","18,895.7","18,262.04","18,178.53","18,368.19","18,197.68","17,424","17,563.65","16,730.97","16,456.65","16,193.49","15,884.55","10,999.8","10,348.76","8,828.53","8,079.65","7,491.92","7,081.55","5,548.01","5,345.49","5,032.15","4,065.27","3,853.05","3,769.98","3,316.36","3,225.45",Upgrade
"Property, Plant & Equipment",678.41,684.93,687.09,693.75,695.86,699.43,729.19,729.43,738.84,739.07,732.67,723.37,711.54,687.51,662.08,647.03,567.19,538.52,541,532.26,519.81,517.56,516.54,506.52,504.09,503.19,305.48,299.85,296.24,296.43,285.09,282.07,273.59,267.89,265.06,254.97,245.47,245.06,225.84,227.46,Upgrade
Long-Term Investments,"3,500.43","3,530.56","3,709.89","3,728.28","3,931.69","3,846.5","4,693.4","4,162.48","3,405.35","3,468.24","3,299.94","2,816.56","2,277.39","2,414.72","2,548.49","2,769.6","2,862.34","2,669.88","2,608.44","2,603.6","2,622.8","1,975.1","2,101.75","1,470.57","1,471.61","1,341.89",824.4,627.95,602.35,796.37,782.28,784.28,839.32,859.88,892.13,687.66,669.38,671.39,490.75,487.65,Upgrade
Goodwill,660.79,0,0,0,660.79,0,0,0,660.79,660.79,660.79,660.79,660.79,660.79,660.79,660.79,660.79,660.79,0,0,660.79,660.79,660.79,660.79,660.12,657.81,126.29,125.69,125.44,128.13,122.88,125.6,78.67,78.67,78.67,5.24,5.24,5.24,5.24,5.24,Upgrade
