Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+54 Quarters
Cash & Equivalents,"2,119","1,769","1,656","1,617","1,750","1,811","2,239","2,809","2,769","2,597","2,492","2,099","2,141","1,832","1,178","1,195.9","1,196.6","1,685","1,034.8","1,314.5","1,277.3","1,071.5",962.8,"3,280.9","2,129.6","2,051.5","1,746.1","1,674.3","1,576.1","1,757.4","1,471.1","1,538.6","1,509.9","1,219.5","1,940.8","1,777.3","1,867.6","1,919.5","1,835.1","1,633",Upgrade
Short-Term Investments,78,90,89,86,103,91,104,88,96,99,96,100,90,98,95.8,119.5,114,133,110.7,101.2,100.5,111.8,108.3,86.3,132.8,173.4,311.8,352.5,490.6,474.8,470.2,508.9,485.5,458.1,164.8,182,177.3,186.8,209.6,17.9,Upgrade
Cash & Cash Equivalents,"2,197","1,859","1,745","1,703","1,853","1,902","2,343","2,897","2,865","2,696","2,588","2,199","2,231","1,930","1,273.8","1,315.4","1,310.6","1,818","1,145.5","1,415.7","1,377.8","1,183.3","1,071.1","3,367.2","2,262.4","2,224.9","2,057.9","2,026.8","2,066.7","2,232.2","1,941.3","2,047.5","1,995.4","1,677.6","2,105.6","1,959.3","2,044.9","2,106.3","2,044.7","1,650.9",Upgrade
Cash Growth,18.56%,-2.26%,-25.52%,-41.22%,-35.32%,-29.45%,-9.47%,31.74%,28.42%,39.69%,103.17%,67.17%,70.23%,6.16%,11.20%,-7.08%,-4.88%,53.64%,6.95%,-57.96%,-39.10%,-46.82%,-47.95%,66.13%,9.47%,-0.33%,6.01%,-1.01%,3.57%,33.06%,-7.80%,4.50%,-2.42%,-20.35%,2.98%,18.68%,15.56%,18.78%,32.67%,96.65%,Upgrade
Receivables,"1,712","1,652","1,518","1,602","1,824","1,720","1,589","1,458","1,497","1,430","1,360","1,401","1,413","1,419","1,228.4","1,245.3","1,301.2","1,287","1,131.8","1,137.1","1,207.4","1,147.2","1,007.3",916.5,953.5,887.4,831.4,843.7,852.1,802,720.5,801.3,842.7,792.4,712.2,758.3,737.9,694.2,592,607.7,Upgrade
Other Current Assets,517,583,463,515,385,389,323,379,333,383,333,363,350,330,540.1,593.9,286.6,282,238.9,286.9,233.6,250.1,200.5,275.4,269.6,140.8,127.6,159.6,166.5,208.9,200.3,215.2,201.2,216.4,244.1,226.7,163,168.3,145.5,184.1,Upgrade
Total Current Assets,"4,426","4,094","3,726","3,820","4,062","4,011","4,255","4,734","4,695","4,509","4,281","3,963","3,994","3,679","3,042.3","3,154.6","2,898.4","3,387","2,516.2","2,839.7","2,818.8","2,580.6","2,278.9","4,559.1","3,485.5","3,253.1","3,016.9","3,030.1","3,085.3","3,243.1","2,862.1","3,064","3,039.3","2,686.4","3,061.9","2,944.3","2,945.8","2,968.8","2,782.2","2,442.7",Upgrade
"Property, Plant & Equipment",857,848,859,846,808,785,752,639,644,671,692,727,722,748,756.7,777.2,826.8,320,311.1,312.2,321.6,325.1,332.1,329.7,329.1,325.9,329.6,323,310.5,306.4,306.1,304.6,299.3,302.3,303.5,298.3,282.3,278.7,284.3,287.4,Upgrade
Goodwill and Intangibles,"8,069","8,049","7,799","8,141","8,461","8,466","8,408","6,374","6,376","6,380","5,999","5,859","5,831","5,220","5,064.1","5,150.9","5,292.9","5,347","5,178.9","5,204.1","5,473.1","5,384.8","5,355.2","1,341.6","1,319.4","1,320","1,348.6","1,366.4","1,380.1","1,275.4","1,298.8","1,329.4","1,316","1,366.6","1,350.1","1,265.7",869.4,886.8,829,821.8,Upgrade
Other Long-Term Assets,"1,367","1,358","1,555","1,508","1,408","1,418",999,805,785,849,700,749,759,618,614.7,508.9,500,472,432.9,395.6,400.5,303.7,338.7,305.9,301.9,428.3,324.2,325.4,339,278.1,305.9,301.5,321.4,313.7,278.2,278.3,255.9,260.8,259,242.4,Upgrade
Total Long-Term Assets,"10,293","10,255","10,213","10,495","10,677","10,669","10,159","7,818","7,805","7,900","7,391","7,335","7,312","6,586","6,435.5","6,437","6,619.7","6,139","5,922.9","5,911.9","6,195.2","6,013.6","6,026","1,977.2","1,950.4","2,074.2","2,002.4","2,014.8","2,029.6","1,859.9","1,910.8","1,935.5","1,936.7","1,982.6","1,931.8","1,842.3","1,407.6","1,426.3","1,372.3","1,351.6",Upgrade
Total Assets,"14,719","14,349","13,939","14,315","14,739","14,680","14,414","12,552","12,500","12,409","11,672","11,298","11,306","10,265","9,477.8","9,591.6","9,518.1","9,526","8,439.1","8,751.6","9,014","8,594.2","8,304.9","6,536.3","5,435.9","5,327.3","5,019.3","5,044.9","5,114.9","5,103","4,772.9","4,999.5","4,976","4,669","4,993.7","4,786.6","4,353.4","4,395.1","4,154.5","3,794.3",Upgrade
Accounts Payable,805,"1,011",807,866,856,"1,142","1,084",816,828,"1,039",712,795,664,773,607.2,588.7,537.1,696,581.6,593.6,532.6,750.3,577.5,490.4,392.6,"1,444.3",450.3,453.8,391.5,566.6,409.2,422.1,379.2,557.6,420.2,430.8,312.4,538.9,337.9,312.8,Upgrade
Deferred Revenue,"1,648","1,333","1,233","1,366","1,611","1,335","1,186","1,235","1,328","1,187","1,020","1,105","1,222","1,162",970.7,"1,070.8","1,183.2","1,075",895.4,986.5,"1,126.5","1,023.6",926.6,879,949.9,818,787.3,826.7,895.5,767.7,753.9,817.5,870,756.8,736.4,781.8,823.1,707.6,664.5,689.1,Upgrade
Current Debt,605,106,104,604,607,105,610,92,94,94,91,90,574,89,591,219,406.2,450,470.5,389.8,389.6,429.4,614.1,0,213.8,300,299.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Other Current Liabilities,-70,-75,-78,-81,-86,-86,-87,-93,-96,-98,-102,-104,-109,-112,-30.9,-38.6,-120.9,-122,-123.9,-126,-127.8,-140,-135.5,-132.2,-132.5,-134.1,-135,-134.1,-135.1,-115.8,-112.9,-114.8,-111,-114.7,-114.9,-119.2,-108.2,-105.2,-105.2,-104.8,Upgrade
Total Current Liabilities,"2,988","2,375","2,066","2,755","2,988","2,496","2,793","2,050","2,154","2,222","1,721","1,886","2,351","1,912","2,138","1,839.9","2,005.6","2,099","1,823.6","1,843.9","1,920.9","2,063.3","1,982.7","1,237.2","1,423.8","2,428.2","1,402.5","1,146.4","1,151.9","1,218.5","1,050.2","1,124.8","1,138.2","1,199.7","1,041.7","1,093.4","1,027.3","1,141.3",897.2,897.1,Upgrade
Long-Term Debt,"7,312","7,757","7,865","7,579","7,725","7,868","7,439","6,741","6,746","6,849","6,802","6,784","6,766","6,066","5,231.5","5,768.2","5,752.1","5,226","4,484","4,934.2","5,118","5,111.1","5,107.3","4,887.1","3,861.9","3,063","3,118.2","3,420.4","3,428.6","3,380.6","3,124.5","3,106.1","3,095.1","2,547.3","2,536.5","2,104.5","2,097.5","2,101.8","2,098.6","1,605",Upgrade
Other Long-Term Liabilities,"1,361","1,528","1,578","1,502","1,444","1,400","1,563","1,381","1,375","1,575","1,456","1,391","1,384","1,450","1,405.2","1,408.8","1,435.4","1,545","1,525.4","1,513.4","1,555.1","1,534.7","1,371.7",879.5,874.4,863.4,856.5,847.6,885.9,836.9,838.4,872,888.9,879.1,797.6,792.2,728.8,724.1,785.3,756.7,Upgrade
Total Long-Term Liabilities,"8,673","9,285","9,443","9,081","9,169","9,268","9,002","8,122","8,121","8,424","8,258","8,175","8,150","7,516","6,636.7","7,177","7,187.5","6,771","6,009.4","6,447.6","6,673.1","6,645.8","6,479","5,766.6","4,736.3","3,926.4","3,974.7","4,268","4,314.5","4,217.5","3,962.9","3,978.1","3,984","3,426.4","3,334.1","2,896.7","2,826.3","2,825.9","2,883.9","2,361.7",Upgrade
Total Liabilities,"11,661","11,660","11,509","11,836","12,157","11,764","11,795","10,172","10,275","10,646","9,979","10,061","10,501","9,428","8,774.7","9,016.9","9,193.1","8,870","7,833","8,291.5","8,594","8,709.1","8,461.7","7,003.8","6,160.1","6,354.6","5,377.2","5,414.4","5,466.4","5,436","5,013.1","5,102.9","5,122.2","4,626.1","4,375.8","3,990.1","3,853.6","3,967.2","3,781.1","3,258.8",Upgrade
