Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+58 Quarters
Cash & Equivalents,60.25,38.49,31.18,37.52,44.32,47.05,46.27,116.19,84.27,34.64,49.64,65.9,52.16,39.4,50,51.12,56.63,66.44,49.23,85.64,61.99,48.73,28.41,10.84,60.27,92.29,45.51,46.49,67.01,85.4,59.34,53.09,65.96,73.26,57.59,59.93,59.76,34.87,23.34,25.09,Upgrade
Cash & Cash Equivalents,60.25,38.49,31.18,37.52,44.32,47.05,46.27,116.19,84.27,34.64,49.64,65.9,52.16,39.4,50,51.12,56.63,66.44,49.23,85.64,61.99,48.73,28.41,10.84,60.27,92.29,45.51,46.49,67.01,85.4,59.34,53.09,65.96,73.26,57.59,59.93,59.76,34.87,23.34,25.09,Upgrade
Cash Growth,35.96%,-18.18%,-32.60%,-67.71%,-47.41%,35.83%,-6.79%,76.32%,61.58%,-12.10%,-0.73%,28.91%,-7.90%,-40.69%,1.56%,-40.31%,-8.65%,36.34%,73.28%,689.83%,2.86%,-47.20%,-37.58%,-76.68%,-10.06%,8.07%,-23.30%,-12.44%,1.59%,16.57%,3.04%,-11.41%,10.38%,110.11%,146.79%,138.89%,-3.25%,-50.90%,-47.61%,-60.11%,Upgrade
Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
"Property, Plant & Equipment",30.47,30.64,30.86,31.13,31.27,31.5,32.64,32.82,33.13,33.42,33.63,33.96,34.31,34.57,34.88,35.25,35.34,35.44,35.49,35.72,35.64,35.36,34.71,34.47,33.44,32.76,30.85,29.97,29.79,29.42,29.19,24.7,23.06,22.36,18.65,18.23,14.87,15.06,6.09,6.42,Upgrade
Goodwill and Intangibles,1.35,1.36,1.37,1.38,1.39,1.4,1.42,1.43,1.44,1.45,1.67,1.69,1.71,1.73,1.75,1.77,1.79,2.43,2.66,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upgrade
Total Assets,"1,100.01","1,043.36","1,058.99","1,049.18",975.5,948.48,952.35,963.05,886.19,880.73,922.93,979.54,999.58,979.84,971.99,977.77,953.11,951.7,915.29,930.24,870.42,852.08,826.73,773.42,774.76,756.65,683.09,651.86,635.76,653.36,640.73,628.9,647.11,632.62,624.26,552.05,562.49,541.25,535.86,568.8,Upgrade
Total Liabilities,"1,045.4",983.78,"1,000.99",989.38,912.82,881.14,885.65,897.19,822.25,817.51,858.39,915.37,934.96,912.84,903.81,909.48,883.46,882.36,846.37,861.87,802.81,785.33,760.42,708.12,710.32,694.08,620.5,589.95,573.45,591.89,579.83,568.82,587.81,573.89,563.55,508.74,519.88,499.41,495.3,525.66,Upgrade
Total Debt,182.95,116.08,157.86,133.6,123.25,121.82,143,124.38,122.95,124.6,123.33,124.63,123.52,134.58,133.1,134.18,122.88,133.91,122.67,143.77,143.25,144.2,153.2,144.53,147.2,162.15,146.53,140.55,145.04,144.39,130.23,108.25,128.25,128.25,140.25,80.25,88.25,65.25,50.25,43.25,Upgrade
Debt Growth,48.44%,-4.71%,10.39%,7.42%,0.25%,-2.23%,15.95%,-0.20%,-0.46%,-7.42%,-7.34%,-7.12%,0.51%,0.50%,8.51%,-6.67%,-14.21%,-7.14%,-19.93%,-0.53%,-2.69%,-11.07%,4.55%,2.84%,1.49%,12.30%,12.51%,29.84%,13.09%,12.59%,-7.14%,34.89%,45.33%,96.55%,179.11%,85.55%,35.25%,-,-33.22%,-33.72%,Upgrade
Common Stock,106.59,106.57,106.54,106.52,106.5,106.48,106.44,106.41,106.36,106.33,106.29,106.25,106.21,106.17,106.12,106.06,106,105.96,105.9,105.84,105.79,105.74,105.7,105.66,105.64,105.59,106.57,106.76,106.6,106.45,106.33,106.22,106.1,105.99,105.92,105.84,105.77,105.71,105.65,105.6,Upgrade
Retained Earnings,-37.58,-31.34,-33.11,-35.43,-36.7,-37.5,-39.39,-40.72,-41.74,-42.59,-41.21,-41.12,-39.85,-38.77,-37.22,-37.21,-35.52,-35.79,-36.08,-36.81,-37.81,-38.83,-39.39,-40.37,-41.17,-42.9,-43.95,-44.76,-44.18,-44.83,-45.36,-46,-46.69,-46.98,-44.58,-61.84,-62.37,-62.68,-63.63,-61.26,Upgrade
Comprehensive Income,-14.4,-15.65,-15.43,-11.29,-7.12,-1.64,-0.35,0.17,-0.69,-0.52,-0.55,-0.96,-1.75,-0.4,-0.72,-0.56,-0.84,-0.83,-0.9,-0.67,-0.38,-0.16,0.01,0.01,-0.02,-0.12,-0.04,-0.08,-0.12,-0.15,-0.07,-0.14,-0.11,-0.28,-0.64,-0.69,-0.79,-1.19,-1.46,-1.19,Upgrade
Shareholders' Equity,54.61,59.58,58,59.8,62.68,67.34,66.7,65.86,63.94,63.22,64.54,64.17,64.62,66.99,68.18,68.29,69.65,69.34,68.92,68.36,67.61,66.75,66.31,65.3,64.44,62.57,62.58,61.91,62.31,61.46,60.9,60.08,59.3,58.74,60.7,43.32,42.61,41.84,40.56,43.14,Upgrade
Total Liabilities and Equity,"1,100.01","1,043.36","1,058.99","1,049.18",975.5,948.48,952.35,963.05,886.19,880.73,922.93,979.54,999.58,979.84,971.99,977.77,953.11,951.7,915.29,930.24,870.42,852.08,826.73,773.42,774.76,756.65,683.09,651.86,635.76,653.36,640.73,628.9,647.11,632.62,624.26,552.05,562.49,541.25,535.86,568.8,Upgrade
Net Cash / Debt,-122.7,-77.59,-126.67,-96.09,-78.94,-74.78,-96.73,-8.18,-38.67,-89.96,-73.69,-58.73,-71.36,-95.18,-83.1,-83.07,-66.25,-67.47,-73.43,-58.13,-81.25,-95.47,-124.78,-133.69,-86.94,-69.86,-101.01,-94.06,-78.04,-58.99,-70.9,-55.16,-62.29,-54.99,-82.66,-20.32,-28.49,-30.38,-26.91,-18.16,Upgrade
Book Value Per Share,13.77,15.06,14.66,15.11,15.84,17.06,16.90,16.69,16.21,16.06,16.40,16.31,16.46,17.07,17.38,17.41,17.84,17.76,17.65,17.51,17.33,17.13,17.03,16.77,16.55,15.80,15.81,15.65,15.32,15.51,15.40,15.19,15.14,15.00,15.50,11.06,10.99,10.82,10.55,11.21,Upgrade
