Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+33 Quarters
Cash & Equivalents,3.25,2.85,2.9,44.28,14.5,28.64,2.42,27.28,2.4,2.66,2.56,3.07,4.06,14.03,3.94,4.02,3.61,4.3,3.3,3.31,3.97,3.16,2.86,6.7,4.1,5.04,6.13,6.62,5.59,6,6.34,7.04,5.18,8.01,6.5,9.09,9.87,20.41,52.71,37.12,Upgrade
Cash & Cash Equivalents,3.25,2.85,2.9,44.28,14.5,28.64,2.42,27.28,2.4,2.66,2.56,3.07,4.06,14.03,3.94,4.02,3.61,4.3,3.3,3.31,3.97,3.16,2.86,6.7,4.1,5.04,6.13,6.62,5.59,6,6.34,7.04,5.18,8.01,6.5,9.09,9.87,20.41,52.71,37.12,Upgrade
Cash Growth,-77.59%,-90.06%,19.86%,62.32%,504.46%,976.84%,-5.24%,788.79%,-40.94%,-81.04%,-35.11%,-23.62%,12.62%,226.01%,19.33%,21.24%,-9.13%,36.13%,15.62%,-50.51%,-3.22%,-37.32%,-53.44%,1.19%,-26.65%,-15.98%,-3.31%,-5.97%,7.86%,-25.11%,-2.46%,-22.56%,-47.49%,-60.73%,-87.66%,-75.52%,-88.60%,-64.17%,-43.91%,-67.65%,Upgrade
Receivables,3.9,1.82,2.24,4.71,6.41,1.81,1.82,1.82,1.16,4.38,12.22,1.33,0.77,2.46,1.82,0.9,1.29,2.71,1.92,1.74,2.32,5.94,2.04,2.67,2.24,2.16,2.69,1.15,1.64,2.14,1.7,3.97,4.51,2.41,1.18,1.09,1.7,1.35,1.05,1.68,Upgrade
Total Assets,765.64,771.56,748.63,742.9,740.41,736.1,745.93,713.19,643.73,621.7,628.27,570.67,576.38,582.84,619.76,641.95,635.1,619.61,675.4,639.04,610.9,580.62,529.72,500.35,515.2,486.01,499.06,507.04,503.08,491.29,508.19,501.77,483.52,412.04,361.17,338.43,330.69,317.56,347.1,352.95,Upgrade
Accounts Payable,30.42,32.49,30.2,32.19,30.71,31.49,33.45,27.54,16.8,13.57,9.1,9.64,8.84,28.96,26.92,25.67,25.96,22.43,21.47,13.9,7.9,4.89,2.94,3.35,2.55,3.1,2.17,3.24,3.28,2.65,3.11,4.28,3.04,2.61,2.57,2.55,2.11,2.12,3.1,1.91,Upgrade
Total Liabilities,325.9,322.37,306.16,296.49,294.58,295.51,305.23,292.65,261.37,252.88,267.74,209.81,207.35,172.34,212.93,238.44,227.99,208.21,271.82,259.23,256.7,243.22,201.17,179.11,214.11,188.63,206.96,209.16,224.05,229.21,234.22,222.02,210.09,185.76,136.4,111.59,109.86,92.89,105.66,122.48,Upgrade
Total Debt,292.61,286.72,273.4,261.66,261.35,261.04,269.62,171.05,151.38,89.1,121.7,64.6,54.3,9.31,52.06,78.89,58.1,55.2,120.8,108,112.6,101.95,61.8,39.1,74.8,48.8,68.6,84.7,100.1,94.3,108.6,94.85,123.9,100.9,92.85,68.05,66.7,49.7,61.35,80.01,Upgrade
Debt Growth,11.96%,9.84%,1.40%,52.97%,72.64%,192.98%,121.55%,164.80%,178.80%,857.40%,133.76%,-18.12%,-6.54%,-83.14%,-56.90%,-26.95%,-48.40%,-45.86%,95.48%,176.25%,50.54%,108.94%,-9.91%,-53.84%,-25.28%,-48.25%,-36.83%,-10.70%,-19.21%,-6.54%,16.96%,39.39%,85.75%,103.01%,51.35%,-14.95%,-29.69%,-33.39%,-54.13%,-25.57%,Upgrade
Common Stock,401.83,399.84,397.16,397.05,397.98,397.98,398.12,400.26,400.83,401.79,402.19,402.62,401.06,365.07,365.18,366.12,366.46,329.99,329.82,332.33,330.69,329.58,329.76,330.05,310.36,310.54,310.82,311.52,311.64,312.13,312.49,312.71,309.47,286.75,286.89,286.99,287.09,287.74,287.74,287.74,Upgrade
Retained Earnings,5,11.27,10.59,4,2.7,17.42,-2.7,2.5,11.27,14.03,5.24,6.79,11.63,57.86,27.23,6.25,6.17,76.88,2.9,15.51,9.71,12.43,12.98,13.24,14.31,14.36,17.68,17.74,-2.15,-1.88,0.88,3.05,3.17,2.81,3.06,3.54,2.89,6.27,20.73,-5.92,Upgrade
Comprehensive Income,32.91,38.08,34.72,45.36,45.15,25.18,45.28,17.78,-29.73,-46.99,-46.9,-48.55,-43.66,-12.43,14.42,31.14,34.48,4.53,70.86,31.96,13.8,-4.61,-14.2,-22.05,-23.59,-27.52,-36.4,-31.38,-30.47,-48.17,-39.4,-36.01,-39.2,-63.29,-65.18,-63.68,-69.14,-69.34,-67.03,-51.35,Upgrade
