Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-30,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+25 Quarters
Cash & Equivalents,31.46,35.01,53.27,39.76,122.02,134.9,136.59,104.95,108.91,109.22,61.44,58.94,126.07,159.8,153.54,150.04,110.82,99.88,30.83,47.38,121.71,128.64,117.14,113.43,65.75,63.28,96.76,78.38,58.04,56.37,40.26,24.29,51.64,48.05,19.19,42.46,14.25,22.67,23.69,67.38,Upgrade
Cash & Cash Equivalents,31.46,35.01,53.27,39.76,122.02,134.9,136.59,104.95,108.91,109.22,61.44,58.94,126.07,159.8,153.54,150.04,110.82,99.88,30.83,47.38,121.71,128.64,117.14,113.43,65.75,63.28,96.76,78.38,58.04,56.37,40.26,24.29,51.64,48.05,19.19,42.46,14.25,22.67,23.69,67.38,Upgrade
Cash Growth,-74.22%,-74.05%,-61.00%,-62.12%,12.04%,23.51%,122.32%,78.06%,-13.61%,-31.65%,-59.99%,-60.71%,13.76%,60.00%,397.97%,216.66%,-8.95%,-22.36%,-73.68%,-58.23%,85.10%,103.29%,21.06%,44.71%,13.28%,12.26%,140.32%,222.66%,12.39%,17.31%,109.85%,-42.78%,262.53%,111.96%,-19.00%,-36.99%,-83.74%,-80.44%,-82.04%,11.86%,Upgrade
"Property, Plant & Equipment",5.06,5.13,5.23,6.76,7.01,7.3,5.78,8.07,8.36,8.63,8.91,9.15,9.44,9.71,6.68,6.8,6.95,7.07,7.18,7.24,7.36,7.37,7.51,7.18,6.9,6.77,6.64,6.65,6.49,6.49,6.54,6.5,6.59,6.72,6.82,6.9,7.03,7.14,7.26,7.38,Upgrade
Total Assets,996.3,"1,017.79","1,044.36","1,029.55","1,103.6","1,153.2","1,209.14","1,185.74","1,206.42","1,220.92","1,208.28","1,203.85","1,236.11","1,258.58","1,269.5","1,265.88","1,210.24","1,128.49","1,033.95","1,053.58","1,083.32","1,057.16","1,046.01","1,010.91",961.82,879,821.27,796.31,763.99,727.15,655.69,624.24,631.11,603.17,542.26,578.09,584.55,594.04,601.55,665.91,Upgrade
Total Liabilities,848.37,869.06,897.92,884.26,959.05,"1,008.64","1,066.98","1,037.55","1,060.57","1,077.66","1,067.68","1,060.31","1,092.96","1,115.05","1,126.99","1,126.21","1,072.67",992.81,923.13,945.6,977.95,953.96,943.49,910.48,863.22,781.9,725.12,709.66,679.3,644.49,572.94,544.43,551.08,525.29,465.49,501.42,509.29,519.43,526.15,571.36,Upgrade
Total Debt,101.67,124.51,106,88.82,88.4,88.25,115.96,119.6,139.25,164.21,163.41,161.19,163.27,163.13,163.66,160.92,124.78,144.64,146.27,153.07,147.35,150.24,148.86,145.81,156.22,120.53,119.66,126.94,126.21,105.79,104.81,97.25,102.37,81.13,49.79,52.42,48.13,45.91,39.12,51.57,Upgrade
Debt Growth,15.01%,41.09%,-8.58%,-25.74%,-36.52%,-46.26%,-29.04%,-25.80%,-14.71%,0.66%,-0.15%,0.17%,30.84%,12.78%,11.89%,5.13%,-15.31%,-3.72%,-1.74%,4.98%,-5.68%,24.64%,24.40%,14.87%,23.78%,13.94%,14.17%,30.53%,23.29%,30.39%,110.51%,85.53%,112.68%,76.72%,27.27%,1.64%,-4.66%,-12.82%,-20.32%,0.25%,Upgrade
Common Stock,82.59,82.48,82.37,82.26,82.06,81.95,81.84,81.7,81.51,81.4,81.29,81.2,81.78,83.45,83.33,83.22,83.37,83.26,59.83,59.68,59.54,59.43,59.32,59.22,59.05,58.97,58.9,58.84,58.78,58.71,58.66,58.6,58.55,58.5,58.46,58.42,58.39,58.35,58.3,58.26,Upgrade
Retained Earnings,69.73,69.16,67.25,64.67,62.84,62.31,60.3,66.49,64.89,62.66,60.39,63.89,62.44,60.53,59.74,57.05,54.39,52.42,50.41,47.77,45.54,43.54,43.14,41.18,39.47,38.3,37.32,28.01,26.42,25.16,25.17,22.65,21.45,20.44,20.12,19.82,19.43,19.86,19.79,38.56,Upgrade
