Metrics,2023-03-31,2022-12-31,2022-09-30,2022-06-30,2022-03-31,2021-12-31,2021-09-30,2021-06-30,2021-03-31,2020-12-31,2020-09-30,2020-06-30,2020-03-31,2019-12-31,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,+39 Quarters
Cash & Equivalents,185.97,102.68,110.97,95.48,95.6,57.11,110.62,389.98,58.87,56.91,51.73,42.39,94.99,67.1,60.96,45.88,56.34,86.55,40.29,45.8,61.32,52.54,73.2,63.75,60.9,77.52,68.76,131.61,104.85,113.56,122.67,88.85,141.89,103.24,174.5,85.98,76.4,81.29,96.11,106.58,Upgrade
Cash & Cash Equivalents,185.97,102.68,110.97,95.48,95.6,57.11,110.62,389.98,58.87,56.91,51.73,42.39,94.99,67.1,60.96,45.88,56.34,86.55,40.29,45.8,61.32,52.54,73.2,63.75,60.9,77.52,68.76,131.61,104.85,113.56,122.67,88.85,141.89,103.24,174.5,85.98,76.4,81.29,96.11,106.58,Upgrade
Cash Growth,94.53%,79.80%,0.31%,-75.52%,62.39%,0.35%,113.86%,819.95%,-38.02%,-15.19%,-15.14%,-7.59%,68.61%,-22.47%,51.29%,0.16%,-8.13%,64.73%,-44.95%,-28.15%,0.69%,-32.22%,6.45%,-51.57%,-41.92%,-31.74%,-43.94%,48.13%,-26.10%,10.00%,-29.70%,3.34%,85.73%,27.00%,81.55%,-19.33%,1.57%,-5.02%,9.42%,36.00%,Upgrade
"Property, Plant & Equipment",12.29,12.03,8.57,7.67,7.74,6.6,6.96,7.22,7.41,7.81,8.27,8.54,9.02,9.46,10.26,10.72,11.22,3.28,3.25,3.36,3.25,3.16,3.05,2.93,3.96,3.77,3.9,3.97,3.87,3.95,3.89,4,3.88,3.94,1.2,1.15,1.19,1.16,1.18,1.22,Upgrade
Goodwill and Intangibles,12.16,12.16,12.22,12.26,12.18,12.27,12.23,12.18,12.06,12.02,12.02,11.93,11.87,11.92,11.95,12,12.02,12.05,12.13,12.38,12.58,12.65,12.74,12.76,12.77,12.77,12.76,12.92,12.61,12.49,12.24,12.13,12.01,11.94,0,0,0,0,0,0,Upgrade
Total Assets,"3,164.41","2,976.61","2,850.8","2,777.02","2,724.08","2,652.91","2,584.41","2,865.67","2,620.72","2,567.84","2,601.85","2,468.81","2,196.37","2,096.78","2,092.79","2,070.3","2,005.64","1,966.46","1,894.33","1,899.79","1,878.22","1,794.07","1,785.66","1,768.93","1,800.59","1,780.7","1,772.44","1,819.07","1,790.13","1,782.08","1,744.15","1,683.56","1,680.68","1,629.39","1,427.57","1,306.5","1,273.77","1,268.66","1,264.94","1,276.07",Upgrade
Total Liabilities,"2,897.83","2,715.97","2,597.8","2,527.09","2,479.03","2,420.48","2,359.13","2,644.22","2,406.23","2,361.68","2,401.06","2,271.25","2,000.72","1,902.62","1,902","1,881.45","1,820.54","1,785.75","1,716.79","1,726.12","1,706.74","1,624.79","1,618.88","1,603.69","1,636.46","1,619.05","1,612.51","1,660.68","1,634.93","1,631.25","1,596.19","1,539.28","1,538.99","1,491.64","1,309.38","1,190.86","1,161.58","1,159.38","1,158.84","1,172.83",Upgrade
Total Debt,351.68,466.98,427.12,603.85,422.07,418.93,409.94,436.19,464.52,435.62,500.3,481.94,430.15,336.97,350.81,316.2,288.5,308.98,291.46,375.44,318.93,217.92,177.9,116.41,131.85,69.68,39.95,43.57,45,44.73,46.67,57.72,44.76,44.31,33.25,18.25,18.25,22.25,22.25,22.25,Upgrade
Debt Growth,-16.68%,11.47%,4.19%,38.44%,-9.14%,-3.83%,-18.06%,-9.49%,7.99%,29.27%,42.61%,52.42%,49.10%,9.06%,20.36%,-15.78%,-9.54%,41.79%,63.83%,222.53%,141.89%,212.74%,345.34%,167.19%,192.97%,55.78%,-14.40%,-24.51%,0.54%,0.95%,40.35%,216.23%,145.26%,99.13%,49.44%,-17.98%,-51.01%,-2.06%,-55.32%,-57.79%,Upgrade
Common Stock,71.24,72.44,74.36,75.21,75.89,63.86,63.78,66.92,66.91,66.66,66.2,65.87,65.37,66.4,67.82,69.1,70.92,72.08,72.08,72.11,71.89,71.61,71.37,71.39,71.13,70.86,70.87,70.9,70.63,70.33,70,70.05,69.84,69.64,52.91,52.87,52.67,52.47,52.13,52.04,Upgrade
