Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Cash & Equivalents,71.84,58.97,54.63,8.93,7.98,11.67,17.64,10.37,12.07,13.88,Upgrade
Cash & Cash Equivalents,71.84,58.97,54.63,8.93,7.98,11.67,17.64,10.37,12.07,13.88,Upgrade
Cash Growth,21.82%,7.95%,511.47%,11.91%,-31.56%,-33.87%,70.19%,-14.15%,-13.02%,-41.21%,Upgrade
"Property, Plant & Equipment",3.05,2.58,2.32,2.44,2.67,2.59,2.65,2.7,2.84,2.88,Upgrade
Total Assets,585.22,351.88,235.11,126.75,99.45,95.87,119.7,127.48,124.53,128.78,Upgrade
Total Liabilities,522.64,313.37,217.28,119.54,94.15,93.32,116.62,124.51,121.55,129,Upgrade
Total Debt,12.28,19.92,26.13,16.85,29.9,25.7,28.91,25.54,28.36,28.55,Upgrade
Debt Growth,-38.33%,-23.79%,55.10%,-43.64%,16.32%,-11.11%,13.22%,-9.94%,-0.70%,-15.76%,Upgrade
Common Stock,90.48,65.24,50.3,39.02,36.15,34.1,34.05,33.43,33.05,31.54,Upgrade
Retained Earnings,-22.07,-26.1,-32.39,-31.61,-30.51,-31.31,-30.72,-30.32,-30.16,-31.76,Upgrade
Comprehensive Income,-5.83,-0.64,-0.07,-0.21,-0.33,-0.25,-0.25,-0.14,0.08,0,Upgrade
Shareholders' Equity,62.58,38.51,17.83,7.21,5.31,2.55,3.08,2.97,2.98,-0.22,Upgrade
Total Liabilities and Equity,585.22,351.88,235.11,126.75,99.45,95.87,119.7,127.48,124.53,128.78,Upgrade
Net Cash / Debt,59.55,39.06,28.5,-7.92,-21.91,-14.04,-11.27,-15.17,-16.28,-14.67,Upgrade
Net Cash / Debt Growth,52.49%,37.05%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,9.25,8.14,6.04,3.74,2.93,2.31,2.80,3.09,3.21,-0.27,Upgrade
