Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Cash & Equivalents,16.68,92.62,43.45,19.97,19.54,17.81,11.8,17.26,49.1,40.21,Upgrade
Cash & Cash Equivalents,16.68,92.62,43.45,19.97,19.54,17.81,11.8,17.26,49.1,40.21,Upgrade
Cash Growth,-81.99%,113.15%,117.61%,2.17%,9.73%,50.98%,-31.66%,-64.85%,22.12%,-24.32%,Upgrade
"Property, Plant & Equipment",11.75,11.82,11.78,12.04,12.46,12.98,12.76,13.67,14.3,12.41,Upgrade
Total Assets,723.27,748.4,706.24,540.31,514.87,476.97,444.8,419.94,434,444.17,Upgrade
Total Liabilities,662.16,685,654.24,497.4,477.73,437.64,401.19,389.58,414.95,425.93,Upgrade
Total Debt,34.46,14.42,55.92,48.68,35.33,22.65,11.25,15.27,26.07,29.48,Upgrade
Debt Growth,138.88%,-74.21%,14.88%,37.79%,55.98%,101.41%,-26.37%,-41.41%,-11.57%,-29.17%,Upgrade
Common Stock,61.04,60.64,60.3,60.06,59.65,64.48,65.03,64.81,60.32,60.15,Upgrade
Retained Earnings,10.96,3.51,-8.74,-17.29,-21.77,-24.69,-21.17,-33.95,-40.54,-38.07,Upgrade
Comprehensive Income,-10.88,-0.74,0.43,0.14,-0.75,-0.45,-0.24,-0.51,-0.72,-3.84,Upgrade
Shareholders' Equity,61.11,63.4,52,42.91,37.13,39.33,43.61,30.36,19.06,18.24,Upgrade
Total Liabilities and Equity,723.27,748.4,706.24,540.31,514.87,476.97,444.8,419.94,434,444.17,Upgrade
Net Cash / Debt,-17.78,78.19,-12.47,-28.71,-15.78,-4.84,0.55,1.99,23.04,10.73,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-,-72.31%,-91.36%,114.66%,-6.80%,Upgrade
Book Value Per Share,41.40,43.03,35.46,29.54,25.89,27.49,30.53,21.41,57.01,68.65,Upgrade
