Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2009
Cash & Equivalents,145.32,919.71,562.55,168.86,159.11,91.92,62.12,41.26,44.62,39.25,Upgrade
Cash & Cash Equivalents,145.32,919.71,562.55,168.86,159.11,91.92,62.12,41.26,44.62,39.25,Upgrade
Cash Growth,-84.20%,63.49%,233.14%,6.13%,73.09%,47.98%,50.56%,-7.53%,13.67%,27.12%,Upgrade
"Property, Plant & Equipment",153.07,132.45,123.45,104.98,74.78,46.43,34.62,33.62,34.81,32.07,Upgrade
Goodwill and Intangibles,180.25,156.66,156.94,158.57,89.75,19.96,13.78,13.78,12.28,10.62,Upgrade
Total Assets,"6,461.72","6,077.41","5,152.76","3,941.86","3,003.99","1,813.24","1,277.37","1,145.13","1,093.77",940.89,Upgrade
Total Liabilities,"5,815.05","5,401.24","4,507.95","3,398.21","2,640.73","1,590.77","1,122.84","1,041.69",997.55,855.78,Upgrade
Total Debt,284.86,151.01,267.55,301.52,166.02,114.38,79.31,120.63,99.76,62.31,Upgrade
Debt Growth,88.63%,-43.56%,-11.26%,81.61%,45.15%,44.22%,-34.25%,20.92%,60.10%,32.35%,Upgrade
Common Stock,543,461.97,464.76,423.11,293.05,169.19,111.13,66.71,66.42,63.85,Upgrade
Retained Earnings,252.62,206.23,154.24,110.46,72,53.72,44.48,35.62,27.98,22.51,Upgrade
Comprehensive Income,-148.96,7.98,25.82,10.09,-1.8,-0.44,-1.08,1.1,1.82,-1.25,Upgrade
Shareholders' Equity,646.66,676.17,644.82,543.66,363.25,222.47,154.53,103.44,96.22,85.11,Upgrade
Total Liabilities and Equity,"6,461.72","6,077.41","5,152.76","3,941.86","3,003.99","1,813.24","1,277.37","1,145.13","1,093.77",940.89,Upgrade
Net Cash / Debt,-139.54,768.7,295,-132.65,-6.91,-22.46,-17.19,-79.37,-55.14,-23.06,Upgrade
Net Cash / Debt Growth,-,160.57%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,26.91,32.17,30.12,28.91,27.78,24.23,28.33,19.14,18.11,16.66,Upgrade
