Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Cash & Equivalents,0,0,0,0.12,0.01,0.16,0.88,0,0,0,Upgrade
Cash & Cash Equivalents,0,0,0,0.12,0.01,0.16,0.88,0,0,0,Upgrade
Cash Growth,-,-,-,1338.00%,-94.66%,-82.09%,158290.07%,-,-,-,Upgrade
Receivables,3.18,2.2,2.43,3.2,4.01,3.54,2.62,13.01,1.48,0,Upgrade
Other Current Assets,0,0,0,0,-4.01,-3.7,-3.5,-13.01,-1.48,0,Upgrade
Total Current Assets,3.18,2.2,2.43,3.32,0,0,0,0,0,0,Upgrade
Long-Term Investments,"1,399.38","1,226.94",769.06,812.38,761.08,603.02,381.91,321.43,168.02,183.85,Upgrade
Other Long-Term Assets,0,0,0,0,-761.08,-603.02,-381.91,-321.43,-168.02,-183.85,Upgrade
Total Long-Term Assets,"1,399.38","1,226.94",769.06,812.38,0,0,0,0,0,0,Upgrade
Total Assets,"1,402.57","1,229.17",771.52,815.7,765.12,606.72,385.41,334.45,169.52,0,Upgrade
Accounts Payable,0.64,0.47,1.62,4.17,1.96,9.52,4.84,10.48,0.91,3.68,Upgrade
Other Current Liabilities,0,0,0,0,-1.96,-9.52,-4.84,-10.48,-0.91,-3.68,Upgrade
Total Current Liabilities,0.64,0.47,1.62,4.17,0,0,0,0,0,0,Upgrade
Other Long-Term Liabilities,0.64,0.47,1.62,4.17,0,0,0,0,0,0,Upgrade
Total Long-Term Liabilities,0.64,0.47,1.62,4.17,0,0,0,0,0,0,Upgrade
Total Liabilities,2.23,1.8,2.49,5.11,2.88,10.28,5.38,10.97,1.23,3.82,Upgrade
Common Stock,0.22,0.12,0.08,0.08,0.07,0.04,0.03,0.02,0.01,0.03,Upgrade
Retained Earnings,0.1,291.49,183.66,142.98,-14.37,0,-1.49,-1.04,-0.05,0,Upgrade
Shareholders' Equity,"1,400.34","1,227.37",769.03,810.6,762.24,596.44,380.02,323.48,168.29,180.37,Upgrade
Total Liabilities and Equity,"1,402.57","1,229.17",771.52,815.7,765.12,606.72,385.41,334.45,169.52,184.19,Upgrade
Net Cash / Debt,0,0,0,0.12,0.01,0.16,0.88,0,0,0,Upgrade
Net Cash / Debt Growth,-,-,-,1338.00%,-94.66%,-82.09%,158290.07%,-,-,-,Upgrade
Net Cash Per Share,-,-,-,0.00,0.00,0.00,0.03,0.00,-,-,Upgrade
Working Capital,2.55,1.73,0.81,-0.86,0,0,0,0,0,0,Upgrade
Book Value Per Share,6.48,11.30,10.12,11.01,9.70,16.86,14.64,13.98,20.43,22.22,Upgrade
