Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Cash & Equivalents,25.65,15.97,13.27,14.14,10.58,6.67,5.95,2.43,2.41,3.47,Upgrade
Cash & Cash Equivalents,25.65,15.97,13.27,14.14,10.58,6.67,5.95,2.43,2.41,3.47,Upgrade
Cash Growth,60.63%,20.29%,-6.14%,33.74%,58.66%,11.94%,144.92%,0.75%,-30.48%,-97.86%,Upgrade
Receivables,0,0,0,0,0,0,0.07,0.4,1.02,0,Upgrade
Total Assets,"2,836.95","2,551.86","2,338.59","2,280.93","1,730.32","1,720.24","1,675.53","1,506.57","1,303.73","1,039.15",Upgrade
Accounts Payable,30.77,37.25,19.74,17.34,18.05,13.75,13.71,16.37,42.78,12.36,Upgrade
Total Liabilities,"1,495.38","1,276.01","1,177.28","1,161.63",667.12,750.95,723.32,685.83,468.33,464.45,Upgrade
Total Debt,"1,441.8","1,185.96","1,110.36","1,094.47",608.01,703.43,680.71,642.42,395.86,432.27,Upgrade
Debt Growth,21.57%,6.81%,1.45%,80.01%,-13.57%,3.34%,5.96%,62.28%,-8.42%,30.27%,Upgrade
Common Stock,"1,285.11","1,185.75","1,022.07","1,008.58",991.22,905.77,898.11,813.1,808.59,552.81,Upgrade
Retained Earnings,56.46,90.1,139.25,110.72,71.99,63.52,52.68,36.02,26.63,3.98,Upgrade
Comprehensive Income,0,0,0,0,0,0,1.42,-28.38,0.19,17.91,Upgrade
Shareholders' Equity,"1,341.57","1,275.85","1,161.32","1,119.3","1,063.2",969.28,952.21,820.74,835.41,574.7,Upgrade
Total Liabilities and Equity,"2,836.95","2,551.86","2,338.59","2,280.93","1,730.32","1,720.24","1,675.53","1,506.57","1,303.73","1,039.15",Upgrade
Net Cash / Debt,"-1,416.15","-1,170","-1,097.09","-1,080.32",-597.43,-696.76,-674.76,-639.99,-393.45,-428.8,Upgrade
Net Cash Per Share,-18.11,-15.06,-16.32,-16.35,-9.33,-11.61,-11.52,-11.85,-7.79,-12.38,Upgrade
Book Value Per Share,17.16,17.68,17.28,16.94,16.61,16.16,16.25,15.20,16.54,16.59,Upgrade
