Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Cash & Equivalents,724.79,"3,650.32","1,263.79",490.6,658.26,660.04,218.2,257.37,112.78,169.81,Upgrade
Cash & Cash Equivalents,724.79,"3,650.32","1,263.79",490.6,658.26,660.04,218.2,257.37,112.78,169.81,Upgrade
Cash Growth,-80.14%,188.84%,157.60%,-25.47%,-0.27%,202.50%,-15.22%,128.21%,-33.59%,-31.80%,Upgrade
"Property, Plant & Equipment",405.07,275.76,278.61,280.1,233.26,237.44,205.3,212.16,206.91,197.22,Upgrade
Goodwill and Intangibles,"1,456.71",998.07,"1,003.75",994.98,"1,001.3",977.3,396.29,399.43,346.35,324.03,Upgrade
Total Assets,"22,883.59","18,052.14","16,398.8","15,032.05","15,302.44","14,449.76","9,808.47","9,289.12","7,403.27","6,811.86",Upgrade
Total Liabilities,"19,357.23","15,286.42","13,793.05","12,520.52","12,952.55","12,245.47","8,480.98","8,089.37","6,387.98","5,970.91",Upgrade
Total Debt,"1,221.57",911.98,939.26,"1,139.72","1,984.86","1,815.01","1,487.31","1,595.16",935.25,572.47,Upgrade
Debt Growth,33.95%,-2.90%,-17.59%,-42.58%,9.36%,22.03%,-6.76%,70.56%,63.37%,153.83%,Upgrade
Common Stock,"2,388.73","1,489.01","1,522.27","1,538.76","1,611.52","1,677.05",871.14,868.68,782,708.71,Upgrade
Retained Earnings,"1,443.09","1,266.25","1,039.37",956.56,752.18,530.66,455.95,326.9,226.28,136.39,Upgrade
Comprehensive Income,-305.46,10.46,44.12,16.22,-13.82,-3.42,0.4,4.18,7.01,-4.14,Upgrade
Shareholders' Equity,"3,526.36","2,765.72","2,605.76","2,511.53","2,349.89","2,204.29","1,327.49","1,199.76","1,015.29",840.96,Upgrade
Total Liabilities and Equity,"22,883.59","18,052.14","16,398.8","15,032.05","15,302.44","14,449.76","9,808.47","9,289.12","7,403.27","6,811.86",Upgrade
Net Cash / Debt,-496.78,"2,738.34",324.53,-649.12,"-1,326.6","-1,154.97","-1,269.12","-1,337.79",-822.47,-402.66,Upgrade
Net Cash / Debt Growth,-,743.78%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,17.29,16.88,15.78,15.05,13.59,12.69,9.45,8.56,7.52,6.46,Upgrade
