Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,299.39,"2,028.69",545.33,170.99,199.74,155.97,199.78,95.16,106,215.87,Upgrade
Cash & Cash Equivalents,299.39,"2,028.69",545.33,170.99,199.74,155.97,199.78,95.16,106,215.87,Upgrade
Cash Growth,-85.24%,272.01%,218.93%,-14.39%,28.06%,-21.93%,109.95%,-10.23%,-50.90%,83.92%,Upgrade
Receivables,0,0,0,0,0,0,0,0,15.87,34.32,Upgrade
"Property, Plant & Equipment",42.99,47.92,53.17,60.01,32.11,32.62,14.91,14.84,14.75,18.18,Upgrade
Goodwill and Intangibles,382.08,387.45,283.65,236.42,125.9,128.4,32.49,33.41,34.5,35.75,Upgrade
Total Assets,"13,054.17","13,537.36","9,751.57","7,333.79","5,645.66","5,289.23","4,081.33","3,608.48","3,277","3,170.2",Upgrade
Total Liabilities,"11,531.91","12,008.24","8,672.6","6,466.61","5,041.86","4,740.65","3,694.23","3,257.65","2,960.76","2,890.49",Upgrade
Total Debt,579.55,558.76,554.72,628.84,411.61,544.52,382.52,437.13,440.69,326.91,Upgrade
Debt Growth,3.72%,0.73%,-11.79%,52.78%,-24.41%,42.35%,-12.49%,-0.81%,34.80%,-20.29%,Upgrade
Common Stock,"1,055.02","1,017.66",624.64,468.7,308.52,327.03,206.65,209.05,206.19,198.71,Upgrade
Retained Earnings,597.57,492.68,417.21,380.74,304.57,225.36,182.19,141.56,108.37,85.38,Upgrade
Comprehensive Income,-130.33,18.78,37.12,17.75,-9.28,-3.82,-1.74,0.22,1.68,-4.38,Upgrade
Shareholders' Equity,"1,522.26","1,529.12","1,078.98",867.19,603.8,548.57,387.1,350.83,316.24,279.71,Upgrade
Total Liabilities and Equity,"13,054.17","13,537.36","9,751.57","7,333.79","5,645.66","5,289.23","4,081.33","3,608.48","3,277","3,170.2",Upgrade
Net Cash / Debt,-280.16,"1,469.92",-9.39,-457.85,-211.87,-388.55,-182.74,-341.98,-334.69,-111.04,Upgrade
Book Value Per Share,40.90,39.85,41.17,32.70,26.17,23.78,19.34,17.52,15.98,14.51,Upgrade
