Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1996
Cash & Equivalents,872,"2,131","1,665","2,314","1,515","2,338","2,107","1,220","1,343","1,639",Upgrade
Cash & Cash Equivalents,872,"2,131","1,665","2,314","1,515","2,338","2,107","1,220","1,343","1,639",Upgrade
Cash Growth,-59.08%,27.99%,-28.05%,52.74%,-35.20%,10.96%,72.70%,-9.16%,-18.06%,-3.87%,Upgrade
Receivables,"3,142","2,956","2,675","2,988","2,934","2,776","2,444","2,237","2,268","2,001",Upgrade
Goodwill and Intangibles,246,246,176,207,207,199,199,199,201,185,Upgrade
Total Assets,"28,831","28,931","73,710","70,130","63,456","60,658","55,072","49,837","47,535","42,087",Upgrade
Accounts Payable,"1,035",920,807,814,752,743,634,591,645,508,Upgrade
Deferred Revenue,"3,246","3,041","2,803","2,830","2,595","2,410","2,171","2,060","1,956","1,757",Upgrade
Total Liabilities,"24,779","23,919","66,921","63,861","58,484","55,324","50,153","45,067","42,481","37,318",Upgrade
Total Debt,"1,496","1,964","1,963","1,473","1,302","1,301","1,283",998,"1,061",913,Upgrade
Debt Growth,-23.83%,0.05%,33.27%,13.13%,0.08%,1.40%,28.56%,-5.94%,16.21%,-4.20%,Upgrade
Common Stock,"1,453","1,415","1,367","1,397","1,334","1,269","1,198","1,301","1,240","1,213",Upgrade
Retained Earnings,"3,142","3,478","4,149","4,009","3,588","3,248","3,343","2,987","2,912","2,826",Upgrade
Comprehensive Income,-543,119,"1,273",863,48,813,375,304,727,560,Upgrade
Shareholders' Equity,"4,052","5,012","6,789","6,269","4,970","5,330","4,916","4,592","4,879","4,599",Upgrade
Total Liabilities and Equity,"28,831","28,931","73,710","70,130","63,454","60,654","55,069","49,659","47,360","41,917",Upgrade
Net Cash / Debt,-624,167,-298,841,213,"1,037",824,222,282,726,Upgrade
Net Cash / Debt Growth,-,-,-,294.84%,-79.46%,25.85%,271.17%,-21.28%,-61.16%,-3.46%,Upgrade
Net Cash Per Share,-7.32,1.95,-3.34,9.24,2.35,11.55,9.31,2.48,3.10,7.96,Upgrade
Book Value Per Share,47.62,58.90,76.54,69.73,55.84,60.71,56.57,52.42,54.82,51.50,Upgrade
