Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,96.65,132.1,87.95,120.72,64.45,95.56,89.19,106.45,90.57,92.19,Upgrade
Cash & Cash Equivalents,96.65,132.1,87.95,120.72,64.45,95.56,89.19,106.45,90.57,92.19,Upgrade
Cash Growth,-26.84%,50.21%,-27.15%,87.30%,-32.55%,7.14%,-16.21%,17.53%,-1.76%,-14.21%,Upgrade
Receivables,547.98,453.91,490.8,439.55,415.23,395.46,372.69,353.83,339.47,309.25,Upgrade
"Property, Plant & Equipment",133.11,137.7,129.87,116.99,97.19,68.99,55.52,53.24,49.25,47.22,Upgrade
Goodwill and Intangibles,5.32,6.03,6.74,22.54,23.25,23.97,24.74,25.51,26.28,27.05,Upgrade
Total Assets,"2,882.29","3,012.72","3,069.68","3,013.47","2,816.7","4,183.43","4,054.76","3,890.38","3,856.69","3,720.67",Upgrade
Deferred Revenue,474.39,439.73,464.85,505.16,492.92,465.39,443.8,415.06,378.73,340.46,Upgrade
Total Liabilities,"2,142.17","2,133.6","2,244.53","2,103","1,928.32","3,210.06","3,112.87","3,011.48","3,039.27","2,937.84",Upgrade
Total Debt,50,50,50,0,0,0,0,0,0,0,Upgrade
Common Stock,207.06,203.4,202.38,200.2,203.38,196.36,216.51,207.45,202.7,211.6,Upgrade
Retained Earnings,620.56,621.38,555.85,697.12,715.47,608.7,616.32,591.01,523.54,484.08,Upgrade
Comprehensive Income,-87.5,54.34,66.91,13.15,-30.47,168.31,109.06,80.44,91.17,87.15,Upgrade
Shareholders' Equity,740.11,879.12,825.15,910.47,888.38,973.37,941.88,878.9,817.42,782.83,Upgrade
Total Liabilities and Equity,"2,882.29","3,012.72","3,069.68","3,013.47","2,816.7","4,183.43","4,054.76","3,890.38","3,856.69","3,720.67",Upgrade
Net Cash / Debt,46.65,82.1,37.95,120.72,64.45,95.56,89.19,106.45,90.57,92.19,Upgrade
Net Cash / Debt Growth,-43.18%,116.36%,-68.57%,87.30%,-32.55%,7.14%,-16.21%,17.53%,-1.76%,-14.21%,Upgrade
Net Cash Per Share,-,3.27,1.52,4.80,2.58,3.81,3.52,4.25,3.59,3.64,Upgrade
Book Value Per Share,29.37,35.03,32.97,36.22,35.53,38.77,37.18,35.09,32.40,30.91,Upgrade
