Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Cash & Equivalents,66.91,176.01,127.3,45.79,28.62,39.99,41.09,39.33,24.85,31.51,Upgrade
Cash & Cash Equivalents,66.91,176.01,127.3,45.79,28.62,39.99,41.09,39.33,24.85,31.51,Upgrade
Cash Growth,-61.98%,38.26%,178.03%,59.99%,-28.43%,-2.69%,4.47%,58.32%,-21.15%,1.55%,Upgrade
"Property, Plant & Equipment",21.88,22.4,19.32,19.75,20.07,19.89,20.79,21.39,16.13,16.64,Upgrade
Goodwill and Intangibles,3.17,3.18,0.02,0.17,0.47,0.93,1.55,2.32,0.06,0,Upgrade
Total Assets,"1,369.38","1,389.44",950.93,800.05,752.97,739.11,716,692.32,518.17,522.89,Upgrade
Total Liabilities,"1,261.02","1,272.4",866.02,722.83,686.3,680.96,663.85,646.37,458.6,469.33,Upgrade
Total Debt,14.27,19.27,19.27,14.26,14.24,14.23,14.21,14.19,9.36,6.05,Upgrade
Debt Growth,-25.93%,0.01%,35.11%,0.13%,0.12%,0.13%,0.12%,51.67%,54.61%,-0.39%,Upgrade
Common Stock,40.55,39.75,12.23,13.91,13.67,13.44,13.26,13.1,27.56,27.5,Upgrade
Retained Earnings,90.28,76.99,69.29,62.58,54.81,45.67,39.76,34.44,33.56,27.36,Upgrade
Comprehensive Income,-22.47,0.3,3.4,0.72,-1.81,-0.96,-0.86,-1.59,-1.55,-1.3,Upgrade
Shareholders' Equity,108.36,117.04,84.92,77.22,66.67,58.15,52.15,45.95,59.56,53.56,Upgrade
Total Liabilities and Equity,"1,369.38","1,389.44",950.93,800.05,752.97,739.11,716,692.32,518.17,522.89,Upgrade
Net Cash / Debt,52.64,156.73,108.03,31.52,14.37,25.76,26.88,25.14,15.49,25.46,Upgrade
Net Cash / Debt Growth,-66.41%,45.09%,242.69%,119.31%,-44.20%,-4.18%,6.92%,62.33%,-39.16%,2.02%,Upgrade
Book Value Per Share,17.30,18.80,17.48,15.54,13.45,11.76,10.59,9.35,12.15,10.93,Upgrade
