Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Cash & Equivalents,337,486,326,176,296,316,223,257,194.56,149.63,Upgrade
Cash & Cash Equivalents,337,486,326,176,296,316,223,257,194.56,149.63,Upgrade
Cash Growth,-30.66%,49.08%,85.23%,-40.54%,-6.33%,41.70%,-13.23%,32.10%,30.02%,-44.38%,Upgrade
Receivables,4,80,111,14,12,1,29,0,0.86,128.57,Upgrade
"Property, Plant & Equipment",20,27,38,94,0,0,0,0,0,0,Upgrade
Total Assets,"22,398","20,843","16,196","14,905","12,895","12,347","9,245","9,507","9,497.77","8,141.5",Upgrade
Accounts Payable,523,838,447,346,348,395,206,220,289.58,250.79,Upgrade
Total Liabilities,"12,843","11,975","9,020","7,438","5,595","5,249","4,080","4,334","4,214.06","3,237.06",Upgrade
Total Debt,"12,320","11,137","8,573","7,092","5,247","4,854","3,874","4,114","3,924.48","2,986.28",Upgrade
Debt Growth,10.62%,29.91%,20.88%,35.16%,8.10%,25.30%,-5.83%,4.83%,31.42%,35.99%,Upgrade
Common Stock,"9,557","8,553","7,656","7,760","7,173","7,192","5,292","5,318","5,328.37","4,982.78",Upgrade
Retained Earnings,-2,315,-480,-293,127,-94,94,-54,-199.51,-173.83,Upgrade
Comprehensive Income,0,0,0,0,0,0,-221,-91,154.86,95.49,Upgrade
Shareholders' Equity,"9,555","8,868","7,176","7,467","7,300","7,098","5,165","5,173","5,283.72","4,904.44",Upgrade
Total Liabilities and Equity,"22,398","20,843","16,196","14,905","12,895","12,347","9,245","9,507","9,497.77","8,141.5",Upgrade
Net Cash / Debt,"-11,983","-10,651","-8,247","-6,916","-4,951","-4,538","-3,651","-3,857","-3,729.93","-2,836.65",Upgrade
Net Cash Per Share,-23.13,-23.88,-19.45,-16.20,-11.62,-10.68,-11.63,-12.28,-12.23,-10.63,Upgrade
Book Value Per Share,19.19,19.88,16.93,17.49,17.14,16.70,16.45,16.48,17.32,18.37,Upgrade
