Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Cash & Equivalents,455.81,518.03,693.35,212.51,62.14,146.32,264.71,264.59,371.02,233.07,Upgrade
Cash & Cash Equivalents,455.81,518.03,693.35,212.51,62.14,146.32,264.71,264.59,371.02,233.07,Upgrade
Cash Growth,-12.01%,-25.29%,226.28%,242.01%,-57.54%,-44.72%,0.04%,-28.69%,59.19%,25.29%,Upgrade
Receivables,0,0,0,0,0,0,0,0,2.32,10.05,Upgrade
"Property, Plant & Equipment",9.03,8.89,11.23,9.39,11.06,11.96,12.77,11.15,10.81,11.63,Upgrade
Goodwill and Intangibles,3.63,3.74,3.97,15.2,16.5,16.3,17.62,3.65,3.66,3.68,Upgrade
Total Assets,"20,896.11","19,575.03","18,439.25","11,520.72","9,833.43","9,839.56","9,382.74","8,398.21","6,825.37","4,153.17",Upgrade
Total Liabilities,"19,493.15","18,208.81","17,322.16","10,467.92","8,876.61","8,918.59","8,526.86","7,844.3","6,382.23","3,766.55",Upgrade
Total Debt,"1,105.53","1,179.76","5,820.45","1,692.75","1,667.92","2,062.24","1,147.71","1,890.44","1,816.25",784.75,Upgrade
Debt Growth,-6.29%,-79.73%,243.85%,1.49%,-19.12%,79.68%,-39.29%,4.08%,131.44%,64.17%,Upgrade
Common Stock,641.92,665.47,684.27,672.53,662.83,663.25,667.07,437.38,374.85,323.73,Upgrade
Retained Earnings,924.13,705.73,438.58,381.52,316.65,258.08,193.7,124.51,68.42,71.01,Upgrade
Comprehensive Income,-163.1,-4.98,-5.76,-1.25,-22.66,-0.36,-4.89,-7.98,-0.12,-8.12,Upgrade
Shareholders' Equity,"1,402.96","1,366.22","1,117.09","1,052.8",956.82,920.96,855.87,553.9,443.15,386.62,Upgrade
Total Liabilities and Equity,"20,896.11","19,575.03","18,439.25","11,520.72","9,833.43","9,839.56","9,382.74","8,398.21","6,825.37","4,153.17",Upgrade
Net Cash / Debt,-649.73,-661.73,"-5,127.09","-1,480.24","-1,605.78","-1,915.91",-883,"-1,625.85","-1,445.23",-551.68,Upgrade
Book Value Per Share,43.15,42.15,35.35,33.61,30.20,29.89,31.07,20.61,16.57,14.23,Upgrade
