Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,119.2,75,197,84.1,94,77.4,100.4,112.9,102.5,94.1,Upgrade
Cash & Cash Equivalents,119.2,75,197,84.1,94,77.4,100.4,112.9,102.5,94.1,Upgrade
Cash Growth,58.93%,-61.93%,134.24%,-10.53%,21.45%,-22.91%,-11.07%,10.15%,8.93%,21.73%,Upgrade
Receivables,"11,090.1","12,439.2","12,185.3","6,383.6","6,277.9","6,544.9","6,469.7","6,323.5","6,541.1","6,454.3",Upgrade
"Property, Plant & Equipment",451.7,462.7,498,534.1,546.9,504.8,500.6,523.9,531.7,511.9,Upgrade
Goodwill and Intangibles,347.6,352.2,353,351.7,350.3,338.6,335.1,230.9,198.7,200.9,Upgrade
Total Assets,"61,148.5","70,115.6","70,625.8","67,013.4","61,875.6","64,013.1","61,941.5","60,563.6","62,450.2","59,403.6",Upgrade
Accounts Payable,0,0,0,0,0,396.2,406,415.4,73.8,0,Upgrade
Deferred Revenue,365.5,347.5,349.3,363.9,363.3,373.1,363.7,384.2,396.6,413.8,Upgrade
Total Liabilities,"52,413.5","58,699.2","59,754.8","57,048.4","53,253.8","54,438.2","52,973.5","51,899.7","53,928.3","50,744.5",Upgrade
Total Debt,"3,429.8","3,442.2","3,345.7","3,326.6","2,971.3","2,938.3","2,999.4","2,801.4","2,780.6","2,612",Upgrade
Debt Growth,-0.36%,2.88%,0.57%,11.96%,1.12%,-2.04%,7.07%,0.75%,6.45%,-18.66%,Upgrade
Common Stock,-958,-790.9,-772.8,-801,-427.1,-94.8,275,652.6,"1,053.2",320.9,Upgrade
Retained Earnings,"13,141.3","11,853.2","11,269.6","10,728.7","9,863.1","9,542.2","8,744","7,995.2","7,302.3","8,083.2",Upgrade
Comprehensive Income,"-3,448.3",354.1,374.2,37.3,-814.2,127.5,-51,16.1,166.4,255,Upgrade
Shareholders' Equity,"8,735","11,416.4","10,871","9,965","8,621.8","9,574.9","8,968","8,663.9","8,521.9","8,659.1",Upgrade
Total Liabilities and Equity,"61,148.5","70,115.6","70,625.8","67,013.4","61,875.6","64,013.1","61,941.5","60,563.6","62,450.2","59,403.6",Upgrade
Net Cash / Debt,"-3,310.6","-3,367.2","-3,148.7","-3,242.5","-2,877.3","-2,860.9","-2,899","-2,688.5","-2,678.1","-2,517.9",Upgrade
Book Value Per Share,43.91,55.84,53.38,48.31,39.41,42.67,38.63,35.59,33.82,33.16,Upgrade
