Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1998
Cash & Equivalents,22.97,28.06,34.13,46.21,45.49,46.06,35.51,82.83,50.71,54.59,Upgrade
Cash & Cash Equivalents,22.97,28.06,34.13,46.21,45.49,46.06,35.51,82.83,50.71,54.59,Upgrade
Cash Growth,-18.12%,-17.80%,-26.13%,1.57%,-1.24%,29.72%,-57.13%,63.34%,-7.12%,-3.49%,Upgrade
Receivables,16.39,16.29,17.06,16.35,16.99,16.48,16.71,15.99,15.2,15.6,Upgrade
"Property, Plant & Equipment",12.93,14.07,18.88,8.48,5.94,6.62,9.83,6.34,6.35,6.66,Upgrade
Goodwill and Intangibles,0,10.61,13.57,13.58,13.58,31.08,37.64,39.81,41.77,41.39,Upgrade
Total Assets,"1,590.7","1,854.51","1,843.42","1,744.94","1,615.56","1,644.45","1,583.67","1,480.75","1,417.56","1,216.28",Upgrade
Accounts Payable,11.85,16.88,21.04,10.57,9.52,11.04,16.14,14.87,12.84,12.05,Upgrade
Total Liabilities,"1,462.91","1,533.94","1,542.48","1,485.1","1,427.83","1,420.94","1,334.57","1,233.83","1,159.2",970.47,Upgrade
Common Stock,248.53,248.64,255.04,253.69,251.97,251.56,251.56,251.56,251.56,251.56,Upgrade
Retained Earnings,16.31,-45.57,-82.35,-70.97,-69.6,-54.38,-16.25,-18.22,-19.05,-12.54,Upgrade
Comprehensive Income,-137.04,117.49,128.26,77.12,5.37,26.33,13.79,13.59,25.85,6.8,Upgrade
Shareholders' Equity,127.79,320.57,300.95,259.84,187.73,223.51,249.1,246.93,258.36,245.81,Upgrade
Total Liabilities and Equity,"1,590.7","1,854.51","1,843.42","1,744.94","1,615.56","1,644.45","1,583.67","1,480.75","1,417.56","1,216.28",Upgrade
Net Cash / Debt,22.97,28.06,34.13,46.21,45.49,46.06,35.51,82.83,50.71,54.59,Upgrade
Net Cash / Debt Growth,-18.12%,-17.80%,-26.13%,1.57%,-1.24%,29.72%,-57.13%,63.34%,-7.12%,-3.49%,Upgrade
Book Value Per Share,2.56,6.44,5.61,4.87,3.75,4.46,4.97,4.93,5.16,4.91,Upgrade
