Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Cash & Equivalents,"1,007","1,573","1,723","1,249","1,568","1,435","2,229","2,980.3","3,241.3","3,551.5",Upgrade
Cash & Cash Equivalents,"1,007","1,573","1,723","1,249","1,568","1,435","2,229","2,980.3","3,241.3","3,551.5",Upgrade
Cash Growth,-35.98%,-8.71%,37.95%,-20.34%,9.27%,-35.62%,-25.21%,-8.05%,-8.73%,59.43%,Upgrade
Receivables,"12,426","13,635","3,557","3,732","3,843","7,632","7,287","7,653.7","7,116.9","6,702.2",Upgrade
Goodwill and Intangibles,958,169,0,0,0,0,0,250.8,284.4,323.7,Upgrade
Total Assets,"146,606","171,262","180,518","168,990","155,430","222,532","214,585","218,223.5","226,930.7","221,023.2",Upgrade
Accounts Payable,"1,302","1,183",353,"1,373","1,366","1,866",969,"1,485","1,445",769.4,Upgrade
Total Liabilities,"141,609","161,441","169,340","158,829","146,425","211,493","200,617","201,947.7","208,369.2","205,509.2",Upgrade
Total Debt,"3,469","3,476","3,828","3,517","3,677","4,507","5,517","10,416","10,353.8","8,676.3",Upgrade
Debt Growth,-0.20%,-9.20%,8.84%,-4.35%,-18.42%,-18.31%,-47.03%,0.60%,19.33%,7.58%,Upgrade
Common Stock,"6,605","7,463","10,169","10,726","19,338","19,997","20,816","21,417.2","22,845.7","23,566.3",Upgrade
Retained Earnings,-201,"-1,310","-4,957","-4,718","-11,732","-12,719","-9,742","-9,406.3","-9,803.2","-12,143.2",Upgrade
Comprehensive Income,"-3,055","2,100","4,898","3,331",607,"2,731","1,921","1,424.9","3,103.7","1,849.1",Upgrade
Shareholders' Equity,"3,349","8,253","10,110","9,339","8,213","10,009","12,995","13,435.8","16,146.2","13,272.2",Upgrade
Total Liabilities and Equity,"144,958","169,694","179,450","168,168","154,638","221,502","213,612","215,383.5","224,515.4","218,781.4",Upgrade
Net Cash / Debt,"-2,462","-1,903","-2,105","-2,268","-2,109","-3,072","-3,288","-7,435.7","-7,112.5","-5,124.8",Upgrade
Book Value Per Share,34.46,74.36,80.07,69.28,52.81,55.68,66.77,62.40,65.56,50.89,Upgrade
