Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,13.36,24.76,15.6,25.05,8.2,20.75,22.06,32.84,111.9,139.32,Upgrade
Short-Term Investments,5.96,0,0,0,37.96,8.21,8.38,31.02,25.26,38.25,Upgrade
Cash & Cash Equivalents,19.31,24.76,15.6,25.05,46.16,28.96,30.44,63.86,137.16,177.57,Upgrade
Cash Growth,-22.02%,58.73%,-37.73%,-45.72%,59.36%,-4.86%,-52.33%,-53.44%,-22.76%,-3.20%,Upgrade
Other Current Assets,2.11,5.51,0.46,1.3,0.58,4.64,2.11,5.81,1.68,1.56,Upgrade
Total Current Assets,21.42,30.28,16.06,26.35,46.74,33.61,32.55,69.67,138.84,179.13,Upgrade
"Property, Plant & Equipment",1.29,1.56,1.79,2.1,0.81,1.51,1.87,2.15,0.12,0.14,Upgrade
Long-Term Investments,14.55,21.97,50.4,77.13,95.59,141.03,197.11,183.99,177.41,162.8,Upgrade
Other Long-Term Assets,0.43,0.22,0.78,2,2.61,0.32,0.3,1.04,2.08,3.93,Upgrade
Total Long-Term Assets,16.27,23.75,52.97,81.23,99,142.86,199.28,187.18,179.61,166.87,Upgrade
Total Assets,37.69,54.03,69.04,107.58,145.74,176.46,231.83,256.84,318.45,346,Upgrade
Accounts Payable,0.02,0.04,0.06,0.04,0.17,0.16,0.14,0.29,0.23,0.25,Upgrade
Current Debt,0.43,0.38,0.33,0.4,27.16,40.49,0,0,0,0.47,Upgrade
Other Current Liabilities,1.37,1.32,3.09,1.99,5.62,5.17,5.72,6.13,6.33,7.46,Upgrade
Total Current Liabilities,1.82,1.73,3.47,2.43,32.94,45.81,5.86,6.42,6.56,8.17,Upgrade
Long-Term Debt,1.25,1.68,2.05,2.38,43.01,45.32,52.56,50.96,50.56,49.48,Upgrade
Other Long-Term Liabilities,0.05,0.05,0.64,1.03,2.8,3.54,3.63,3.97,3.51,3.68,Upgrade
Total Long-Term Liabilities,1.3,1.73,2.69,3.41,45.82,48.86,56.19,54.92,54.07,53.16,Upgrade
Total Liabilities,3.12,3.46,6.16,5.84,78.76,94.67,62.05,61.34,60.63,61.34,Upgrade
Total Debt,1.68,2.05,2.38,2.78,70.17,85.81,52.56,50.96,50.56,49.95,Upgrade
Debt Growth,-18.27%,-13.74%,-14.36%,-96.04%,-18.22%,63.25%,3.15%,0.78%,1.23%,1.95%,Upgrade
Common Stock,758.5,760.23,799.54,798.99,798.08,797.39,797.11,800.02,802.57,824.26,Upgrade
Retained Earnings,-723.9,-709.64,-736.64,-697.22,-731.11,-715.48,-626.9,-604.27,-544.75,-539.6,Upgrade
Comprehensive Income,-0.03,-0.03,-0.03,-0.03,0,-0.11,-0.43,-0.25,0,0,Upgrade
Shareholders' Equity,34.58,50.57,62.88,101.74,66.98,81.8,169.78,195.51,257.83,284.66,Upgrade
Total Liabilities and Equity,37.69,54.03,69.04,107.58,145.74,176.46,231.83,256.84,318.45,346,Upgrade
Net Cash / Debt,17.63,22.71,13.22,22.27,-24.02,-56.84,-22.12,12.9,86.6,127.62,Upgrade
Net Cash / Debt Growth,-22.35%,71.78%,-40.64%,-,-,-,-,-85.10%,-32.14%,-5.07%,Upgrade
Net Cash Per Share,1.08,1.15,0.64,1.08,-1.17,-2.78,-1.09,0.62,4.13,5.97,Upgrade
Working Capital,19.61,28.54,12.59,23.92,13.8,-12.2,26.69,63.25,132.29,170.96,Upgrade
Book Value Per Share,2.12,2.55,3.03,4.93,3.26,4.00,8.35,9.37,12.29,13.33,Upgrade
