Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Cash & Equivalents,22.96,41.1,31.5,22.17,34.89,34.19,34.07,48.51,32.87,30.07,Upgrade
Cash & Cash Equivalents,22.96,41.1,31.5,22.17,34.89,34.19,34.07,48.51,32.87,30.07,Upgrade
Cash Growth,-44.13%,30.46%,42.11%,-36.47%,2.07%,0.34%,-29.76%,47.57%,9.33%,12.10%,Upgrade
"Property, Plant & Equipment",17.5,17.43,18.05,18.57,13.35,12.73,11.69,12.11,13.01,13.12,Upgrade
Goodwill and Intangibles,13.74,13.77,11.94,11.94,11.94,11.94,11.94,11.94,11.94,12.61,Upgrade
Total Assets,"1,363.87","1,335.56","1,282.73","1,171.18","1,160.68","1,167.66","1,153.78","1,148.5","1,089.26","1,056.04",Upgrade
Total Liabilities,"1,257.7","1,219.01","1,178.33","1,072.57","1,062.7","1,072.55","1,058.39","1,029.52",974.86,942.73,Upgrade
Total Debt,138.37,72.84,114.08,100.57,108.18,115.7,78.65,117.06,93.97,79.64,Upgrade
Debt Growth,89.98%,-36.15%,13.43%,-7.03%,-6.50%,47.12%,-32.82%,24.58%,17.99%,90.78%,Upgrade
Common Stock,63.21,63.06,62.96,63.03,65.47,67.74,70.97,91.88,91.69,91.63,Upgrade
Retained Earnings,65.49,60.01,54.64,51.76,46.73,40.31,36,34.65,29.62,27.56,Upgrade
Comprehensive Income,-22.52,-6.51,-13.2,-16.17,-14.23,-12.95,-11.58,-7.56,-6.9,-5.88,Upgrade
Shareholders' Equity,106.18,116.55,104.4,98.61,97.98,95.1,95.4,118.97,114.41,113.31,Upgrade
Total Liabilities and Equity,"1,363.87","1,335.56","1,282.73","1,171.18","1,160.68","1,167.66","1,153.78","1,148.5","1,089.26","1,056.04",Upgrade
Net Cash / Debt,-115.41,-31.74,-82.58,-78.41,-73.28,-81.51,-44.57,-68.55,-61.09,-49.57,Upgrade
Net Cash Per Share,-6.73,-1.85,-4.84,-4.50,-4.06,-4.38,-2.35,-3.62,-3.23,-2.60,Upgrade
Book Value Per Share,6.21,6.83,6.12,5.68,5.46,5.14,5.05,6.31,6.09,5.98,Upgrade
