Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,31.92,61.33,94.5,67.11,57.95,42.12,23.53,44.07,34.17,47.72,Upgrade
Cash & Cash Equivalents,31.92,61.33,94.5,67.11,57.95,42.12,23.53,44.07,34.17,47.72,Upgrade
Cash Growth,-47.95%,-35.10%,40.81%,15.80%,37.58%,79.02%,-46.61%,28.99%,-28.40%,-19.29%,Upgrade
"Property, Plant & Equipment",24.44,25.12,28.21,29.22,27.64,26.43,18.34,12.08,9.76,8.93,Upgrade
Goodwill and Intangibles,7.8,8.07,8.41,8.83,9.31,0,0,0,0,0,Upgrade
Total Assets,994.67,958.3,890.51,788.74,791.94,625.58,606.89,575.78,572.61,569.8,Upgrade
Total Liabilities,909.53,868.24,803.83,703.99,712.5,549.37,530.65,498.75,497.45,499.71,Upgrade
Total Debt,30.76,20.7,10.02,10.03,0.53,25.59,25.12,12.35,5.44,6.23,Upgrade
Debt Growth,48.63%,106.64%,-0.08%,1802.28%,-97.94%,1.89%,103.33%,127.26%,-12.76%,876.65%,Upgrade
Common Stock,-12.08,-8.09,-7.99,-7.96,-6.85,-9.6,-9.92,-10.2,-11.25,-11.65,Upgrade
Retained Earnings,104.46,98.43,94.72,92.76,88.67,86.67,87.43,86.69,84.58,81.21,Upgrade
Comprehensive Income,-7.24,-0.28,-0.05,-0.05,-2.38,-0.87,-1.28,0.54,1.83,0.53,Upgrade
Shareholders' Equity,85.14,90.06,86.68,84.75,79.44,76.21,76.24,77.03,75.16,70.1,Upgrade
Total Liabilities and Equity,994.67,958.3,890.51,788.74,791.94,625.58,606.89,575.78,572.61,569.8,Upgrade
Net Cash / Debt,1.16,40.63,84.48,57.09,57.43,16.53,-1.59,31.72,28.73,41.49,Upgrade
Net Cash / Debt Growth,-97.15%,-51.91%,48.00%,-0.59%,247.40%,-,-,10.40%,-30.75%,-29.06%,Upgrade
Net Cash Per Share,-,-,-,-,-,-,-,-,-,6.89,Upgrade
Book Value Per Share,14.65,14.48,14.03,13.62,12.62,12.54,12.62,12.75,12.46,11.63,Upgrade
