Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2005
Cash & Equivalents,993.56,"1,421.45","1,300.52","1,506.57",904.18,889.5,791.83,777.71,508.8,358.43,Upgrade
Cash & Cash Equivalents,993.56,"1,421.45","1,300.52","1,506.57",904.18,889.5,791.83,777.71,508.8,358.43,Upgrade
Cash Growth,-30.10%,9.30%,-13.68%,66.62%,1.65%,12.33%,1.82%,52.85%,41.95%,41.00%,Upgrade
Receivables,663.24,664.51,558.57,499.27,473.43,327.6,221.5,208.24,178.72,169.49,Upgrade
Other Current Assets,91.17,57.45,66.51,75.94,57.48,50.03,42.33,77.33,81.94,96.35,Upgrade
Total Current Assets,"1,747.97","2,143.41","1,925.6","2,081.78","1,435.09","1,267.13","1,055.67","1,063.27",769.46,624.27,Upgrade
"Property, Plant & Equipment",180.44,211.3,233.78,257.11,90.88,94.44,95.59,98.93,94.07,85.59,Upgrade
Long-Term Investments,214.39,218.76,190.9,0,0,0,0,0,0,0,Upgrade
Goodwill and Intangibles,"2,788.19","2,829.73","1,800.77","1,824.36","1,826.56","1,882.46","1,903.49","1,957.11","1,998.53","2,408.87",Upgrade
Other Long-Term Assets,66.55,103.5,47.61,41.19,35.42,31.65,27.83,27.68,20.47,17.39,Upgrade
Total Long-Term Assets,"3,249.56","3,363.29","2,273.05","2,122.66","1,952.86","2,008.54","2,026.91","2,083.72","2,113.08","2,511.85",Upgrade
Total Assets,"4,997.54","5,506.7","4,198.65","4,204.44","3,387.95","3,275.67","3,082.58","3,146.99","2,882.53","3,136.12",Upgrade
Accounts Payable,15.04,13.45,14.25,6.5,3.89,1.61,0.57,2.51,2.84,1.2,Upgrade
Deferred Revenue,882.89,824.91,675.87,574.66,537.98,374.37,334.36,317.55,310.78,319.74,Upgrade
Current Debt,8.71,0,0,0,0,0,0,0,0,19.77,Upgrade
Other Current Liabilities,343.89,412.58,331.65,319.63,267.14,231.69,201.64,178.05,159.3,162.34,Upgrade
Total Current Liabilities,"1,250.53","1,250.94","1,021.77",900.79,809.01,607.67,536.57,498.12,472.91,503.04,Upgrade
Long-Term Debt,"4,634.81","4,311.45","3,519.12","3,236.07","2,575.5","2,078.09","2,075.2","1,579.4",788.36,788.01,Upgrade
Other Long-Term Liabilities,120.13,107.78,100.99,144.3,169.94,188.89,153.2,167.98,188.43,280.72,Upgrade
Total Long-Term Liabilities,"4,754.93","4,419.23","3,620.11","3,380.37","2,745.44","2,266.99","2,228.4","1,747.38",976.79,"1,068.73",Upgrade
Total Liabilities,"6,005.46","5,670.17","4,641.88","4,281.15","3,554.45","2,874.66","2,764.97","2,245.5","1,449.7","1,571.77",Upgrade
Total Debt,"4,643.52","4,311.45","3,519.12","3,236.07","2,575.5","2,078.09","2,075.2","1,579.4",788.36,807.78,Upgrade
Debt Growth,7.70%,22.52%,8.75%,25.65%,23.94%,0.14%,31.39%,100.34%,-2.40%,-5.49%,Upgrade
Common Stock,"-4,420.91","-3,081.19","-2,938.67","-2,213.43","-1,965.05","-1,055.85",-943.88,-221.23,435.11,806.02,Upgrade
Retained Earnings,"3,473.19","2,976.52","2,554.3","2,199.29","1,856.95","1,505.2","1,322.22","1,158.46","1,022.7",758.98,Upgrade
Comprehensive Income,-60.21,-58.8,-58.86,-62.58,-58.4,-48.35,-60.74,-35.75,-24.97,-0.65,Upgrade
Shareholders' Equity,"-1,007.93",-163.47,-443.23,-76.71,-166.49,401.01,317.61,901.49,"1,432.83","1,564.35",Upgrade
Total Liabilities and Equity,"4,997.54","5,506.7","4,198.65","4,204.44","3,387.95","3,275.67","3,082.58","3,146.99","2,882.53","3,136.12",Upgrade
Net Cash / Debt,"-3,649.96","-2,890","-2,218.6","-1,729.5","-1,671.33","-1,188.59","-1,283.37",-801.7,-279.56,-449.35,Upgrade
Net Cash Per Share,-44.94,-34.62,-26.25,-20.22,-18.63,-12.93,-13.29,-7.29,-2.40,-3.71,Upgrade
Working Capital,497.45,892.47,903.83,"1,180.99",626.08,659.46,519.1,565.16,296.55,121.23,Upgrade
Book Value Per Share,-12.48,-1.98,-5.29,-0.91,-1.91,4.44,3.31,8.26,12.38,13.03,Upgrade
