Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1997
Cash & Equivalents,151.89,166.69,221.69,45.98,67.4,45.6,58.04,25.9,28.7,21.14,Upgrade
Cash & Cash Equivalents,151.89,166.69,221.69,45.98,67.4,45.6,58.04,25.9,28.7,21.14,Upgrade
Cash Growth,-8.88%,-24.81%,382.16%,-31.79%,47.82%,-21.44%,124.14%,-9.78%,35.75%,-24.16%,Upgrade
"Property, Plant & Equipment",5.14,7.79,5.12,5.77,3.86,3.53,3.43,3.61,3.78,3.55,Upgrade
Total Assets,"1,820.17","1,495.59","1,477",880.55,665.03,481.43,436.11,351.29,315.59,255.75,Upgrade
Total Liabilities,"1,680.93","1,370.26","1,366.79",799.88,619.47,441.16,396.82,312.98,281.08,232.88,Upgrade
Total Debt,129.33,109.39,231.83,46.71,35.09,19.14,19.06,20.31,20.06,22.26,Upgrade
Debt Growth,18.23%,-52.81%,396.30%,33.11%,83.32%,0.42%,-6.14%,1.27%,-9.88%,44.56%,Upgrade
Common Stock,80.19,81.42,83.64,83.57,58.38,57.4,57.06,56.86,56.62,44.98,Upgrade
Retained Earnings,61.1,44.08,26.48,-2.93,-12.75,-17.09,-17.77,-18.54,-22.16,-22.22,Upgrade
Comprehensive Income,-2.04,-0.17,0.1,0.03,-0.07,-0.05,0,-0.01,0.05,0.1,Upgrade
Shareholders' Equity,139.25,125.33,110.21,80.66,45.56,40.26,39.29,38.31,34.51,22.86,Upgrade
Total Liabilities and Equity,"1,820.17","1,495.59","1,477",880.55,665.03,481.43,436.11,351.29,315.59,255.75,Upgrade
Net Cash / Debt,22.55,57.3,-10.14,-0.73,32.31,26.45,38.98,5.58,8.65,-1.11,Upgrade
Net Cash / Debt Growth,-60.64%,-,-,-,22.14%,-32.13%,598.03%,-35.41%,-,-,Upgrade
Book Value Per Share,21.47,19.05,16.79,15.11,10.60,9.57,13.50,13.14,11.99,7.95,Upgrade
