Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,"1,264","1,139",900,767,784,657,777,544,591,433,Upgrade
Cash & Cash Equivalents,"1,264","1,139",900,767,784,657,777,544,591,433,Upgrade
Cash Growth,10.97%,26.56%,17.34%,-2.17%,19.33%,-15.44%,42.83%,-7.95%,36.49%,-11.09%,Upgrade
Receivables,"3,290","2,943","2,692","2,651","2,375","2,258","2,325","2,218","2,177","2,125",Upgrade
"Property, Plant & Equipment",202,205,213,207,195,185,183,185,194,210,Upgrade
Total Assets,"29,732","31,387","27,542","25,408","21,935","21,843","20,386","18,888","18,748","17,662",Upgrade
Deferred Revenue,"3,689","3,271","2,960","2,788","2,516","2,404","2,307","2,201","2,082","1,976",Upgrade
Total Liabilities,"19,170","18,282","16,753","15,544","14,102","13,600","13,326","12,461","12,175","11,592",Upgrade
Total Debt,891,897,899,885,866,851,846,856,871,939,Upgrade
Debt Growth,-0.67%,-0.22%,1.58%,2.19%,1.76%,0.59%,-1.17%,-1.72%,-7.24%,0.86%,Upgrade
Common Stock,-535,-168,-65,159,186,275,330,321,324,298,Upgrade
Retained Earnings,"11,711","12,625","10,085","9,257","7,625","5,180","5,037","4,762","4,505","4,268",Upgrade
Comprehensive Income,-614,648,769,448,22,"2,788","1,693","1,344","1,744","1,504",Upgrade
Shareholders' Equity,"10,562","13,105","10,789","9,864","7,833","8,243","7,060","6,427","6,573","6,070",Upgrade
Total Liabilities and Equity,"29,732","31,387","27,542","25,408","21,935","21,843","20,386","18,888","18,748","17,662",Upgrade
Net Cash / Debt,373,242,1,-118,-82,-194,-69,-312,-280,-506,Upgrade
Net Cash / Debt Growth,54.13%,24100.00%,-,-,-,-,-,-,-,-,Upgrade
Book Value Per Share,67.19,81.33,67.06,60.38,48.13,50.24,42.85,39.22,40.20,37.05,Upgrade
