Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1995
Cash & Equivalents,61.02,75.59,47.54,31.23,134.56,58.97,63.41,57.35,128.91,115.31,Upgrade
Cash & Cash Equivalents,61.02,75.59,47.54,31.23,134.56,58.97,63.41,57.35,128.91,115.31,Upgrade
Cash Growth,-19.28%,59.01%,52.24%,-76.79%,128.18%,-7.01%,10.58%,-55.51%,11.79%,17.53%,Upgrade
"Property, Plant & Equipment",17.41,19.96,22.99,5.06,2.97,5.43,5.98,7.08,7.83,8.6,Upgrade
Total Assets,735.31,676.75,578.77,563.71,693.91,687.86,739.05,675.78,639.84,638.28,Upgrade
Total Liabilities,680.23,624.45,529.88,516.58,641.94,640.46,687.17,622.14,588.67,581.54,Upgrade
Total Debt,30.34,53.23,31.73,21.4,38.4,49.4,68.4,83.4,70.4,76.4,Upgrade
Debt Growth,-42.99%,67.76%,48.23%,-44.27%,-22.27%,-27.78%,-17.98%,18.47%,-7.85%,75.93%,Upgrade
Common Stock,105.25,98.13,100.25,100.28,100.24,100.24,100.23,100.23,100.88,100.61,Upgrade
Retained Earnings,-43.5,-42.66,-52.29,-52.2,-45.54,-50.9,-48.05,-45.54,-44.57,-44.44,Upgrade
Comprehensive Income,-6.66,-3.18,0.93,-0.94,-2.73,-1.94,-0.31,-1.05,-4.77,0.56,Upgrade
Shareholders' Equity,55.09,52.3,48.89,47.14,51.97,47.4,51.88,53.65,51.54,56.74,Upgrade
Total Liabilities and Equity,735.31,676.75,578.77,563.71,693.91,687.86,739.05,675.78,640.21,638.28,Upgrade
Net Cash / Debt,30.68,22.37,15.81,9.83,96.16,9.57,-4.99,-26.06,58.51,38.91,Upgrade
Net Cash / Debt Growth,37.15%,41.43%,60.96%,-89.78%,905.17%,-,-,-,50.36%,-28.85%,Upgrade
Book Value Per Share,14.48,17.08,13.22,12.74,14.06,12.82,14.04,14.51,13.95,15.35,Upgrade
