Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2011
Cash & Equivalents,550.85,195.09,195.28,144.59,96.52,142.24,74.26,88.18,59.8,124.04,Upgrade
Cash & Cash Equivalents,550.85,195.09,195.28,144.59,96.52,142.24,74.26,88.18,59.8,124.04,Upgrade
Cash Growth,182.36%,-0.10%,35.05%,49.80%,-32.14%,91.54%,-15.79%,47.46%,-51.79%,13.47%,Upgrade
Receivables,"1,678.4","1,335.21","1,098.46",826.8,643.46,539.39,449.87,489.73,340.87,0,Upgrade
"Property, Plant & Equipment",0,0,0,0,0,0,0,206.16,131.31,97.4,Upgrade
Goodwill and Intangibles,303.62,301.86,317.45,147.12,143.68,155.58,166.43,186.11,212.15,9.51,Upgrade
Total Assets,"4,039.56","3,599.15","2,995.76","2,198.29","1,864.92","1,989.74","2,890.05","2,494.97","8,204.85","6,872.27",Upgrade
Accounts Payable,305.1,265.57,224.66,143.87,117.6,90.55,70.59,65.84,32.7,0,Upgrade
Deferred Revenue,"2,006.59","1,658.82","1,259.9",849.59,675.2,560.19,467.21,452.78,345.22,0,Upgrade
Total Liabilities,"3,505.99","3,198.97","2,622.22","1,786.87","1,465.66","1,592.97","2,499.91","2,097.28","7,803.23","6,475.38",Upgrade
Total Debt,259.37,393.35,366.25,374.45,354.08,346.08,554.87,666.95,363.2,269.59,Upgrade
Debt Growth,-34.06%,7.40%,-2.19%,5.75%,2.31%,-37.63%,-16.81%,83.63%,34.72%,37.80%,Upgrade
Common Stock,382.68,317.49,315.05,326.18,331.93,261.03,254.9,297.11,271.13,83.86,Upgrade
Retained Earnings,54.11,68.15,35.42,70.19,57.23,38.08,37.97,15.85,13.38,15.09,Upgrade
Comprehensive Income,-39.43,-2.69,5.67,1.7,-2.06,0.97,0.56,-0.11,-0.05,0.03,Upgrade
Shareholders' Equity,397.37,382.95,356.14,398.06,387.1,300.08,293.43,312.84,284.46,98.98,Upgrade
Total Liabilities and Equity,"3,903.36","3,581.92","2,978.37","2,184.93","1,852.76","1,893.05","2,793.34","2,410.12","8,087.7","6,574.35",Upgrade
Net Cash / Debt,291.48,-198.26,-170.97,-229.86,-257.56,-203.84,-480.61,-578.77,-303.4,-145.55,Upgrade
Net Cash Per Share,8.20,-5.89,-5.05,-6.65,-7.42,-5.46,-15.13,-17.43,-18.09,-14.20,Upgrade
Book Value Per Share,11.18,11.53,10.52,11.51,11.15,10.30,9.25,9.42,16.96,9.66,Upgrade
