Year,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011 - 1995
Cash & Equivalents,457.7,380.99,70.22,84.24,72.84,57.36,51.07,46.3,49.98,48.83,Upgrade
Cash & Cash Equivalents,457.7,380.99,70.22,84.24,72.84,57.36,51.07,46.3,49.98,48.83,Upgrade
Cash Growth,20.13%,442.56%,-16.64%,15.65%,27.00%,12.31%,10.31%,-7.37%,2.35%,11.65%,Upgrade
"Property, Plant & Equipment",46.22,42.61,40.63,30.45,27.62,26.94,27.44,28.49,29.15,28.9,Upgrade
Goodwill and Intangibles,23.79,23.82,23.53,23.73,24.16,24.57,24.98,25.63,26.14,26.5,Upgrade
Total Assets,"4,027.95","3,688.64","3,184.28","2,988.33","2,760.47","2,605.24","2,446.19","2,217.42","2,163.7","2,022.8",Upgrade
Total Liabilities,"3,656.77","3,354.24","2,882.55","2,718.75","2,510.86","2,372.39","2,232.22","2,016.49","1,971.54","1,846.97",Upgrade
Total Debt,70.17,87.7,236.35,353.66,244.97,233.84,180.17,90.42,104.78,91.68,Upgrade
Debt Growth,-19.99%,-62.89%,-33.17%,44.37%,4.76%,29.78%,99.26%,-13.70%,14.29%,-28.54%,Upgrade
Common Stock,316.76,293.31,274.87,254.14,229.3,211.04,189.8,178.63,169.07,158.04,Upgrade
Retained Earnings,54.08,41.9,33.22,29.26,28.82,28.64,32.14,29.46,27.46,26.25,Upgrade
Comprehensive Income,0.35,-0.82,-6.36,-13.81,-8.51,-6.83,-7.97,-7.17,-4.37,-8.46,Upgrade
Shareholders' Equity,371.19,334.39,301.73,269.58,249.6,232.85,213.97,200.93,192.15,175.83,Upgrade
Total Liabilities and Equity,"4,027.95","3,688.64","3,184.28","2,988.33","2,760.47","2,605.24","2,446.19","2,217.42","2,163.7","2,022.8",Upgrade
Net Cash / Debt,387.53,293.29,-166.13,-269.42,-172.13,-176.48,-129.11,-44.13,-54.8,-42.85,Upgrade
Net Cash / Debt Growth,32.13%,-,-,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,23.41,17.86,-10.15,-16.52,-10.62,-10.97,-8.11,-2.78,-3.47,-2.73,Upgrade
Book Value Per Share,22.50,20.38,18.48,16.63,15.50,14.56,13.49,12.71,12.21,11.22,Upgrade
