Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Cash & Equivalents,43.28,35.65,36.69,43.7,44.78,36.69,32.44,28.09,21.83,22.32,Upgrade
Cash & Cash Equivalents,43.28,35.65,36.69,43.7,44.78,36.69,32.44,28.09,21.83,22.32,Upgrade
Cash Growth,21.40%,-2.83%,-16.04%,-2.41%,22.02%,13.11%,15.48%,28.69%,-2.17%,-42.47%,Upgrade
"Property, Plant & Equipment",27.1,27.67,24.41,19.24,13.01,11.27,11.67,20.92,21.48,22.02,Upgrade
Goodwill and Intangibles,10.62,10.84,11.05,11.26,11.58,8.63,8.97,9.32,9.66,10.01,Upgrade
Total Assets,"2,093.73","1,721.39","1,764.63","1,222.58","1,034.41",891.13,796.52,749.95,713.13,660.46,Upgrade
Total Liabilities,"1,942.16","1,541.02","1,607.06","1,101.32",934.16,798.02,709.94,655.59,626.05,578.2,Upgrade
Total Debt,396.72,271.94,508.1,248.18,112.23,120.63,123.99,111.72,86.45,96.36,Upgrade
Debt Growth,45.88%,-46.48%,104.73%,121.13%,-6.96%,-2.72%,10.98%,29.24%,-10.29%,68.63%,Upgrade
Common Stock,16.72,21.29,22.91,22.53,21.91,21.37,21.14,37.39,36.05,37.92,Upgrade
Retained Earnings,161.93,150.19,123.16,91.23,76.52,67.58,59.5,52.76,47.18,42.87,Upgrade
Comprehensive Income,-27.08,8.9,11.21,7.3,0.38,4.16,5.94,4.21,3.85,1.47,Upgrade
Shareholders' Equity,151.57,180.38,157.27,121.05,98.81,93.12,86.58,94.36,87.08,82.25,Upgrade
Total Liabilities and Equity,"2,093.73","1,721.39","1,764.33","1,222.38","1,032.97",891.13,796.52,749.95,713.13,660.46,Upgrade
Net Cash / Debt,-353.44,-236.29,-471.41,-204.48,-67.46,-83.93,-91.55,-83.63,-64.62,-74.05,Upgrade
Net Cash Per Share,-49.49,-32.94,-66.14,-28.73,-9.48,-11.93,-13.25,-12.40,-9.66,-10.88,Upgrade
Book Value Per Share,21.47,25.38,22.25,17.43,14.59,13.99,13.12,14.69,13.67,12.64,Upgrade
