Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1999
Cash & Equivalents,352.42,608.97,391.85,121.68,155.38,153.83,147.24,164.36,158.32,179.36,Upgrade
Cash & Cash Equivalents,352.42,608.97,391.85,121.68,155.38,153.83,147.24,164.36,158.32,179.36,Upgrade
Cash Growth,-42.13%,55.41%,222.04%,-21.69%,1.01%,4.48%,-10.42%,3.82%,-11.73%,-34.40%,Upgrade
"Property, Plant & Equipment",22.85,24.79,26.43,26.07,27.75,26.66,28.7,29.83,30.91,14.22,Upgrade
Goodwill and Intangibles,18.4,18.48,17.82,18.83,20.7,22.76,23.45,13.45,15.85,8,Upgrade
Total Assets,"7,378.26","6,858.59","6,201.89","5,538.18","5,502.22","5,210.49","4,701.35","4,234.52","4,232.44","3,054.38",Upgrade
Total Liabilities,"6,740.75","6,215.17","5,624.84","4,974.92","4,949.65","4,648.01","4,170.32","3,740.6","3,779.06","2,654.3",Upgrade
Total Debt,479.41,352.51,268.97,208.38,172.81,267.27,333.98,188.7,168.54,127.55,Upgrade
Debt Growth,36.00%,31.06%,29.08%,20.58%,-35.34%,-19.97%,76.99%,11.96%,32.14%,49.45%,Upgrade
Common Stock,456.96,455.08,459.35,459.33,461.11,493.77,491.69,487.81,485.3,482.67,Upgrade
Retained Earnings,269.54,196.78,114.62,100.55,97.54,70.58,41.73,6.42,-32.38,-73.21,Upgrade
Comprehensive Income,-88.99,-8.44,3.08,3.38,-6.08,-1.87,-2.39,-0.32,0.46,-9.38,Upgrade
Shareholders' Equity,637.52,643.42,577.04,563.27,552.57,562.48,531.03,493.92,453.39,400.08,Upgrade
Total Liabilities and Equity,"7,378.26","6,858.59","6,201.89","5,538.18","5,502.22","5,210.49","4,701.35","4,234.52","4,232.44","3,054.38",Upgrade
Net Cash / Debt,-126.99,256.46,122.88,-86.7,-17.43,-113.44,-186.74,-24.34,-10.22,51.81,Upgrade
Net Cash / Debt Growth,-,108.71%,-,-,-,-,-,-,-,-72.45%,Upgrade
Net Cash Per Share,-4.18,8.42,4.06,-2.82,-0.54,-3.52,-5.83,-0.76,-0.32,1.63,Upgrade
Book Value Per Share,21.04,21.17,19.06,18.33,17.31,17.54,16.65,15.54,14.30,12.66,Upgrade
