Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1988
Cash & Equivalents,172.08,"1,010.49",143.66,56.91,157.4,163.28,151.16,89.85,82.26,65.93,Upgrade
Short-Term Investments,54.91,59.74,64.92,75.77,87.69,96.69,100.57,101.91,113.88,121.6,Upgrade
Cash & Cash Equivalents,226.99,"1,070.23",208.58,132.68,245.09,259.98,251.73,191.76,196.14,187.53,Upgrade
Cash Growth,-78.79%,413.11%,57.20%,-45.86%,-5.73%,3.28%,31.27%,-2.23%,4.59%,-26.17%,Upgrade
Other Current Assets,0,0,0,0,814.53,709.12,624.32,546.7,439.98,347.89,Upgrade
Total Current Assets,226.99,"1,070.23",208.58,132.68,"1,059.62",969.1,876.05,738.46,636.12,535.42,Upgrade
"Property, Plant & Equipment",9.61,11.27,9.67,5.58,6.59,6.94,7.8,8.25,9.14,10.08,Upgrade
Long-Term Investments,61.71,66.97,72.16,82.71,87.69,96.69,100.57,101.91,113.88,121.6,Upgrade
Intangible Assets,1.29,2.06,2.11,3.29,3.84,4.15,1.73,2.21,2.8,3.54,Upgrade
Total Long-Term Assets,72.6,80.3,83.94,91.58,98.12,107.78,110.11,112.37,125.81,135.22,Upgrade
Total Assets,"1,582.76","2,174.4","1,257.64","1,153.86","1,157.74","1,076.87",986.15,850.83,761.93,670.64,Upgrade
Current Debt,0,0,12.44,0,0,0,0,2.35,2.98,0.63,Upgrade
Total Current Liabilities,0,0,12.44,0,0,0,0,2.35,2.98,0.63,Upgrade
Long-Term Debt,19.45,36.11,46.88,30.15,39.56,44.5,54.53,40.18,52.82,38.05,Upgrade
Other Long-Term Liabilities,-19.45,-36.11,-34.44,-30.15,0,0,0,0,0,0,Upgrade
Total Long-Term Liabilities,0,0,12.44,0,39.56,44.5,54.53,40.18,52.82,38.05,Upgrade
Total Liabilities,"1,334.44",0,"1,092.9",0,"1,019.31",954.08,869.56,737.99,649.87,556.84,Upgrade
Total Debt,19.45,36.11,46.88,30.15,39.56,44.5,54.53,42.53,55.81,38.67,Upgrade
Debt Growth,-46.14%,-22.96%,55.47%,-23.79%,-11.10%,-18.39%,28.22%,-23.79%,44.31%,-29.27%,Upgrade
Common Stock,7.44,8.15,8.2,9.04,8.94,8.83,9.32,9.59,10.14,10.45,Upgrade
Retained Earnings,202.98,161.13,89.96,67.58,54.24,38.14,26.16,19.03,12.29,12.52,Upgrade
Comprehensive Income,-0.85,-1.31,-1.72,-1.14,-1.76,-1.63,-1.91,-1.29,-1.28,-1.91,Upgrade
Shareholders' Equity,248.32,232.39,164.74,153.58,138.43,122.8,116.59,112.84,112.07,113.8,Upgrade
Total Liabilities and Equity,"1,582.76","2,174.4","1,257.64","1,153.86","1,157.74","1,076.87",986.15,850.83,761.93,670.64,Upgrade
Net Cash / Debt,207.54,"1,034.12",161.7,102.53,205.53,215.47,197.2,149.23,140.33,148.86,Upgrade
Net Cash / Debt Growth,-79.93%,539.53%,57.71%,-50.11%,-4.62%,9.27%,32.14%,6.34%,-5.73%,-25.32%,Upgrade
Net Cash Per Share,26.26,123.69,17.98,11.20,22.51,24.07,20.79,14.95,13.49,14.30,Upgrade
Working Capital,226.99,"1,070.23",196.14,132.68,"1,059.62",969.1,876.05,736.11,633.13,534.8,Upgrade
Book Value Per Share,31.81,28.08,18.60,17.00,15.54,13.80,12.31,11.31,10.77,10.93,Upgrade
