Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2006
Cash & Equivalents,49.12,32.63,31.92,55.25,54.18,51.53,24.48,20.33,60.43,34.7,Upgrade
Cash & Cash Equivalents,49.12,32.63,31.92,55.25,54.18,51.53,24.48,20.33,60.43,34.7,Upgrade
Cash Growth,50.54%,2.22%,-42.22%,1.97%,5.15%,110.49%,20.41%,-66.36%,74.15%,-45.37%,Upgrade
Receivables,83.11,91.61,0,0,1.2,2.38,1.99,9.9,23.13,0,Upgrade
Total Assets,"4,241.89","3,690.29","2,769.36","2,711.55","2,553.43","2,265.4","2,072.35","1,878.93","1,693.79","1,360.18",Upgrade
Accounts Payable,52.09,45.58,20.83,24.53,46.22,60.88,16.39,14.6,25.47,37.64,Upgrade
Total Liabilities,"2,133.3","1,901.44","1,254.6","1,175.16","1,077.38",885.03,870.87,808.03,753.8,567.64,Upgrade
Total Debt,"1,899.78","1,796.06","1,208.63","1,114.01",996.15,797.17,840.33,780.4,706.6,514.93,Upgrade
Debt Growth,5.77%,48.60%,8.49%,11.83%,24.96%,-5.14%,7.68%,10.44%,37.22%,49.92%,Upgrade
Common Stock,"2,031.32","1,737.05","1,616.62","1,513.08","1,410.56","1,311.37","1,144.43","1,011.97",854.06,695.38,Upgrade
Retained Earnings,77.27,51.79,-101.85,23.31,65.49,69,57.06,58.92,85.93,97.15,Upgrade
Shareholders' Equity,"2,108.59","1,788.85","1,514.77","1,536.39","1,476.05","1,380.37","1,201.48","1,070.89",939.98,792.53,Upgrade
Total Liabilities and Equity,"4,241.89","3,690.29","2,769.36","2,711.55","2,553.43","2,265.4","2,072.35","1,878.93","1,693.79","1,360.18",Upgrade
Net Cash / Debt,"-1,850.66","-1,763.43","-1,176.71","-1,058.77",-941.97,-745.64,-815.85,-760.07,-646.17,-480.23,Upgrade
Net Cash Per Share,-24.85,-25.57,-17.91,-16.82,-15.65,-13.15,-15.68,-15.49,-14.85,-13.11,Upgrade
Book Value Per Share,28.31,25.94,23.05,24.40,24.53,24.35,23.09,21.82,21.60,21.64,Upgrade
