Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2003
Cash & Equivalents,0.08,0.08,1.31,4.58,3.45,3.68,4.28,2.75,4.93,3,Upgrade
Cash & Cash Equivalents,0.08,0.08,1.31,4.58,3.45,3.68,4.28,2.75,4.93,3,Upgrade
Cash Growth,-1.86%,-93.89%,-71.44%,32.85%,-6.21%,-14.04%,55.56%,-44.26%,64.48%,-63.41%,Upgrade
Receivables,0.18,0.24,0.18,0.12,0.1,0.72,0.07,0.09,0,0.2,Upgrade
Other Current Assets,0,0,0,0,-3.55,-4.4,-4.35,-2.84,-4.93,-3.2,Upgrade
Total Current Assets,0.26,0.32,1.49,4.7,0,0,0,0,0,0,Upgrade
Long-Term Investments,325.9,482.27,463.12,281.8,192.34,240.99,240.47,159.31,0,248.8,Upgrade
Other Long-Term Assets,0,0,0,0,-192.34,-240.99,-240.47,-159.31,0,-248.8,Upgrade
Total Long-Term Assets,325.9,482.27,463.12,281.8,0,0,0,0,0,0,Upgrade
Total Assets,326.26,482.69,464.74,286.61,196.07,245.56,245.02,162.35,0,252.1,Upgrade
Accounts Payable,0,0,0,0,0.18,0.16,0.16,0,0,0,Upgrade
Other Current Liabilities,0,0,0,0,-0.18,-0.16,-0.16,0,0,0,Upgrade
Total Liabilities,0.69,0.8,0,0,1.24,1.36,1.79,1.61,0,1.8,Upgrade
Common Stock,19.29,19.29,19.29,19.29,19.29,19.29,19.29,19.29,0,19.3,Upgrade
Retained Earnings,304.91,461.24,443.27,265.22,174.17,7.35,9.79,341.6,0,353.1,Upgrade
Comprehensive Income,0,0,0,0,0,0,0,-201.51,-140.44,-123.4,Upgrade
Shareholders' Equity,325.57,481.9,463.94,285.88,194.83,244.2,243.23,160.74,0,250.3,Upgrade
Total Liabilities and Equity,326.26,482.69,464.74,286.61,196.07,245.56,245.02,162.35,0,252.1,Upgrade
Net Cash / Debt,0.08,0.08,1.31,4.58,3.45,3.68,4.28,2.75,4.93,3,Upgrade
Net Cash / Debt Growth,-1.86%,-93.89%,-71.44%,32.85%,-6.21%,-14.04%,55.56%,-44.26%,64.48%,-63.41%,Upgrade
Net Cash Per Share,0.00,0.00,0.07,0.24,0.18,0.19,0.22,0.14,0.26,0.16,Upgrade
Working Capital,0.26,0.32,1.49,4.7,0,0,0,0,0,0,Upgrade
Book Value Per Share,16.88,24.95,24.05,14.82,10.10,12.60,12.62,8.33,-,12.98,Upgrade
