Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 1995
Cash & Equivalents,130.28,683.24,249.93,99.38,216.92,176.18,167.28,80.67,90.64,63.11,Upgrade
Cash & Cash Equivalents,130.28,683.24,249.93,99.38,216.92,176.18,167.28,80.67,90.64,63.11,Upgrade
Cash Growth,-80.93%,173.38%,151.48%,-54.19%,23.13%,5.32%,107.35%,-10.99%,43.63%,-72.83%,Upgrade
Receivables,27.99,17.67,18.76,15.39,15.52,14.09,11.69,9.46,8.66,8.58,Upgrade
"Property, Plant & Equipment",58.1,59.31,59.3,60.37,58.1,56.47,52.09,46.68,41.98,39.34,Upgrade
Goodwill and Intangibles,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,4.97,Upgrade
Total Assets,"6,432.37","6,557.32","5,830.44","4,946.75","4,875.25","4,682.98","4,290.03","3,766.29","3,443.28","3,175.76",Upgrade
Total Liabilities,"5,863.48","5,852.42","5,173.25","4,348.65","4,353.55","4,214.31","3,862.96","3,373.39","3,081.9","2,853.8",Upgrade
Total Debt,297,75,85.5,170,276.48,181.61,261.01,170.58,191.37,292.84,Upgrade
Debt Growth,296.00%,-12.28%,-49.71%,-38.51%,52.24%,-30.42%,53.01%,-10.86%,-34.65%,74.47%,Upgrade
Common Stock,111.62,105.59,100.35,110.71,108.63,105.45,101.49,96.67,94.12,91.26,Upgrade
Retained Earnings,646.1,583.13,529.01,475.25,419.18,363.79,327.87,294,263.35,233.11,Upgrade
Comprehensive Income,-188.92,16.09,27.74,12.06,-6.19,-0.67,-2.39,2.14,3.83,-2.49,Upgrade
Shareholders' Equity,568.8,704.82,657.1,598.01,521.62,468.58,426.98,392.81,361.3,321.88,Upgrade
Total Liabilities and Equity,"6,432.28","6,557.23","5,830.35","4,946.66","4,875.17","4,682.89","4,289.94","3,766.2","3,443.2","3,175.68",Upgrade
Net Cash / Debt,-166.72,608.24,164.43,-70.62,-59.56,-5.43,-93.73,-89.91,-100.73,-229.74,Upgrade
Net Cash / Debt Growth,-,269.91%,-,-,-,-,-,-,-,-,Upgrade
Net Cash Per Share,-6.48,23.74,6.43,-2.74,-2.32,-0.21,-3.68,-3.56,-4.00,-9.21,Upgrade
Book Value Per Share,22.28,27.67,25.80,23.37,20.63,18.61,17.04,15.76,14.57,13.06,Upgrade
