Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2004
Receivables,2.82,8.42,1.05,3.79,0.54,9.34,10.2,0.5,11.6,0,Upgrade
Total Current Assets,2.82,8.42,1.05,3.79,0.54,9.34,10.2,0.5,11.6,0,Upgrade
Long-Term Investments,620.17,559.95,402.06,"1,664.98","2,120.17","2,212.08","2,580.2","2,787.4","4,358.3","2,181.4",Upgrade
Other Long-Term Assets,0,0,0,0,0,0,451.7,446.4,996.9,513.1,Upgrade
Total Long-Term Assets,620.17,559.95,402.06,"1,664.98","2,120.17","2,212.08","3,031.9","3,233.8","5,355.2","2,694.5",Upgrade
Total Assets,623.32,569.25,455.84,"1,680.74","2,136.34","2,235.31","2,593.7","2,793.9","4,375.6","2,188.8",Upgrade
Accounts Payable,1.66,9.26,0.59,0,23.24,11.5,4.1,4.6,6.7,3.6,Upgrade
Other Current Liabilities,0,0,0,0,0,0,460.5,477.6,"1,068.6",531.8,Upgrade
Total Current Liabilities,1.66,9.26,0.59,0,23.24,11.5,464.6,482.2,"1,075.3",535.4,Upgrade
Long-Term Debt,112.26,103.03,101.03,458.46,486.52,524.46,716.8,906,931.2,407.6,Upgrade
Other Long-Term Liabilities,-110.6,-93.77,-100.45,-458.46,-463.27,-512.96,0,0,0,0,Upgrade
Total Long-Term Liabilities,1.66,9.26,0.59,0,23.24,11.5,716.8,906,931.2,407.6,Upgrade
Total Liabilities,176.7,154.3,150.21,0,876.04,"1,053.79","1,181.4","1,388.2","2,006.5",943,Upgrade
Total Debt,112.26,103.03,101.03,458.46,486.52,524.46,716.8,906,931.2,407.6,Upgrade
Debt Growth,8.96%,1.98%,-77.96%,-5.77%,-7.23%,-26.83%,-20.88%,-2.71%,128.46%,22.99%,Upgrade
Common Stock,0.01,0.01,0.01,0.05,0.05,0.05,0,0,0,0,Upgrade
Retained Earnings,-164.21,-208.89,-342.63,233.12,424.53,-239.16,659.3,579.5,369.7,235,Upgrade
Comprehensive Income,0,0,0,0,0,-418.4,-217.6,-244.2,804.6,705.7,Upgrade
Shareholders' Equity,446.62,414.94,305.63,930.29,"1,260.3","1,181.53","1,412.3","1,405.7","2,369.1","1,245.8",Upgrade
Total Liabilities and Equity,623.32,569.25,455.84,"1,680.74","2,136.34","2,235.31","2,593.7","2,793.9","4,375.6","2,188.8",Upgrade
Net Cash / Debt,-112.26,-103.03,-101.03,-458.46,-486.52,-524.46,-716.8,-906,-931.2,-407.6,Upgrade
Net Cash Per Share,-9.47,-8.74,-7.39,-34.20,-42.41,-42.35,-58.54,-75.47,-19.39,-14.19,Upgrade
Working Capital,1.16,-0.84,0.46,3.79,-22.71,-2.16,-454.4,-481.7,"-1,063.7",-535.4,Upgrade
Book Value Per Share,37.67,35.19,22.35,69.40,109.87,95.42,115.34,117.10,49.34,43.36,Upgrade
