Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2000
Cash & Equivalents,"2,720.1","2,834.9","1,633.2","1,551.4","1,374.5","1,903.6","1,868.6","1,692.6","1,366.1","2,469.7",Upgrade
Short-Term Investments,"135,345.2","158,064.6","86,882.7","37,160.2","39,528.4","44,275.4","37,626.8","35,625.5","40,641.5","21,423.5",Upgrade
Cash & Cash Equivalents,"138,065.3","160,899.5","88,515.9","38,711.6","40,902.9","46,179","39,495.4","37,318.1","42,007.6","23,893.2",Upgrade
Cash Growth,-14.19%,81.77%,128.65%,-5.36%,-11.43%,16.92%,5.83%,-11.16%,75.81%,189.75%,Upgrade
Receivables,483.2,434.5,461.3,491.8,553.3,359.7,364.4,357.8,341.2,302.7,Upgrade
Other Current Assets,529.8,427.8,306.7,364.4,430.5,367.8,171.7,228.6,196.5,209.7,Upgrade
Total Current Assets,"139,078.3","161,761.8","89,283.9","39,567.8","41,886.7","46,906.5","40,031.5","37,904.5","42,545.3","24,405.6",Upgrade
"Property, Plant & Equipment",455.5,505.3,579.2,544,448.7,399.7,425.2,491.7,508.9,513.4,Upgrade
Goodwill and Intangibles,"30,927.5","31,235.3","32,839.4","33,035.5","33,480.7","27,090.6","27,186.1","27,282.2","27,381.7","27,485.5",Upgrade
Other Long-Term Assets,"3,714.4","3,277.9","1,957.1","2,068","1,659.6","1,394.4","1,726.6","1,681","1,805.6","1,873.3",Upgrade
Total Long-Term Assets,"35,097.4","35,018.5","35,375.7","35,647.5","35,589","28,884.7","29,337.9","29,454.9","29,696.2","29,872.2",Upgrade
Total Assets,"174,175.7","196,780.3","124,659.6","75,215.3","77,475.7","75,791.2","69,369.4","67,359.4","72,241.5","54,277.8",Upgrade
Accounts Payable,121.4,48.8,69.3,61.9,116,31.3,26.2,28.7,36.9,36.2,Upgrade
Current Debt,"135,265.2","158,699","86,781.8","37,075.8","40,029.7","44,185.3","37,542.7","35,553","40,566.8","22,105",Upgrade
Other Current Liabilities,"2,300.9","1,650.6","1,346.8","1,384.8","1,126.9","1,456.3","1,376.7","1,242.8",927.5,"1,169.8",Upgrade
Total Current Liabilities,"137,687.5","160,398.4","88,197.9","38,522.5","41,272.6","45,672.9","38,945.6","36,824.5","41,531.2","23,311",Upgrade
Long-Term Debt,"3,422.4","2,695.7","3,443.8","3,743.2","3,826.8","2,233.1","2,231.2","2,229.3","2,107.9","2,107.2",Upgrade
Other Long-Term Liabilities,"6,187.1","6,286.9","6,666.4","6,790.3","6,411","5,473.4","7,851.9","7,753.8","7,678.9","7,699.1",Upgrade
Total Long-Term Liabilities,"9,609.5","8,982.6","10,110.2","10,533.5","10,237.8","7,706.5","10,083.1","9,983.1","9,786.8","9,806.3",Upgrade
Total Liabilities,"147,297","169,381","98,308.1","49,056","51,510.4","53,379.4","49,028.7","46,807.6","51,318","33,117.3",Upgrade
Total Debt,"138,687.6","161,394.7","90,225.6","40,819","43,856.5","46,418.4","39,773.9","37,782.3","42,674.7","24,212.2",Upgrade
Debt Growth,-14.07%,78.88%,121.04%,-6.93%,-5.52%,16.71%,5.27%,-11.46%,76.25%,156.45%,Upgrade
Common Stock,"22,265.2","22,193.9","21,189.1","21,116.8","21,057.9","17,900.3","17,830.3","17,725","17,600","17,508.2",Upgrade
Retained Earnings,"4,746.8","5,151.9","4,995.9","5,008.7","4,855.3","4,497.2","2,524.5","2,907.6","3,317.3","3,494.6",Upgrade
Comprehensive Income,-133.3,53.5,134.9,3.4,5.3,14.3,-14.1,-80.8,6.2,152,Upgrade
Shareholders' Equity,"26,878.7","27,399.3","26,319.9","26,128.9","25,918.5","22,411.8","20,340.7","20,551.8","20,923.5","21,154.8",Upgrade
Total Liabilities and Equity,"174,175.7","196,780.3","124,628","75,184.9","77,428.9","75,791.2","69,369.4","67,359.4","72,241.5","54,272.1",Upgrade
Net Cash / Debt,-622.3,-495.2,"-1,709.7","-2,107.4","-2,953.6",-239.4,-278.5,-464.2,-667.1,-319,Upgrade
Net Cash Per Share,-1.73,-1.38,-4.77,-5.88,-8.59,-0.70,-0.82,-1.37,-1.99,-0.95,Upgrade
Working Capital,"1,390.8","1,363.4","1,086","1,045.3",614.1,"1,233.6","1,085.9","1,080","1,014.1","1,094.6",Upgrade
Book Value Per Share,74.93,76.46,73.57,73.16,75.71,66.17,60.27,61.13,62.57,63.59,Upgrade
