Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2007
Cash & Equivalents,40.55,99.86,363.54,44.81,47.06,32.09,61.27,65.92,75.06,75.37,Upgrade
Cash & Cash Equivalents,40.55,99.86,363.54,44.81,47.06,32.09,61.27,65.92,75.06,75.37,Upgrade
Cash Growth,-59.39%,-72.53%,711.37%,-4.80%,46.66%,-47.63%,-7.05%,-12.18%,-0.40%,-58.78%,Upgrade
"Property, Plant & Equipment",22.1,14.05,17.19,15.95,4.82,5.72,4.33,4.9,5.63,6.06,Upgrade
Total Assets,"2,169.59","2,130.6","2,110.8","2,086.31","2,069.21","2,003.85","1,877.56","1,821.14","1,691.9","1,616.9",Upgrade
Accounts Payable,24.18,22.64,29.22,23.04,23.35,26.39,23.26,25.18,24.1,23.93,Upgrade
Total Liabilities,"1,913.04","1,874.28","1,862.09","1,842.42","1,834.13","1,768.99","1,647.78","1,601.5","1,475.52","1,404.76",Upgrade
Total Debt,171.87,167.95,170.91,185.15,179.21,143.82,129.7,129.12,90.92,90.71,Upgrade
Debt Growth,2.33%,-1.73%,-7.69%,3.31%,24.60%,10.89%,0.45%,42.03%,0.23%,-3.13%,Upgrade
Common Stock,48.98,53.62,57.33,60.75,60.29,67.77,66.14,63.85,68.48,70.1,Upgrade
Retained Earnings,215.31,208.23,200.07,190.81,182.59,172.78,168.96,161.02,153.29,145.83,Upgrade
Comprehensive Income,-7.74,-5.52,-8.69,-7.67,-7.81,-5.69,-5.32,-5.24,-5.39,-3.79,Upgrade
Shareholders' Equity,256.55,256.32,248.71,243.89,235.08,234.85,229.79,219.64,216.38,212.14,Upgrade
Total Liabilities and Equity,"2,169.59","2,130.6","2,110.8","2,086.31","2,069.21","2,003.85","1,877.56","1,821.14","1,691.9","1,616.9",Upgrade
Net Cash / Debt,-131.32,-68.09,192.63,-140.34,-132.15,-111.74,-68.43,-63.21,-15.86,-15.34,Upgrade
Net Cash Per Share,-14.72,-7.47,20.95,-15.05,-14.06,-11.72,-7.35,-6.82,-1.70,-1.56,Upgrade
Book Value Per Share,28.94,28.29,27.22,26.52,25.50,25.32,25.27,24.21,23.49,21.84,Upgrade
