Year,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012 - 2010
Cash & Equivalents,46.15,37.03,103.85,66.68,54.85,37.02,51.7,36.88,20.1,41.09,Upgrade
Cash & Cash Equivalents,46.15,37.03,103.85,66.68,54.85,37.02,51.7,36.88,20.1,41.09,Upgrade
Cash Growth,24.62%,-64.34%,55.75%,21.56%,48.16%,-28.39%,40.21%,83.48%,-51.08%,336.47%,Upgrade
"Property, Plant & Equipment",31.35,31.15,32.29,33.79,29.11,15.46,16.01,13.86,13.58,13.82,Upgrade
Goodwill and Intangibles,23.7,23.34,19.66,19.33,18.96,10.42,12.49,5.81,3.06,2.09,Upgrade
Total Assets,"2,632.9","2,286.39","2,113.24","1,713.06","1,621.64",981.78,827.93,677.56,509.75,419.19,Upgrade
Total Liabilities,"2,401.2","2,038.88","1,883.23","1,512.81","1,441.61",859.78,746.89,602.22,443.92,356.87,Upgrade
Total Debt,242.46,96.71,180.99,99.96,147.01,17.37,22.5,108.57,17.03,16.66,Upgrade
Debt Growth,150.70%,-46.56%,81.05%,-32.00%,746.17%,-22.77%,-79.28%,537.40%,2.22%,143.63%,Upgrade
Common Stock,55.26,68.04,81.07,88.74,90.66,54.06,25.99,29.09,27.59,28,Upgrade
Retained Earnings,202.07,179.22,146.41,110.72,90.85,68.42,55.58,46.18,38.13,35.22,Upgrade
Comprehensive Income,-25.63,0.25,2.53,0.79,-1.48,-0.48,-0.54,0.08,0.12,-0.9,Upgrade
Shareholders' Equity,231.7,247.51,230.01,200.24,180.04,122,81.03,75.34,65.84,62.31,Upgrade
Total Liabilities and Equity,"2,632.9","2,286.39","2,113.24","1,713.06","1,621.64",981.78,827.93,677.56,509.75,419.19,Upgrade
Net Cash / Debt,-196.31,-59.68,-77.13,-33.28,-92.16,19.65,29.21,-71.7,3.06,24.42,Upgrade
Net Cash / Debt Growth,-,-,-,-,-,-32.73%,-,-,-87.45%,849.13%,Upgrade
Book Value Per Share,30.07,30.23,27.12,22.48,24.09,16.60,13.25,11.62,10.17,9.62,Upgrade
